Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes,GO component count,GO function count,GO process count,Total computed GO count
B9J08_001910,B9J08_001910-t37_1,hypothetical protein,GO:0005844,polysome,GO:0005524;GO:0016887;GO:0000774;GO:0042277,ATP binding;ATP hydrolysis activity;adenyl-nucleotide exchange factor activity;peptide binding,GO:0006914;GO:0010499;GO:0043161;GO:0006457;GO:0042026,autophagy;proteasomal ubiquitin-independent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;protein folding;protein refolding,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.6.1.3 (Deleted entry),,,,,,,1,4,5,10
B9J08_002896,B9J08_002896-t37_1,hypothetical protein,GO:0005737,cytoplasm,GO:0005524;GO:0004672;GO:0004674;GO:0004713,ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity,GO:0045719;GO:0006468;GO:0060917;GO:0032878;GO:0007165,negative regulation of glycogen biosynthetic process;protein phosphorylation;regulation of (1->6)-beta-D-glucan biosynthetic process;regulation of establishment or maintenance of cell polarity;signal transduction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase),,,,,,,1,4,5,10
B9J08_000260,B9J08_000260-t37_1,hypothetical protein,GO:0005851;GO:0032045,eukaryotic translation initiation factor 2B complex;guanyl-nucleotide exchange factor complex,GO:0005085;GO:0016779;GO:0005515;GO:0003743,guanyl-nucleotide exchange factor activity;nucleotidyltransferase activity;protein binding;translation initiation factor activity,GO:0016070;GO:0009058;GO:0002183;GO:0006446,RNA metabolic process;biosynthetic process;cytoplasmic translational initiation;regulation of translational initiation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.13 (Mannose-1-phosphate guanylyltransferase);2.7.7.27 (Glucose-1-phosphate adenylyltransferase),,,,,,,2,4,4,10
B9J08_000451,B9J08_000451-t37_1,hypothetical protein,GO:0042025;GO:0005634,host cell nucleus;nucleus,GO:0001228;GO:0000981;GO:0001227;GO:0008270,"DNA-binding transcription activator activity, RNA polymerase II-specific;DNA-binding transcription factor activity, RNA polymerase II-specific;DNA-binding transcription repressor activity, RNA polymerase II-specific;zinc ion binding",GO:0000122;GO:2001278;GO:0045944;GO:0006355,"negative regulation of transcription by RNA polymerase II;positive regulation of leucine biosynthetic process;positive regulation of transcription by RNA polymerase II;regulation of transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,4,4,10
B9J08_001048,B9J08_001048-t37_1,hypothetical protein,GO:0005634;GO:0005940,nucleus;septin ring,GO:0019789;GO:0003676;GO:0016740;GO:0008270,SUMO transferase activity;nucleic acid binding;transferase activity;zinc ion binding,GO:1990683;GO:0007059;GO:0031397;GO:0016925,DNA double-strand break attachment to nuclear envelope;chromosome segregation;negative regulation of protein ubiquitination;protein sumoylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,4,4,10
B9J08_004639,B9J08_004639-t37_1,hypothetical protein,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0005524;GO:0004672;GO:0004674;GO:0004713,ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity,GO:0016480;GO:0018105;GO:0046777;GO:0006468,negative regulation of transcription by RNA polymerase III;peptidyl-serine phosphorylation;protein autophosphorylation;protein phosphorylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.-.- (Transferring phosphorus-containing groups.);2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.10.1 (Receptor protein-tyrosine kinase);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.12.1 (Dual-specificity kinase);4.4.1.17 (Holocytochrome-c synthase),,,,,,,2,4,4,10
B9J08_005142,B9J08_005142-t37_1,hypothetical protein,GO:0070274;GO:0005686,RES complex;U2 snRNP,GO:0003723;GO:0000384;GO:0003676;GO:0000166,RNA binding;first spliceosomal transesterification activity;nucleic acid binding;nucleotide binding,GO:0000349;GO:0006406;GO:0000398;GO:0000245,"generation of catalytic spliceosome for first transesterification step;mRNA export from nucleus;mRNA splicing, via spliceosome;spliceosomal complex assembly",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,4,4,10
B9J08_005456,B9J08_005456-t37_1,hypothetical protein,GO:0005851;GO:0032045,eukaryotic translation initiation factor 2B complex;guanyl-nucleotide exchange factor complex,GO:0030234;GO:0005085;GO:0016853;GO:0003743,enzyme regulator activity;guanyl-nucleotide exchange factor activity;isomerase activity;translation initiation factor activity,GO:0044237;GO:0002183;GO:1903833;GO:0006446,cellular metabolic process;cytoplasmic translational initiation;positive regulation of cellular response to amino acid starvation;regulation of translational initiation,N/A,N/A,N/A,N/A,N/A,N/A,5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase),"5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase);5.3.1.29 (Ribose 1,5-bisphosphate isomerase)",,,,,,,2,4,4,10
B9J08_005531,B9J08_005531-t37_1,hypothetical protein,GO:0005953;GO:0005965,CAAX-protein geranylgeranyltransferase complex;protein farnesyltransferase complex,GO:0004662;GO:0004660;GO:0004661;GO:0008318,CAAX-protein geranylgeranyltransferase activity;protein farnesyltransferase activity;protein geranylgeranyltransferase activity;protein prenyltransferase activity,GO:0007323;GO:0018343;GO:0018344;GO:0018342,peptide pheromone maturation;protein farnesylation;protein geranylgeranylation;protein prenylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.5.1.29 (Geranylgeranyl diphosphate synthase);2.5.1.59 (Protein geranylgeranyltransferase type I),,,,,,,2,4,4,10
B9J08_000460,B9J08_000460-t37_1,hypothetical protein,GO:0005829;GO:0005576;GO:0005777,cytosol;extracellular region;peroxisome,GO:0004069;GO:0003824;GO:0030170;GO:0008483,L-aspartate:2-oxoglutarate aminotransferase activity;catalytic activity;pyridoxal phosphate binding;transaminase activity,GO:0006532;GO:0009058;GO:0006520,aspartate biosynthetic process;biosynthetic process;cellular amino acid metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.6.1.1 (Aspartate transaminase),2.6.1.1 (Aspartate transaminase);2.6.1.107 (Beta-methylphenylalanine transaminase);2.6.1.3 (Cysteine transaminase);2.6.1.57 (Aromatic-amino-acid transaminase);2.6.1.7 (Kynurenine--oxoglutarate transaminase),,,,,,,3,4,3,10
B9J08_001087,B9J08_001087-t37_1,hypothetical protein,GO:0101031;GO:0015934;GO:0030687,"chaperone complex;large ribosomal subunit;preribosome, large subunit precursor",GO:0003723;GO:0003730;GO:0048027;GO:0000900,"RNA binding;mRNA 3'-UTR binding;mRNA 5'-UTR binding;translation repressor activity, mRNA regulatory element binding",GO:0017148;GO:0050821;GO:0042273,negative regulation of translation;protein stabilization;ribosomal large subunit biogenesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.24.13 (IgA-specific metalloendopeptidase),,,,,,,3,4,3,10
B9J08_002366,B9J08_002366-t37_1,hypothetical protein,GO:0016021;GO:0005622;GO:0005758,integral component of membrane;intracellular anatomical structure;mitochondrial intermembrane space,GO:0004130;GO:0020037;GO:0046872;GO:0004601,cytochrome-c peroxidase activity;heme binding;metal ion binding;peroxidase activity,GO:0034599;GO:0055114;GO:0006979,cellular response to oxidative stress;obsolete oxidation-reduction process;response to oxidative stress,N/A,N/A,N/A,N/A,N/A,N/A,1.11.1.- (Peroxidases.),1.11.1.11 (L-ascorbate peroxidase);1.11.1.21 (Catalase peroxidase);1.11.1.5 (Cytochrome-c peroxidase),,,,,,,3,4,3,10
B9J08_003724,B9J08_003724-t37_1,hypothetical protein,GO:0005737;GO:0005743;GO:0005739,cytoplasm;mitochondrial inner membrane;mitochondrion,GO:0005524;GO:0016874;GO:0046872;GO:0004326,ATP binding;ligase activity;metal ion binding;tetrahydrofolylpolyglutamate synthase activity,GO:0009058;GO:0009396;GO:0006730,biosynthetic process;folic acid-containing compound biosynthetic process;one-carbon metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,6.3.2.17 (Tetrahydrofolate synthase),6.3.2.12 (Dihydrofolate synthase);6.3.2.17 (Tetrahydrofolate synthase),,,,,,,3,4,3,10
B9J08_004776,B9J08_004776-t37_1,hypothetical protein,GO:0005576;GO:0000324;GO:0000329;GO:0016021,extracellular region;fungal-type vacuole;fungal-type vacuole membrane;integral component of membrane,GO:0004035;GO:0003824;GO:0016791;GO:0106219,alkaline phosphatase activity;catalytic activity;phosphatase activity;zinc ion sensor activity,GO:0046496;GO:0006470,nicotinamide nucleotide metabolic process;protein dephosphorylation,N/A,N/A,N/A,N/A,N/A,N/A,3.1.3.1 (Alkaline phosphatase),"3.1.3.1 (Alkaline phosphatase);3.1.3.54 (Fructose-2,6-bisphosphate 6-phosphatase);3.1.7.6 (Farnesyl diphosphatase)",,,,,,,4,4,2,10
B9J08_000381,B9J08_000381-t37_1,hypothetical protein,N/A,N/A,GO:0005515;GO:0019888;GO:0043130,protein binding;protein phosphatase regulator activity;ubiquitin binding,GO:0030437;GO:0000045;GO:0005977;GO:0034727;GO:0043161;GO:0031134;GO:0030433,ascospore formation;autophagosome assembly;glycogen metabolic process;piecemeal microautophagy of the nucleus;proteasome-mediated ubiquitin-dependent protein catabolic process;sister chromatid biorientation;ubiquitin-dependent ERAD pathway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,0,3,7,10
B9J08_002785,B9J08_002785-t37_1,hypothetical protein,N/A,N/A,GO:0000981;GO:0000978;GO:0051536,"DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;iron-sulfur cluster binding",GO:0032048;GO:0006879;GO:0034599;GO:0072715;GO:0045944;GO:0036086;GO:2000185,cardiolipin metabolic process;cellular iron ion homeostasis;cellular response to oxidative stress;cellular response to selenite ion;positive regulation of transcription by RNA polymerase II;positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation;regula,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,0,3,7,10
B9J08_003680,B9J08_003680-t37_1,hypothetical protein,N/A,N/A,GO:0008419;GO:0016787;GO:0016788,"RNA lariat debranching enzyme activity;hydrolase activity;hydrolase activity, acting on ester bonds",GO:0006401;GO:0045292;GO:0006397;GO:0000398;GO:0007124;GO:0016074;GO:0032197,"RNA catabolic process;mRNA cis splicing, via spliceosome;mRNA processing;mRNA splicing, via spliceosome;pseudohyphal growth;sno(s)RNA metabolic process;transposition, RNA-mediated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.);3.1.4.- (Phosphoric diester hydrolases.),,,,,,,0,3,7,10
B9J08_003239,B9J08_003239-t37_1,hypothetical protein,GO:0005680,anaphase-promoting complex,GO:0060090;GO:0070628;GO:0061630,molecular adaptor activity;proteasome binding;ubiquitin protein ligase activity,GO:0031145;GO:0007049;GO:0051301;GO:0010458;GO:0007091;GO:0016567,anaphase-promoting complex-dependent catabolic process;cell cycle;cell division;exit from mitosis;metaphase/anaphase transition of mitotic cell cycle;protein ubiquitination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,3,6,10
B9J08_004627,B9J08_004627-t37_1,hypothetical protein,GO:0005737,cytoplasm,GO:0003723;GO:0003729;GO:0030674,RNA binding;mRNA binding;protein-macromolecule adaptor activity,GO:0008298;GO:0017148;GO:0045947;GO:1902416;GO:1900153;GO:1903450,"intracellular mRNA localization;negative regulation of translation;negative regulation of translational initiation;positive regulation of mRNA binding;positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;regulation of G1 to G0 transition",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,3,6,10
B9J08_004910,B9J08_004910-t37_1,hypothetical protein,GO:0005680,anaphase-promoting complex,GO:0030332;GO:0005515;GO:0061630,cyclin binding;protein binding;ubiquitin protein ligase activity,GO:0031145;GO:0007049;GO:0051301;GO:0045842;GO:0016567;GO:0030071,anaphase-promoting complex-dependent catabolic process;cell cycle;cell division;positive regulation of mitotic metaphase/anaphase transition;protein ubiquitination;regulation of mitotic metaphase/anaphase transition,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,3,6,10
B9J08_005015,B9J08_005015-t37_1,hypothetical protein,GO:0005730,nucleolus,GO:0008097;GO:0008312;GO:0019843,5S rRNA binding;7S RNA binding;rRNA binding,GO:1902626;GO:0000466;GO:0000470;GO:0000463;GO:0000027;GO:0042273,"assembly of large subunit precursor of preribosome;maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of LSU-rRNA;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);ribosomal large subunit assembly;ribosomal larg",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,3,6,10
B9J08_000184,B9J08_000184-t37_1,hypothetical protein,GO:0030479;GO:0005886,actin cortical patch;plasma membrane,GO:0008047;GO:0005543;GO:0005515,enzyme activator activity;phospholipid binding;protein binding,GO:0007015;GO:0045010;GO:0072583;GO:0006897;GO:0009651,actin filament organization;actin nucleation;clathrin-dependent endocytosis;endocytosis;response to salt stress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_000765,B9J08_000765-t37_1,hypothetical protein,GO:0005829;GO:0005634,cytosol;nucleus,GO:0000981;GO:0000978;GO:0008270,"DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;zinc ion binding",GO:0071474;GO:0071470;GO:0010895;GO:0000122;GO:0045944,cellular hyperosmotic response;cellular response to osmotic stress;negative regulation of ergosterol biosynthetic process;negative regulation of transcription by RNA polymerase II;positive regulation of transcription by RNA polymerase II,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_001410,B9J08_001410-t37_1,hypothetical protein,GO:0005847;GO:0005634,mRNA cleavage and polyadenylation specificity factor complex;nucleus,GO:0003723;GO:0003676;GO:0005515,RNA binding;nucleic acid binding;protein binding,GO:0006378;GO:0006397;GO:0098789;GO:1904594;GO:0006369,mRNA polyadenylation;mRNA processing;pre-mRNA cleavage required for polyadenylation;regulation of termination of RNA polymerase II transcription;termination of RNA polymerase II transcription,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_001415,B9J08_001415-t37_1,hypothetical protein,GO:1990304;GO:0005634,MUB1-RAD6-UBR2 ubiquitin ligase complex;nucleus,GO:0061630;GO:0004842;GO:0008270,ubiquitin protein ligase activity;ubiquitin-protein transferase activity;zinc ion binding,GO:0071629;GO:0000209;GO:0006357;GO:0006511;GO:0071596,cytoplasm protein quality control by the ubiquitin-proteasome system;protein polyubiquitination;regulation of transcription by RNA polymerase II;ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process via the N-end rule pathway,N/A,N/A,N/A,N/A,N/A,N/A,2.3.2.27 (RING-type E3 ubiquitin transferase),N/A,,,,,,,2,3,5,10
B9J08_001627,B9J08_001627-t37_1,hypothetical protein,GO:0005829;GO:0005769,cytosol;early endosome,GO:0005085;GO:0005515;GO:0043130,guanyl-nucleotide exchange factor activity;protein binding;ubiquitin binding,GO:0006895;GO:0032511;GO:0036010;GO:0006623;GO:0000011,Golgi to endosome transport;late endosome to vacuole transport via multivesicular body sorting pathway;protein localization to endosome;protein targeting to vacuole;vacuole inheritance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_003029,B9J08_003029-t37_1,hypothetical protein,GO:0070847;GO:0016592,core mediator complex;mediator complex,GO:0000979;GO:0003713;GO:0003712,RNA polymerase II core promoter sequence-specific DNA binding;transcription coactivator activity;transcription coregulator activity,GO:0051123;GO:0045944;GO:0006357;GO:0006369;GO:0001113,RNA polymerase II preinitiation complex assembly;positive regulation of transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;termination of RNA polymerase II transcription;transcription open complex formation at RNA polymerase II promoter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_003527,B9J08_003527-t37_1,hypothetical protein,GO:0000329;GO:0016021,fungal-type vacuole membrane;integral component of membrane,GO:0034257;GO:0015205;GO:0005337,nicotinamide riboside transmembrane transporter activity;nucleobase transmembrane transporter activity;nucleoside transmembrane transporter activity,GO:0034258;GO:0015851;GO:1901642;GO:0015858;GO:0055085,nicotinamide riboside transport;nucleobase transport;nucleoside transmembrane transport;nucleoside transport;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_003896,B9J08_003896-t37_1,hypothetical protein,GO:0031390;GO:0043596,Ctf18 RFC-like complex;nuclear replication fork,GO:0005524;GO:0017111;GO:0000166,ATP binding;nucleoside-triphosphatase activity;nucleotide binding,GO:0006270;GO:0045005;GO:0000724;GO:0035753;GO:0007064,DNA replication initiation;DNA-dependent DNA replication maintenance of fidelity;double-strand break repair via homologous recombination;maintenance of DNA trinucleotide repeats;mitotic sister chromatid cohesion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.15 (Nucleoside-triphosphate phosphatase),,,,,,,2,3,5,10
B9J08_004217,B9J08_004217-t37_1,hypothetical protein,GO:0005737;GO:0005844,cytoplasm;polysome,GO:0005524;GO:0016887;GO:0051082,ATP binding;ATP hydrolysis activity;unfolded protein binding,GO:0051083;GO:0002181;GO:0006364;GO:0006450;GO:0006452,'de novo' cotranslational protein folding;cytoplasmic translation;rRNA processing;regulation of translational fidelity;translational frameshifting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_004861,B9J08_004861-t37_1,hypothetical protein,GO:0042025;GO:0005634,host cell nucleus;nucleus,GO:0003677;GO:0000981;GO:0008270,"DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",GO:0042758;GO:0045944;GO:0006355;GO:0019626;GO:0006351,"long-chain fatty acid catabolic process;positive regulation of transcription by RNA polymerase II;regulation of transcription, DNA-templated;short-chain fatty acid catabolic process;transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_005199,B9J08_005199-t37_1,hypothetical protein,GO:0089713;GO:0005634,Cbf1-Met4-Met28 complex;nucleus,GO:0003700;GO:0043565;GO:0003713,DNA-binding transcription factor activity;sequence-specific DNA binding;transcription coactivator activity,GO:0045944;GO:0006355;GO:0046685;GO:0046686;GO:0000096,"positive regulation of transcription by RNA polymerase II;regulation of transcription, DNA-templated;response to arsenic-containing substance;response to cadmium ion;sulfur amino acid metabolic process",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,3,5,10
B9J08_005464,B9J08_005464-t37_1,hypothetical protein,GO:0005778;GO:0005777,peroxisomal membrane;peroxisome,GO:0005524;GO:0016887;GO:0000166,ATP binding;ATP hydrolysis activity;nucleotide binding,GO:0006631;GO:0007031;GO:0016562;GO:0006625;GO:0043335,"fatty acid metabolic process;peroxisome organization;protein import into peroxisome matrix, receptor recycling;protein targeting to peroxisome;protein unfolding",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.- (Acting on ATP; involved in cellular and subcellular movement.);3.6.4.3 (Transferred entry: 5.6.1.1),,,,,,,2,3,5,10
B9J08_000162,B9J08_000162-t37_1,hypothetical protein,GO:0031463;GO:0000109;GO:0000113,Cul3-RING ubiquitin ligase complex;nucleotide-excision repair complex;nucleotide-excision repair factor 4 complex,GO:0008094;GO:0003684;GO:0004842,"ATP-dependent activity, acting on DNA;damaged DNA binding;ubiquitin-protein transferase activity",GO:0034613;GO:0006289;GO:0000715;GO:0006511,"cellular protein localization;nucleotide-excision repair;nucleotide-excision repair, DNA damage recognition;ubiquitin-dependent protein catabolic process",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_000189,B9J08_000189-t37_1,hypothetical protein,GO:0031314;GO:0005759;GO:0005739,extrinsic component of mitochondrial inner membrane;mitochondrial matrix;mitochondrion,GO:0016887;GO:0008289;GO:0004672,ATP hydrolysis activity;lipid binding;protein kinase activity,GO:0046777;GO:0006744;GO:0032194;GO:1901006,"protein autophosphorylation;ubiquinone biosynthetic process;ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate;ubiquinone-6 biosynthetic process",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.-.- (Transferring phosphorus-containing groups.);2.7.11.- (Protein-serine/threonine kinases.);3.5.4.6 (AMP deaminase),,,,,,,3,3,4,10
B9J08_000948,B9J08_000948-t37_1,hypothetical protein,GO:0005856;GO:0005768;GO:0005802,cytoskeleton;endosome;trans-Golgi network,GO:0005096;GO:0003779;GO:0008270,GTPase activator activity;actin binding;zinc ion binding,GO:0043001;GO:0030037;GO:0006888;GO:0006890,"Golgi to plasma membrane protein transport;actin filament reorganization involved in cell cycle;endoplasmic reticulum to Golgi vesicle-mediated transport;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_001229,B9J08_001229-t37_1,hypothetical protein,GO:0005758;GO:0005759;GO:0005739,mitochondrial intermembrane space;mitochondrial matrix;mitochondrion,GO:0005506;GO:0051536;GO:0005198,iron ion binding;iron-sulfur cluster binding;structural molecule activity,GO:0009102;GO:0016226;GO:0106035;GO:0097428,biotin biosynthetic process;iron-sulfur cluster assembly;protein maturation by [4Fe-4S] cluster transfer;protein maturation by iron-sulfur cluster transfer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_001283,B9J08_001283-t37_1,hypothetical protein,GO:0005736;GO:0042025;GO:0005730,RNA polymerase I complex;host cell nucleus;nucleolus,GO:0003677;GO:0003899;GO:0001054,DNA binding;DNA-directed 5'-3' RNA polymerase activity;RNA polymerase I activity,GO:0042790;GO:0006360;GO:0006362;GO:0006351,"nucleolar large rRNA transcription by RNA polymerase I;transcription by RNA polymerase I;transcription elongation from RNA polymerase I promoter;transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.6 (DNA-directed RNA polymerase),,,,,,,3,3,4,10
B9J08_001416,B9J08_001416-t37_1,hypothetical protein,GO:0099079;GO:0030479;GO:0005938,actin body;actin cortical patch;cell cortex,GO:0003779;GO:0051015;GO:0005515,actin binding;actin filament binding;protein binding,GO:0000147;GO:0051016;GO:2000601;GO:0044379,actin cortical patch assembly;barbed-end actin filament capping;positive regulation of Arp2/3 complex-mediated actin nucleation;protein localization to actin cortical patch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_001427,B9J08_001427-t37_1,hypothetical protein,GO:0030479;GO:0005737;GO:0000131,actin cortical patch;cytoplasm;incipient cellular bud site,GO:0003779;GO:0030276;GO:0005543,actin binding;clathrin binding;phospholipid binding,GO:0000147;GO:0007015;GO:0006897;GO:0034316,actin cortical patch assembly;actin filament organization;endocytosis;negative regulation of Arp2/3 complex-mediated actin nucleation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,3,3,4,10
B9J08_001655,B9J08_001655-t37_1,hypothetical protein,GO:0070823;GO:0005829;GO:0005634,HDA1 complex;cytosol;nucleus,GO:0003677;GO:0003682;GO:0004407,DNA binding;chromatin binding;histone deacetylase activity,GO:0007059;GO:0031047;GO:0016575;GO:0000122,chromosome segregation;gene silencing by RNA;histone deacetylation;negative regulation of transcription by RNA polymerase II,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_001681,B9J08_001681-t37_1,hypothetical protein,GO:0031261;GO:0005664;GO:0005656,DNA replication preinitiation complex;nuclear origin of replication recognition complex;nuclear pre-replicative complex,GO:0003677;GO:0003688;GO:0003682,DNA binding;DNA replication origin binding;chromatin binding,GO:0006260;GO:0006270;GO:0006267;GO:0030466,DNA replication;DNA replication initiation;pre-replicative complex assembly involved in nuclear cell cycle DNA replication;silent mating-type cassette heterochromatin assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,4,10
B9J08_001799,B9J08_001799-t37_1,hypothetical protein,GO:0009331;GO:0031307;GO:0005739,glycerol-3-phosphate dehydrogenase complex;integral component of mitochondrial outer membrane;mitochondrion,GO:0004368;GO:0016491;GO:0052591,glycerol-3-phosphate dehydrogenase (quinone) activity;oxidoreductase activity;sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity,GO:0006116;GO:0006071;GO:0006072;GO:0055114,NADH oxidation;glycerol metabolic process;glycerol-3-phosphate metabolic process;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.1.5.3 (Glycerol-3-phosphate dehydrogenase),1.1.3.21 (Glycerol-3-phosphate oxidase);1.1.5.3 (Glycerol-3-phosphate dehydrogenase);1.1.99.5 (Transferred entry: 1.1.5.3),,,,,,,3,3,4,10
B9J08_002041,B9J08_002041-t37_1,hypothetical protein,GO:0005654;GO:0005634;GO:0030687,"nucleoplasm;nucleus;preribosome, large subunit precursor",GO:0005524;GO:0016887;GO:0000166,ATP binding;ATP hydrolysis activity;nucleotide binding,GO:0110136;GO:0006364;GO:2000200;GO:0000027,protein-RNA complex remodeling;rRNA processing;regulation of ribosomal subunit export from nucleus;ribosomal large subunit assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.2 (Transferred entry: 5.6.1.2);6.6.1.2 (Cobaltochelatase),,,,,,,3,3,4,10
B9J08_002814,B9J08_002814-t37_1,hypothetical protein,GO:0005783;GO:0005634;GO:0005628,endoplasmic reticulum;nucleus;prospore membrane,GO:0004622;GO:0102545;GO:0004620,lysophospholipase activity;phosphatidyl phospholipase B activity;phospholipase activity,GO:0032120;GO:0009395;GO:0030474;GO:0070583,ascospore-type prospore membrane formation;phospholipid catabolic process;spindle pole body duplication;spore membrane bending pathway,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.5 (Lysophospholipase),3.1.1.5 (Lysophospholipase),,,,,,,3,3,4,10
B9J08_003228,B9J08_003228-t37_1,hypothetical protein,GO:0005783;GO:0016021;GO:0016020,endoplasmic reticulum;integral component of membrane;membrane,GO:0005509;GO:0003824;GO:0004571,"calcium ion binding;catalytic activity;mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",GO:0008152;GO:0035977;GO:0030433;GO:0097466,metabolic process;protein deglycosylation involved in glycoprotein catabolic process;ubiquitin-dependent ERAD pathway;ubiquitin-dependent glycoprotein ERAD pathway,N/A,N/A,N/A,N/A,N/A,N/A,"3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.)","2.7.1.107 (Diacylglycerol kinase (ATP));3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.);3.2.1.113 (Mannosyl-oligosaccharide 1,2-alpha-mannosidase)",,,,,,,3,3,4,10
