Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Transcript Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_001500	B9J08_001500-t37_1	Candida auris strain B8441	PEKT02000003:973,310..973,552(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001501	B9J08_001501-t37_1	Candida auris strain B8441	PEKT02000003:973,618..976,326(+)	hypothetical protein	hypothetical protein	GO:0005634	nucleus	GO:0005524;GO:0008094;GO:0015616;GO:0003690;GO:0004386;GO:0016787;GO:0070615	ATP binding;ATP-dependent activity, acting on DNA;DNA translocase activity;double-stranded DNA binding;helicase activity;hydrolase activity;nucleosome-dependent ATPase activity	GO:0032508;GO:0032392;GO:0006310;GO:0006281;GO:0000724;GO:0030491;GO:0045144;GO:0007131	DNA duplex unwinding;DNA geometric change;DNA recombination;DNA repair;double-strand break repair via homologous recombination;heteroduplex formation;meiotic sister chromatid segregation;reciprocal meiotic recombination	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.3 (Deleted entry);3.6.4.12 (DNA helicase);5.99.1.- (Other isomerases.)
B9J08_001502	B9J08_001502-t37_1	Candida auris strain B8441	PEKT02000003:976,342..978,105(-)	hypothetical protein	hypothetical protein	GO:0036266;GO:0005737;GO:0005829;GO:0005789;GO:0005739;GO:0005840	Cdc48p-Npl4p-Vms1p AAA ATPase complex;cytoplasm;cytosol;endoplasmic reticulum membrane;mitochondrion;ribosome	GO:0004045;GO:0004843	aminoacyl-tRNA hydrolase activity;thiol-dependent deubiquitinase	GO:0072671;GO:0071630;GO:0030433	mitochondria-associated ubiquitin-dependent protein catabolic process;nuclear protein quality control by the ubiquitin-proteasome system;ubiquitin-dependent ERAD pathway	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001503	B9J08_001503-t37_1	Candida auris strain B8441	PEKT02000003:978,266..979,401(-)	uroporphyrinogen decarboxylase	uroporphyrinogen decarboxylase	N/A	N/A	GO:0004853	uroporphyrinogen decarboxylase activity	GO:0006783;GO:0006779;GO:0006782	heme biosynthetic process;porphyrin-containing compound biosynthetic process;protoporphyrinogen IX biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.1.37 (Uroporphyrinogen decarboxylase)	2.1.1.247 ([Methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme Mmethyltransferase);4.1.1.37 (Uroporphyrinogen decarboxylase)
B9J08_001504	B9J08_001504-t37_1	Candida auris strain B8441	PEKT02000003:980,395..980,467(+)	tRNA-Arg	tRNA-Arg	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001505	B9J08_001505-t37_1	Candida auris strain B8441	PEKT02000003:980,475..980,547(+)	tRNA-Phe	tRNA-Phe	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001506	B9J08_001506-t37_1	Candida auris strain B8441	PEKT02000003:980,629..983,652(-)	hypothetical protein	hypothetical protein	GO:0000329;GO:0016021	fungal-type vacuole membrane;integral component of membrane	GO:0046872;GO:0008233	metal ion binding;peptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	3.4.-.- (Acting on peptide bonds (peptidases).)	3.4.-.- (Acting on peptide bonds (peptidases).)
B9J08_001507	B9J08_001507-t37_1	Candida auris strain B8441	PEKT02000003:984,501..985,963(+)	hypothetical protein	hypothetical protein	GO:0031225;GO:0009277;GO:0005886	anchored component of membrane;fungal-type cell wall;plasma membrane	GO:0042124;GO:0016740	1,3-beta-glucanosyltransferase activity;transferase activity	GO:0030476;GO:0005975	ascospore wall assembly;carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.- (Hexosyltransferases.)	2.4.1.- (Hexosyltransferases.)
B9J08_001508	B9J08_001508-t37_1	Candida auris strain B8441	PEKT02000003:986,027..987,478(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001509	B9J08_001509-t37_1	Candida auris strain B8441	PEKT02000003:988,773..989,483(+)	hypothetical protein	hypothetical protein	GO:0005685;GO:0071004;GO:0005829;GO:0005634	U1 snRNP;U2-type prespliceosome;cytosol;nucleus	GO:0003729	mRNA binding	GO:0006376	mRNA splice site selection	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001510	B9J08_001510-t37_1	Candida auris strain B8441	PEKT02000003:989,493..990,916(-)	hypothetical protein	hypothetical protein	GO:0005789;GO:0030176;GO:0016021;GO:0005637	endoplasmic reticulum membrane;integral component of endoplasmic reticulum membrane;integral component of membrane;nuclear inner membrane	GO:0046872;GO:0004222;GO:0008233	metal ion binding;metalloendopeptidase activity;peptidase activity	GO:0071586;GO:0071432;GO:0016485;GO:0006508	CAAX-box protein processing;peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion;protein processing;proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	3.4.24.84 (Ste24 endopeptidase)	3.4.11.- (Aminopeptidases.);3.4.24.84 (Ste24 endopeptidase);3.4.25.1 (Proteasome endopeptidase complex)
B9J08_001511	B9J08_001511-t37_1	Candida auris strain B8441	PEKT02000003:993,606..995,591(+)	hypothetical protein	hypothetical protein	GO:0005739;GO:0005886	mitochondrion;plasma membrane	N/A	N/A	GO:0000422;GO:0035556	autophagy of mitochondrion;intracellular signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001512	B9J08_001512-t37_1	Candida auris strain B8441	PEKT02000003:996,489..998,705(+)	hypothetical protein	hypothetical protein	GO:0030687	preribosome, large subunit precursor	GO:0005524;GO:0004386;GO:0003676	ATP binding;helicase activity;nucleic acid binding	GO:0006364;GO:0000027	rRNA processing;ribosomal large subunit assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)
B9J08_001513	B9J08_001513-t37_1	Candida auris strain B8441	PEKT02000003:999,220..999,786(+)	hypothetical protein	hypothetical protein	GO:0030173;GO:0016021;GO:0005802	integral component of Golgi membrane;integral component of membrane;trans-Golgi network	N/A	N/A	GO:0006895;GO:0043001;GO:0034067	Golgi to endosome transport;Golgi to plasma membrane protein transport;protein localization to Golgi apparatus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001514	B9J08_001514-t37_1	Candida auris strain B8441	PEKT02000003:1,001,060..1,001,470(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0032934	sterol binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.- (With NAD(+) or NADP(+) as acceptor.);1.1.1.62 (17-beta-estradiol 17-dehydrogenase);4.2.1.119 (Enoyl-CoA hydratase 2)
B9J08_001515	B9J08_001515-t37_1	Candida auris strain B8441	PEKT02000003:1,001,759..1,003,354(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0009055;GO:0020037;GO:0005506;GO:0004497;GO:0016705;GO:0016712	electron transfer activity;heme binding;iron ion binding;monooxygenase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin 	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.14.1 (Unspecific monooxygenase)
B9J08_001516	B9J08_001516-t37_1	Candida auris strain B8441	PEKT02000003:1,006,478..1,008,742(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0016757	glycosyltransferase activity	GO:0006486	protein glycosylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.- (Hexosyltransferases.)
B9J08_001517	B9J08_001517-t37_1	Candida auris strain B8441	PEKT02000003:1,009,684..1,012,119(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001518	B9J08_001518-t37_1	Candida auris strain B8441	PEKT02000003:1,013,138..1,014,322(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0004190	aspartic-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.23.20 (Penicillopepsin);3.4.23.24 (Candidapepsin);3.4.23.35 (Barrierpepsin)
B9J08_001519	B9J08_001519-t37_1	Candida auris strain B8441	PEKT02000003:1,014,399..1,016,426(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001520	B9J08_001520-t37_1	Candida auris strain B8441	PEKT02000003:1,017,821..1,018,702(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001521	B9J08_001521-t37_1	Candida auris strain B8441	PEKT02000003:1,021,142..1,023,205(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001522	B9J08_001522-t37_1	Candida auris strain B8441	PEKT02000003:1,024,830..1,026,134(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001523	B9J08_001523-t37_1	Candida auris strain B8441	PEKT02000003:1,027,743..1,029,186(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001524	B9J08_001524-t37_1	Candida auris strain B8441	PEKT02000003:1,029,202..1,030,854(-)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0003677;GO:0000981;GO:0008270	DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006355;GO:0006351	regulation of transcription, DNA-templated;transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001525	B9J08_001525-t37_1	Candida auris strain B8441	PEKT02000003:1,031,729..1,033,171(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0009055;GO:0020037;GO:0005506;GO:0004497;GO:0016705	electron transfer activity;heme binding;iron ion binding;monooxygenase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001526	B9J08_001526-t37_1	Candida auris strain B8441	PEKT02000003:1,033,816..1,035,408(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001527	B9J08_001527-t37_1	Candida auris strain B8441	PEKT02000003:1,036,357..1,037,940(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001528	B9J08_001528-t37_1	Candida auris strain B8441	PEKT02000003:1,039,436..1,041,019(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001529	B9J08_001529-t37_1	Candida auris strain B8441	PEKT02000003:1,041,852..1,044,254(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0003824;GO:0004553	catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.)
B9J08_001530	B9J08_001530-t37_1	Candida auris strain B8441	PEKT02000004:1,004..2,731(-)	hypothetical protein	hypothetical protein	GO:0000324;GO:0000328;GO:0016021;GO:0016020;GO:0005886	fungal-type vacuole;fungal-type vacuole lumen;integral component of membrane;membrane;plasma membrane	GO:0015183;GO:0005313;GO:0005310	L-aspartate transmembrane transporter activity;L-glutamate transmembrane transporter activity;dicarboxylic acid transmembrane transporter activity	GO:0070778;GO:0015813;GO:0006865;GO:0055085	L-aspartate transmembrane transport;L-glutamate transmembrane transport;amino acid transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001531	B9J08_001531-t37_1	Candida auris strain B8441	PEKT02000004:6,638..10,765(+)	hypothetical protein	hypothetical protein	GO:0016020	membrane	N/A	N/A	GO:0009405	obsolete pathogenesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001532	B9J08_001532-t37_1	Candida auris strain B8441	PEKT02000004:11,183..13,555(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0008233	peptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.4.17.21 (Glutamate carboxypeptidase II);3.4.24.- (Metalloendopeptidases.)
B9J08_001533	B9J08_001533-t37_1	Candida auris strain B8441	PEKT02000004:13,692..15,230(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016491;GO:0016620	oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0008152;GO:0055114	metabolic process;obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.10 (Acetaldehyde dehydrogenase (acetylating));1.2.1.19 (Aminobutyraldehyde dehydrogenase);1.2.1.22 (Lactaldehyde dehydrogenase);1.2.1.26 (2,5-dioxovalerate dehydrogenase);1.2.1.3 (Aldehyde dehydrogenase (NAD(+)));1.2.1.36 (Retinal dehydrogenase);1.2.1.39 (Phenylacetaldehyde dehydrogenase);1.2.
B9J08_001534	B9J08_001534-t37_1	Candida auris strain B8441	PEKT02000004:16,201..17,385(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0004190	aspartic-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.23.20 (Penicillopepsin);3.4.23.24 (Candidapepsin);3.4.23.35 (Barrierpepsin)
B9J08_001535	B9J08_001535-t37_1	Candida auris strain B8441	PEKT02000004:18,275..19,468(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0010181;GO:0003824;GO:0016491	FMN binding;catalytic activity;oxidoreductase activity	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.2.3 (L-lactate dehydrogenase (cytochrome));1.1.3.15 ((S)-2-hydroxy-acid oxidase);1.1.99.31 ((S)-mandelate dehydrogenase)
B9J08_001536	B9J08_001536-t37_1	Candida auris strain B8441	PEKT02000004:20,112..21,554(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005774	integral component of membrane;vacuolar membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001537	B9J08_001537-t37_1	Candida auris strain B8441	PEKT02000004:22,174..23,616(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005774	integral component of membrane;vacuolar membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001538	B9J08_001538-t37_1	Candida auris strain B8441	PEKT02000004:23,839..24,726(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001539	B9J08_001539-t37_1	Candida auris strain B8441	PEKT02000004:25,376..27,670(+)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0003677;GO:0000981;GO:0008270	DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006355;GO:0006351	regulation of transcription, DNA-templated;transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001540	B9J08_001540-t37_1	Candida auris strain B8441	PEKT02000004:27,878..28,768(+)	dihydrodipicolinate synthase	dihydrodipicolinate synthase	GO:0005737	cytoplasm	GO:0008747;GO:0003824;GO:0016829	N-acetylneuraminate lyase activity;catalytic activity;lyase activity	GO:0005975;GO:0008152	carbohydrate metabolic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.3.3 (N-acetylneuraminate lyase);4.3.3.7 (4-hydroxy-tetrahydrodipicolinate synthase)	4.1.2.14 (2-dehydro-3-deoxy-phosphogluconate aldolase);4.1.2.21 (2-dehydro-3-deoxy-6-phosphogalactonate aldolase);4.1.2.51 (2-dehydro-3-deoxy-D-gluconate aldolase);4.1.3.- (Oxo-acid-lyases.);4.1.3.16 (4-hydroxy-2-oxoglutarate aldolase);4.1.3.3 (N-acetylneuraminate lyase);4.2.1.52 (Transferred entry:
B9J08_001541	B9J08_001541-t37_1	Candida auris strain B8441	PEKT02000004:30,017..31,447(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005774	integral component of membrane;vacuolar membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001542	B9J08_001542-t37_1	Candida auris strain B8441	PEKT02000004:31,812..33,842(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001543	B9J08_001543-t37_1	Candida auris strain B8441	PEKT02000004:35,802..36,701(+)	diphthine synthase	diphthine synthase	N/A	N/A	GO:0004164;GO:0008168	diphthine synthase activity;methyltransferase activity	GO:0032259;GO:0017183	methylation;peptidyl-diphthamide biosynthetic process from peptidyl-histidine	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.314 (Diphthine methyl ester synthase)	2.1.1.314 (Diphthine methyl ester synthase);2.1.1.98 (Diphthine synthase)
B9J08_001544	B9J08_001544-t37_1	Candida auris strain B8441	PEKT02000004:36,738..37,913(-)	hypothetical protein	hypothetical protein	GO:0005783;GO:0000329;GO:0016021;GO:0031227	endoplasmic reticulum;fungal-type vacuole membrane;integral component of membrane;intrinsic component of endoplasmic reticulum membrane	N/A	N/A	GO:0006506;GO:0030026	GPI anchor biosynthetic process;cellular manganese ion homeostasis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.10.1 (Receptor protein-tyrosine kinase)
B9J08_001545	B9J08_001545-t37_1	Candida auris strain B8441	PEKT02000004:39,201..40,064(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0046872	metal ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.- (Aldehyde-lyases.);4.1.2.17 (L-fuculose-phosphate aldolase)
B9J08_001546	B9J08_001546-t37_1	Candida auris strain B8441	PEKT02000004:40,177..41,355(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0004190	aspartic-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.23.20 (Penicillopepsin);3.4.23.24 (Candidapepsin);3.4.23.35 (Barrierpepsin)
B9J08_001547	B9J08_001547-t37_1	Candida auris strain B8441	PEKT02000004:42,293..43,891(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001548	B9J08_001548-t37_1	Candida auris strain B8441	PEKT02000004:43,908..44,318(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001549	B9J08_001549-t37_1	Candida auris strain B8441	PEKT02000004:46,628..47,086(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001550	B9J08_001550-t37_1	Candida auris strain B8441	PEKT02000004:47,960..49,813(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0016491	oxidoreductase activity	GO:0006811;GO:0055114	ion transport;obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.16.1.- (With NAD(+) or NADP(+) as acceptor.);1.16.1.9 (Ferric-chelate reductase (NADPH))
B9J08_001551	B9J08_001551-t37_1	Candida auris strain B8441	PEKT02000004:50,557..51,006(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001552	B9J08_001552-t37_1	Candida auris strain B8441	PEKT02000004:51,612..52,988(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001553	B9J08_001553-t37_1	Candida auris strain B8441	PEKT02000004:53,399..54,454(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0004311;GO:0016740	farnesyltranstransferase activity;transferase activity	GO:0008299;GO:0016114	isoprenoid biosynthetic process;terpenoid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.5.1.- (Transferring alkyl or aryl groups, other than methyl groups.);2.5.1.1 (Dimethylallyltranstransferase);2.5.1.10 ((2E,6E)-farnesyl diphosphate synthase);2.5.1.29 (Geranylgeranyl diphosphate synthase)
B9J08_001554	B9J08_001554-t37_1	Candida auris strain B8441	PEKT02000004:54,583..55,596(+)	hypothetical protein	hypothetical protein	GO:0005789;GO:0016021	endoplasmic reticulum membrane;integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001555	B9J08_001555-t37_1	Candida auris strain B8441	PEKT02000004:56,723..59,083(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001556	B9J08_001556-t37_1	Candida auris strain B8441	PEKT02000004:59,227..59,946(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001557	B9J08_001557-t37_1	Candida auris strain B8441	PEKT02000004:60,173..64,498(+)	transcription elongation factor SPT6	transcription elongation factor SPT6	GO:0005634;GO:0035327	nucleus;transcriptionally active chromatin	GO:0003677;GO:0042393;GO:0016788;GO:0031491;GO:0001073;GO:0003746	DNA binding;histone binding;hydrolase activity, acting on ester bonds;nucleosome binding;transcription antitermination factor activity, DNA binding;translation elongation factor activity	GO:0044382;GO:0000433;GO:0006325;GO:0006338;GO:0042789;GO:0071441;GO:1900050;GO:0000122;GO:0006139;GO:0006334;GO:0034728;GO:0016584;GO:0070827;GO:0016973;GO:1900111;GO:1900114;GO:0045944;GO:0032968;GO:0071931;GO:0031454;GO:0000414;GO:0051569;GO:0031440;GO:0060303;GO:0043618;GO:0001178;GO:0031564	CLRC complex localization to heterochromatin;carbon catabolite repression of transcription from RNA polymerase II promoter by glucose;chromatin organization;chromatin remodeling;mRNA transcription by RNA polymerase II;negative regulation of histone H3-K14 acetylation;negative regulation of histone e	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001558	B9J08_001558-t37_1	Candida auris strain B8441	PEKT02000004:64,573..65,850(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0051213;GO:0046872;GO:0016491	dioxygenase activity;metal ion binding;oxidoreductase activity	GO:0007005;GO:0055114	mitochondrion organization;obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.11.1 (Gamma-butyrobetaine dioxygenase)
B9J08_001559	B9J08_001559-t37_1	Candida auris strain B8441	PEKT02000004:66,153..69,026(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001560	B9J08_001560-t37_1	Candida auris strain B8441	PEKT02000004:70,477..71,799(-)	hypothetical protein	hypothetical protein	GO:0005737	cytoplasm	GO:0051082	unfolded protein binding	GO:0030490;GO:0042274	maturation of SSU-rRNA;ribosomal small subunit biogenesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001561	B9J08_001561-t37_1	Candida auris strain B8441	PEKT02000004:71,944..74,349(-)	translation initiation factor IF-2	translation initiation factor IF-2	GO:0005759;GO:0005739	mitochondrial matrix;mitochondrion	GO:0005525;GO:0003924;GO:0000049;GO:0003743	GTP binding;GTPase activity;tRNA binding;translation initiation factor activity	GO:0032543;GO:0006413	mitochondrial translation;translational initiation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.4 (Sulfate adenylyltransferase);3.6.1.15 (Nucleoside-triphosphate phosphatase)
B9J08_001562	B9J08_001562-t37_1	Candida auris strain B8441	PEKT02000004:74,598..76,319(-)	hypothetical protein	hypothetical protein	GO:0031431;GO:0000785;GO:0000775;GO:0005634	Dbf4-dependent protein kinase complex;chromatin;chromosome, centromeric region;nucleus	GO:0003688;GO:0003676;GO:0030295;GO:0043539;GO:0008270	DNA replication origin binding;nucleic acid binding;protein kinase activator activity;protein serine/threonine kinase activator activity;zinc ion binding	GO:0006260;GO:0006270;GO:0033314;GO:0043392;GO:0001100;GO:1903468;GO:0060903;GO:0045860;GO:0071902;GO:0006279;GO:1903466	DNA replication;DNA replication initiation;mitotic DNA replication checkpoint signaling;negative regulation of DNA binding;negative regulation of exit from mitosis;positive regulation of DNA replication initiation;positive regulation of meiosis I;positive regulation of protein kinase activity;positi	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)
B9J08_001563	B9J08_001563-t37_1	Candida auris strain B8441	PEKT02000004:77,690..78,103(+)	hypothetical protein	hypothetical protein	GO:0034448	EGO complex	N/A	N/A	GO:0016237;GO:0007165	lysosomal microautophagy;signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_001564	B9J08_001564-t37_1	Candida auris strain B8441	PEKT02000004:78,494..79,210(-)	hypothetical protein	hypothetical protein	GO:0019005;GO:0005737;GO:0005634	SCF ubiquitin ligase complex;cytoplasm;nucleus	GO:0005524;GO:0016881;GO:0016874;GO:0016740;GO:0061630;GO:0004842	ATP binding;acid-amino acid ligase activity;ligase activity;transferase activity;ubiquitin protein ligase activity;ubiquitin-protein transferase activity	GO:0000086;GO:0031146;GO:0051865;GO:0000209;GO:0006511	G2/M transition of mitotic cell cycle;SCF-dependent proteasomal ubiquitin-dependent protein catabolic process;protein autoubiquitination;protein polyubiquitination;ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.2.23 (E2 ubiquitin-conjugating enzyme);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
