Gene ID,source_id,Organism,Genomic Location (Gene),Product Description,Molecular Weight,Chromosome,PFam ID,Protein Length,Ortholog count,Paralog count,PFam Description,CDD ID,Gene3D ID,Hamap ID,NCBIfam ID,PANTHER ID,PRINTS ID,SFLD ID,CDD Description,Gene3D Description,Hamap Description,NCBIfam Description,PANTHER Description,PRINTS Description,SFLD Description,PirSF ID,PirSF Description,Prositefamilies ID,Prositefamilies Description,Smart ID,Smart Description,Superfamily ID,Superfamily Description,InterPro ID,InterPro Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,Has_PFam,Has_CDD,Has_Gene3D,Has_Hamap,Has_NCBIfam,Has_PANTHER,Has_PRINTS,Has_SFLD,Has_PirSF,Has_Prosite,Has_SMART,Has_Superfamily,Has_InterPro,Has_GO_Component,Has_GO_Function,Has_GO_Process,Has_Any_GO,Has_Any_Conventional_Evidence,Annotation_Poor
B9J08_000940,B9J08_000940-t37_1,Candida auris strain B8441,"PEKT02000002:961,431..962,351(+)",hypothetical protein,34424,Not Assigned,,306,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_000943,B9J08_000943-t37_1,Candida auris strain B8441,"PEKT02000002:967,162..968,538(+)",hypothetical protein,51401,Not Assigned,,458,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_000986,B9J08_000986-t37_1,Candida auris strain B8441,"PEKT02000002:1,067,778..1,068,272(+)",hypothetical protein,19021,Not Assigned,,164,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001011,B9J08_001011-t37_1,Candida auris strain B8441,"PEKT02000002:1,115,911..1,117,296(-)",hypothetical protein,50932,Not Assigned,,461,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001028,B9J08_001028-t37_1,Candida auris strain B8441,"PEKT02000002:1,164,423..1,165,610(+)",hypothetical protein,44525,Not Assigned,,395,378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001050,B9J08_001050-t37_1,Candida auris strain B8441,"PEKT02000002:1,208,288..1,208,845(-)",hypothetical protein,21110,Not Assigned,,185,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001052,B9J08_001052-t37_1,Candida auris strain B8441,"PEKT02000002:1,213,327..1,215,327(+)",hypothetical protein,76165,Not Assigned,,666,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001053,B9J08_001053-t37_1,Candida auris strain B8441,"PEKT02000002:1,216,057..1,217,379(-)",hypothetical protein,49138,Not Assigned,,440,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001054,B9J08_001054-t37_1,Candida auris strain B8441,"PEKT02000002:1,220,791..1,221,162(-)",hypothetical protein,12931,Not Assigned,,123,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001074,B9J08_001074-t37_1,Candida auris strain B8441,"PEKT02000003:24,846..25,160(-)",hypothetical protein,11613,Not Assigned,,104,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001100,B9J08_001100-t37_1,Candida auris strain B8441,"PEKT02000003:75,670..76,266(+)",hypothetical protein,22110,Not Assigned,,198,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001119,B9J08_001119-t37_1,Candida auris strain B8441,"PEKT02000003:111,690..113,706(+)",hypothetical protein,74541,Not Assigned,,655,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001147,B9J08_001147-t37_1,Candida auris strain B8441,"PEKT02000003:179,712..180,041(+)",hypothetical protein,12196,Not Assigned,,109,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001180,B9J08_001180-t37_1,Candida auris strain B8441,"PEKT02000003:246,073..247,281(+)",hypothetical protein,44210,Not Assigned,,402,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001189,B9J08_001189-t37_1,Candida auris strain B8441,"PEKT02000003:263,492..265,018(+)",hypothetical protein,55951,Not Assigned,,508,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001195,B9J08_001195-t37_1,Candida auris strain B8441,"PEKT02000003:277,898..281,374(+)",hypothetical protein,128217,Not Assigned,,1158,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001197,B9J08_001197-t37_1,Candida auris strain B8441,"PEKT02000003:282,430..284,946(-)",hypothetical protein,92177,Not Assigned,,838,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001208,B9J08_001208-t37_1,Candida auris strain B8441,"PEKT02000003:299,774..301,879(-)",hypothetical protein,80640,Not Assigned,,701,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001214,B9J08_001214-t37_1,Candida auris strain B8441,"PEKT02000003:315,508..317,274(-)",hypothetical protein,66651,Not Assigned,,588,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001219,B9J08_001219-t37_1,Candida auris strain B8441,"PEKT02000003:325,663..326,697(-)",hypothetical protein,38249,Not Assigned,,344,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001223,B9J08_001223-t37_1,Candida auris strain B8441,"PEKT02000003:332,631..332,879(+)",hypothetical protein,9678,Not Assigned,,82,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001226,B9J08_001226-t37_1,Candida auris strain B8441,"PEKT02000003:342,804..343,565(-)",hypothetical protein,28059,Not Assigned,,253,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001234,B9J08_001234-t37_1,Candida auris strain B8441,"PEKT02000003:360,568..361,065(+)",hypothetical protein,18249,Not Assigned,,165,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001268,B9J08_001268-t37_1,Candida auris strain B8441,"PEKT02000003:424,276..425,156(-)",hypothetical protein,31469,Not Assigned,,276,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001287,B9J08_001287-t37_1,Candida auris strain B8441,"PEKT02000003:471,148..471,774(-)",hypothetical protein,24360,Not Assigned,,208,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001290,B9J08_001290-t37_1,Candida auris strain B8441,"PEKT02000003:476,380..478,448(-)",hypothetical protein,75669,Not Assigned,,671,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001308,B9J08_001308-t37_1,Candida auris strain B8441,"PEKT02000003:535,980..536,810(+)",hypothetical protein,30468,Not Assigned,,276,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001313,B9J08_001313-t37_1,Candida auris strain B8441,"PEKT02000003:542,973..543,350(-)",hypothetical protein,13903,Not Assigned,,125,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001314,B9J08_001314-t37_1,Candida auris strain B8441,"PEKT02000003:546,447..548,678(-)",hypothetical protein,84518,Not Assigned,,743,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001317,B9J08_001317-t37_1,Candida auris strain B8441,"PEKT02000003:555,317..555,676(-)",hypothetical protein,13528,Not Assigned,,119,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001321,B9J08_001321-t37_1,Candida auris strain B8441,"PEKT02000003:563,427..565,346(-)",hypothetical protein,73730,Not Assigned,,639,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001339,B9J08_001339-t37_1,Candida auris strain B8441,"PEKT02000003:597,211..597,657(+)",hypothetical protein,16013,Not Assigned,,148,147,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001341,B9J08_001341-t37_1,Candida auris strain B8441,"PEKT02000003:599,084..599,776(+)",hypothetical protein,25610,Not Assigned,,230,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001342,B9J08_001342-t37_1,Candida auris strain B8441,"PEKT02000003:599,847..600,792(-)",hypothetical protein,33657,Not Assigned,,296,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001361,B9J08_001361-t37_1,Candida auris strain B8441,"PEKT02000003:640,931..641,851(-)",hypothetical protein,35043,Not Assigned,,306,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001370,B9J08_001370-t37_1,Candida auris strain B8441,"PEKT02000003:665,492..666,802(+)",hypothetical protein,49100,Not Assigned,,436,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001426,B9J08_001426-t37_1,Candida auris strain B8441,"PEKT02000003:787,313..788,002(-)",hypothetical protein,24149,Not Assigned,,229,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001437,B9J08_001437-t37_1,Candida auris strain B8441,"PEKT02000003:812,837..813,610(+)",hypothetical protein,28923,Not Assigned,,257,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001440,B9J08_001440-t37_1,Candida auris strain B8441,"PEKT02000003:816,288..817,019(-)",hypothetical protein,26837,Not Assigned,,243,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001441,B9J08_001441-t37_1,Candida auris strain B8441,"PEKT02000003:819,467..820,009(+)",hypothetical protein,20445,Not Assigned,,180,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001456,B9J08_001456-t37_1,Candida auris strain B8441,"PEKT02000003:853,714..856,101(-)",hypothetical protein,92212,Not Assigned,,795,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001459,B9J08_001459-t37_1,Candida auris strain B8441,"PEKT02000003:867,969..869,510(+)",hypothetical protein,58370,Not Assigned,,513,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001466,B9J08_001466-t37_1,Candida auris strain B8441,"PEKT02000003:887,739..888,365(-)",hypothetical protein,23991,Not Assigned,,208,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001468,B9J08_001468-t37_1,Candida auris strain B8441,"PEKT02000003:891,680..893,332(-)",hypothetical protein,64030,Not Assigned,,550,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001470,B9J08_001470-t37_1,Candida auris strain B8441,"PEKT02000003:899,376..900,950(-)",hypothetical protein,58847,Not Assigned,,524,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001472,B9J08_001472-t37_1,Candida auris strain B8441,"PEKT02000003:903,312..903,611(+)",hypothetical protein,10978,Not Assigned,,99,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001479,B9J08_001479-t37_1,Candida auris strain B8441,"PEKT02000003:916,869..918,298(-)",hypothetical protein,53090,Not Assigned,,459,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001480,B9J08_001480-t37_1,Candida auris strain B8441,"PEKT02000003:919,110..921,119(-)",hypothetical protein,75940,Not Assigned,,669,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001481,B9J08_001481-t37_1,Candida auris strain B8441,"PEKT02000003:923,903..924,739(-)",hypothetical protein,30551,Not Assigned,,278,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001482,B9J08_001482-t37_1,Candida auris strain B8441,"PEKT02000003:927,170..928,238(-)",hypothetical protein,7436,Not Assigned,,79,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001485,B9J08_001485-t37_1,Candida auris strain B8441,"PEKT02000003:936,327..936,752(-)",hypothetical protein,15667,Not Assigned,,141,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001486,B9J08_001486-t37_1,Candida auris strain B8441,"PEKT02000003:937,127..938,410(-)",hypothetical protein,48577,Not Assigned,,427,471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001490,B9J08_001490-t37_1,Candida auris strain B8441,"PEKT02000003:947,837..949,579(+)",hypothetical protein,66242,Not Assigned,,580,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001491,B9J08_001491-t37_1,Candida auris strain B8441,"PEKT02000003:949,785..950,690(+)",hypothetical protein,33397,Not Assigned,,301,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001500,B9J08_001500-t37_1,Candida auris strain B8441,"PEKT02000003:973,310..973,552(+)",hypothetical protein,9349,Not Assigned,,80,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001517,B9J08_001517-t37_1,Candida auris strain B8441,"PEKT02000003:1,009,684..1,012,119(+)",hypothetical protein,94218,Not Assigned,,811,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001520,B9J08_001520-t37_1,Candida auris strain B8441,"PEKT02000003:1,017,821..1,018,702(-)",hypothetical protein,30203,Not Assigned,,293,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001522,B9J08_001522-t37_1,Candida auris strain B8441,"PEKT02000003:1,024,830..1,026,134(+)",hypothetical protein,49771,Not Assigned,,434,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001548,B9J08_001548-t37_1,Candida auris strain B8441,"PEKT02000004:43,908..44,318(-)",hypothetical protein,15383,Not Assigned,,136,1864,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001549,B9J08_001549-t37_1,Candida auris strain B8441,"PEKT02000004:46,628..47,086(-)",hypothetical protein,15149,Not Assigned,,152,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001551,B9J08_001551-t37_1,Candida auris strain B8441,"PEKT02000004:50,557..51,006(-)",hypothetical protein,14784,Not Assigned,,149,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001556,B9J08_001556-t37_1,Candida auris strain B8441,"PEKT02000004:59,227..59,946(+)",hypothetical protein,27946,Not Assigned,,239,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001617,B9J08_001617-t37_1,Candida auris strain B8441,"PEKT02000004:196,174..197,310(+)",hypothetical protein,44152,Not Assigned,,378,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001638,B9J08_001638-t37_1,Candida auris strain B8441,"PEKT02000004:234,807..235,448(+)",hypothetical protein,25287,Not Assigned,,213,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001639,B9J08_001639-t37_1,Candida auris strain B8441,"PEKT02000004:235,548..235,991(+)",hypothetical protein,16685,Not Assigned,,147,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001659,B9J08_001659-t37_1,Candida auris strain B8441,"PEKT02000004:275,505..275,978(+)",hypothetical protein,17248,Not Assigned,,157,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001663,B9J08_001663-t37_1,Candida auris strain B8441,"PEKT02000004:279,683..280,500(+)",hypothetical protein,26971,Not Assigned,,249,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001666,B9J08_001666-t37_1,Candida auris strain B8441,"PEKT02000004:286,344..287,909(+)",hypothetical protein,62153,Not Assigned,,521,162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001680,B9J08_001680-t37_1,Candida auris strain B8441,"PEKT02000004:327,170..327,526(+)",hypothetical protein,12576,Not Assigned,,118,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001683,B9J08_001683-t37_1,Candida auris strain B8441,"PEKT02000004:332,268..333,278(-)",hypothetical protein,38657,Not Assigned,,336,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001700,B9J08_001700-t37_1,Candida auris strain B8441,"PEKT02000004:364,124..366,154(+)",hypothetical protein,76465,Not Assigned,,676,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001714,B9J08_001714-t37_1,Candida auris strain B8441,"PEKT02000004:400,081..400,431(+)",hypothetical protein,13112,Not Assigned,,116,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001719,B9J08_001719-t37_1,Candida auris strain B8441,"PEKT02000004:408,372..408,947(-)",hypothetical protein,22438,Not Assigned,,191,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001725,B9J08_001725-t37_1,Candida auris strain B8441,"PEKT02000004:417,503..417,892(-)",hypothetical protein,14934,Not Assigned,,129,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001731,B9J08_001731-t37_1,Candida auris strain B8441,"PEKT02000004:432,680..434,503(-)",hypothetical protein,68435,Not Assigned,,607,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001746,B9J08_001746-t37_1,Candida auris strain B8441,"PEKT02000004:465,586..466,380(-)",hypothetical protein,29839,Not Assigned,,264,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001750,B9J08_001750-t37_1,Candida auris strain B8441,"PEKT02000004:477,876..478,277(+)",hypothetical protein,13590,Not Assigned,,133,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001751,B9J08_001751-t37_1,Candida auris strain B8441,"PEKT02000004:478,459..478,818(+)",hypothetical protein,12753,Not Assigned,,119,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001755,B9J08_001755-t37_1,Candida auris strain B8441,"PEKT02000004:486,266..486,523(+)",hypothetical protein,9867,Not Assigned,,85,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001760,B9J08_001760-t37_1,Candida auris strain B8441,"PEKT02000004:499,048..500,073(-)",hypothetical protein,39889,Not Assigned,,341,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001781,B9J08_001781-t37_1,Candida auris strain B8441,"PEKT02000004:544,978..545,619(-)",hypothetical protein,19900,Not Assigned,,180,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001792,B9J08_001792-t37_1,Candida auris strain B8441,"PEKT02000004:567,692..568,009(+)",hypothetical protein,11449,Not Assigned,,105,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001812,B9J08_001812-t37_1,Candida auris strain B8441,"PEKT02000004:606,485..607,591(-)",hypothetical protein,42781,Not Assigned,,368,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001830,B9J08_001830-t37_1,Candida auris strain B8441,"PEKT02000004:641,139..642,863(-)",hypothetical protein,60290,Not Assigned,,574,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001831,B9J08_001831-t37_1,Candida auris strain B8441,"PEKT02000004:643,719..644,777(+)",hypothetical protein,39006,Not Assigned,,352,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
B9J08_001862,B9J08_001862-t37_1,Candida auris strain B8441,"PEKT02000004:703,819..705,267(-)",hypothetical protein,54028,Not Assigned,,482,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
