Gene ID,source_id,Organism,Genomic Location (Gene),Product Description,Molecular Weight,Chromosome,PFam ID,Protein Length,Ortholog count,Paralog count,PFam Description,CDD ID,Gene3D ID,Hamap ID,NCBIfam ID,PANTHER ID,PRINTS ID,SFLD ID,CDD Description,Gene3D Description,Hamap Description,NCBIfam Description,PANTHER Description,PRINTS Description,SFLD Description,PirSF ID,PirSF Description,Prositefamilies ID,Prositefamilies Description,Smart ID,Smart Description,Superfamily ID,Superfamily Description,InterPro ID,InterPro Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,Has_PFam,Has_CDD,Has_Gene3D,Has_Hamap,Has_NCBIfam,Has_PANTHER,Has_PRINTS,Has_SFLD,Has_PirSF,Has_Prosite,Has_SMART,Has_Superfamily,Has_InterPro,Has_GO_Component,Has_GO_Function,Has_GO_Process,Has_Any_GO,Has_Any_Conventional_Evidence,Annotation_Poor
B9J08_000929,B9J08_000929-t37_1,Candida auris strain B8441,"PEKT02000002:923,917..930,240(+)",hypothetical protein,235122,Not Assigned,,2107,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0034399;GO:0034399,nuclear periphery;nuclear periphery,,,GO:0034398;GO:0034398,telomere tethering at nuclear periphery;telomere tethering at nuclear periphery,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
B9J08_000933,B9J08_000933-t37_1,Candida auris strain B8441,"PEKT02000002:936,483..937,886(+)",hypothetical protein,52675,Not Assigned,,467,809,0,,,G3DSA:3.30.420.10,,,PTHR10797,,,,-,,,CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT,,,,,,,,,SSF53098,Ribonuclease H-like,"IPR012337, IPR036397, IPR039637",Ribonuclease H-like,GO:0030014;GO:0030014;GO:0030015;GO:0030015;GO:0005737;GO:0005737;GO:0005634;GO:0005634;GO:0000932;GO:0000932,CCR4-NOT complex;CCR4-NOT complex;CCR4-NOT core complex;CCR4-NOT core complex;cytoplasm;cytoplasm;nucleus;nucleus;P-body;P-body,GO:0000175;GO:0000175;GO:0003676;GO:0004535;GO:0004535,3'-5'-RNA exonuclease activity;3'-5'-RNA exonuclease activity;nucleic acid binding;poly(A)-specific ribonuclease activity;poly(A)-specific ribonuclease activity,GO:0000289;GO:0000289;GO:0032968;GO:0032968;GO:0006368;GO:0006368,nuclear-transcribed mRNA poly(A) tail shortening;nuclear-transcribed mRNA poly(A) tail shortening;positive regulation of transcription elongation by RNA polymerase II;positive regulation of transcription elongation by RNA polymerase II;transcription elongation by RNA polymerase II;transcription elon,,,,,,,,3.1.13.4 (poly(A)-specific ribonuclease),False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_000985,B9J08_000985-t37_1,Candida auris strain B8441,"PEKT02000002:1,064,807..1,066,570(-)",hypothetical protein,64234,Not Assigned,,587,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0030479;GO:0030479;GO:0005634;GO:0005634,actin cortical patch;actin cortical patch;nucleus;nucleus,GO:0008157;GO:0008157,protein phosphatase 1 binding;protein phosphatase 1 binding,GO:0030866;GO:0030866;GO:2000370;GO:2000370;GO:0009306;GO:0009306,cortical actin cytoskeleton organization;cortical actin cytoskeleton organization;positive regulation of clathrin-dependent endocytosis;positive regulation of clathrin-dependent endocytosis;protein secretion;protein secretion,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
B9J08_001008,B9J08_001008-t37_1,Candida auris strain B8441,"PEKT02000002:1,110,653..1,113,136(-)",hypothetical protein,91656,Not Assigned,,827,20,0,,,,,,,PR02082,,,,,,,GLC7-interacting protein 4 signature,,,,,,,,,,IPR026241,GLC7-interacting protein 4 signature,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,GO:0008157;GO:0008157;GO:0008157;GO:0019888;GO:0019888;GO:0019888,protein phosphatase 1 binding;protein phosphatase 1 binding;protein phosphatase 1 binding;protein phosphatase regulator activity;protein phosphatase regulator activity;protein phosphatase regulator activity,GO:0007059;GO:0007059;GO:0043666;GO:0043666,chromosome segregation;chromosome segregation;obsolete regulation of phosphoprotein phosphatase activity;obsolete regulation of phosphoprotein phosphatase activity,,,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_001010,B9J08_001010-t37_1,Candida auris strain B8441,"PEKT02000002:1,115,294..1,115,536(+)",hypothetical protein,9548,Not Assigned,,80,14,0,,,,,,PTHR39476,,,,,,,NADH:UBIQUINONE OXIDOREDUCTASE 6.6KD SUBUNIT,,,,,,,,,,,-,NADH:UBIQUINONE OXIDOREDUCTASE 6.6KD SUBUNIT,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
B9J08_001029,B9J08_001029-t37_1,Candida auris strain B8441,"PEKT02000002:1,165,726..1,166,349(-)",hypothetical protein,22679,Not Assigned,,207,819,0,,,"G3DSA:3.30.300.130, G3DSA:6.10.250.1280",,,PTHR12377,,,,-,,,CYTOSOLIC IRON-SULFUR ASSEMBLY COMPONENT 2B-RELATED,,,,,,,,,SSF117916,Fe-S cluster assembly (FSCA) domain-like,"-, IPR034904, IPR039796",Fe-S cluster assembly (FSCA) domain-like,GO:0097361;GO:0097361,cytosolic [4Fe-4S] assembly targeting complex;cytosolic [4Fe-4S] assembly targeting complex,,,GO:0016226;GO:0016226;GO:0106035;GO:0097428;GO:0051604,iron-sulfur cluster assembly;iron-sulfur cluster assembly;obsolete protein maturation by [4Fe-4S] cluster transfer;obsolete protein maturation by iron-sulfur cluster transfer;protein maturation,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False
B9J08_001069,B9J08_001069-t37_1,Candida auris strain B8441,"PEKT02000003:16,377..17,132(-)",hypothetical protein,28241,Not Assigned,,251,1541,0,,,G3DSA:3.40.630.30,,,PTHR42791,,,,-,,,GNAT FAMILY ACETYLTRANSFERASE,,,,,,,,,,,"-, IPR052523",GNAT FAMILY ACETYLTRANSFERASE,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
B9J08_001076,B9J08_001076-t37_1,Candida auris strain B8441,"PEKT02000003:34,615..35,895(+)",hypothetical protein,48904,Not Assigned,,426,19,0,,,,,,,,,,,,,,,,,,,,,,SSF58022,"XRCC4, C-terminal oligomerization domain",-,"XRCC4, C-terminal oligomerization domain",,,GO:0003677;GO:0003677,DNA binding;DNA binding,GO:0006310;GO:0006310;GO:0006302;GO:0006302,DNA recombination;DNA recombination;double-strand break repair;double-strand break repair,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False
B9J08_001080,B9J08_001080-t37_1,Candida auris strain B8441,"PEKT02000003:44,434..44,850(+)",hypothetical protein,15081,Not Assigned,,138,35,0,,,,,,PTHR40018,,,,,,,[PSI+] INDUCTION PROTEIN 2,,,,,,,,,,,IPR037504,[PSI+] INDUCTION PROTEIN 2,GO:0005935;GO:0005935;GO:0005935;GO:0005886;GO:0005886;GO:0005886,cellular bud neck;cellular bud neck;cellular bud neck;plasma membrane;plasma membrane;plasma membrane,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False
B9J08_001096,B9J08_001096-t37_1,Candida auris strain B8441,"PEKT02000003:70,948..73,242(+)",hypothetical protein,85843,Not Assigned,,764,241,0,,,G3DSA:3.30.50.10,,,PTHR39147,,,,-,,,PROTEIN SPT21,,,,,PS50114,GATA-type zinc finger domain profile.,,,SSF57716,Glucocorticoid receptor-like (DNA-binding domain),"-, IPR000679, IPR013088, IPR042403",PROTEIN SPT21,,,GO:0043565;GO:0008270;GO:0008270;GO:0008270,sequence-specific DNA binding;zinc ion binding;zinc ion binding;zinc ion binding,GO:0000183;GO:0000183;GO:0000183;GO:0006355;GO:0006357;GO:0006357;GO:0006357;GO:0030466;GO:0030466;GO:0030466,rDNA heterochromatin formation;rDNA heterochromatin formation;rDNA heterochromatin formation;regulation of DNA-templated transcription;regulation of transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;silent mating-type,,,,,,,,,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False
B9J08_001101,B9J08_001101-t37_1,Candida auris strain B8441,"PEKT02000003:76,271..79,102(-)",hypothetical protein,109384,Not Assigned,,943,261,0,,,,,,PTHR31011,,,,,,,PROTEIN STB2-RELATED,,,,,,,,,,,IPR038919,PROTEIN STB2-RELATED,GO:0070822,Sin3-type complex,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False
B9J08_001104,B9J08_001104-t37_1,Candida auris strain B8441,"PEKT02000003:85,064..86,326(+)",hypothetical protein,47056,Not Assigned,,420,132,0,,,G3DSA:3.30.160.60,,,PTHR23235,,,,Classic Zinc Finger,,,KRUEPPEL-LIKE TRANSCRIPTION FACTOR,,,,,PS50157,Zinc finger C2H2 type domain profile.,SM00355,c2h2final6,SSF57667,beta-beta-alpha zinc fingers,"-, IPR013087, IPR036236",Zinc finger C2H2 type domain profile.,,,GO:0000981;GO:0003676;GO:0003676;GO:0000978,"DNA-binding transcription factor activity, RNA polymerase II-specific;nucleic acid binding;nucleic acid binding;RNA polymerase II cis-regulatory region sequence-specific DNA binding",GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False
B9J08_001114,B9J08_001114-t37_1,Candida auris strain B8441,"PEKT02000003:104,960..106,291(-)",hypothetical protein,49937,Not Assigned,,443,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0045182;GO:0045182,translation regulator activity;translation regulator activity,GO:0006417;GO:0006417,regulation of translation;regulation of translation,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
B9J08_001164,B9J08_001164-t37_1,Candida auris strain B8441,"PEKT02000003:213,920..216,223(-)",hypothetical protein,88124,Not Assigned,,767,9,0,,,,,,PTHR39214,,,,,,,MICROBODY (PEROXISOME) BIOGENESIS PROTEIN PEROXIN 8 (EUROFUNG),,,,,,,,,,,IPR055334,MICROBODY (PEROXISOME) BIOGENESIS PROTEIN PEROXIN 8 (EUROFUNG),,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
B9J08_001165,B9J08_001165-t37_1,Candida auris strain B8441,"PEKT02000003:217,302..219,737(+)",hypothetical protein,94312,Not Assigned,,811,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0005743;GO:0005743,mitochondrial inner membrane;mitochondrial inner membrane,GO:0045182;GO:0045182,translation regulator activity;translation regulator activity,GO:0033617;GO:0033617;GO:0070131;GO:0070131,mitochondrial respiratory chain complex IV assembly;mitochondrial respiratory chain complex IV assembly;positive regulation of mitochondrial translation;positive regulation of mitochondrial translation,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
B9J08_001168,B9J08_001168-t37_1,Candida auris strain B8441,"PEKT02000003:223,282..226,578(+)",hypothetical protein,120831,Not Assigned,,1098,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0005935;GO:0005935,cellular bud neck;cellular bud neck,,,GO:0061163;GO:0061163,endoplasmic reticulum polarization;endoplasmic reticulum polarization,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
B9J08_001182,B9J08_001182-t37_1,Candida auris strain B8441,"PEKT02000003:250,151..252,547(+)",hypothetical protein,87002,Not Assigned,,798,21,0,,cd01040,G3DSA:1.10.490.10,,,PTHR43396,,,Mb-like,Globins,,,FLAVOHEMOPROTEIN,,,,,PS01033,Globin domain profile.,,,SSF46458,Globin-like,"-, IPR000971, IPR009050, IPR012292, IPR044399",Mb-like,GO:0005622,intracellular anatomical structure,GO:0071949;GO:0020037;GO:0020037;GO:0020037;GO:0005506;GO:0005506;GO:0008941;GO:0019825;GO:0019825;GO:0019825,FAD binding;heme binding;heme binding;heme binding;iron ion binding;iron ion binding;nitric oxide dioxygenase NAD(P)H activity;oxygen binding;oxygen binding;oxygen binding,GO:0071500;GO:0046210;GO:0015671;GO:0015671,cellular response to nitrosative stress;nitric oxide catabolic process;oxygen transport;oxygen transport,,,,,,,,,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False
B9J08_001191,B9J08_001191-t37_1,Candida auris strain B8441,"PEKT02000003:266,383..266,880(+)",hypothetical protein,18603,Not Assigned,,165,566,0,,,,,,PTHR31606,,,,,,,"WW DOMAIN BINDING PROTEIN 2, ISOFORM E",,,,,,,,,SSF50729,PH domain-like,"-, IPR044852","WW DOMAIN BINDING PROTEIN 2, ISOFORM E",GO:0005634,nucleus,GO:0031490;GO:0003713,chromatin DNA binding;transcription coactivator activity,GO:0045893,positive regulation of DNA-templated transcription,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_001193,B9J08_001193-t37_1,Candida auris strain B8441,"PEKT02000003:272,948..274,057(-)",hypothetical protein,41922,Not Assigned,,369,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0000184;GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
B9J08_001198,B9J08_001198-t37_1,Candida auris strain B8441,"PEKT02000003:286,202..287,260(+)",hypothetical protein,40984,Not Assigned,,352,44,0,,,G3DSA:3.80.10.10,,,,,,,Ribonuclease Inhibitor,,,,,,,,PS50181,F-box domain profile.,,,SSF81383,F-box domain,"IPR001810, IPR032675, IPR036047",Ribonuclease Inhibitor,,,GO:0005515,protein binding,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False
B9J08_001202,B9J08_001202-t37_1,Candida auris strain B8441,"PEKT02000003:289,898..290,497(-)",hypothetical protein,22138,Not Assigned,,199,277,0,,cd22849,,,,PTHR37325,,,NuzM,,,,"OXIDOREDUCTASE 21 KDA SUBUNIT, PUTATIVE (AFU_ORTHOLOGUE AFUA_4G05910)-RELATED",,,PIRSF022976,NADH_Oxi_21kDa,,,,,,,IPR016813,"OXIDOREDUCTASE 21 KDA SUBUNIT, PUTATIVE (AFU_ORTHOLOGUE AFUA_4G05910)-RELATED",,,,,,,,,,,,,1.6.99.3 (Deleted entry);7.1.1.2 (NADH:ubiquinone reductase (H(+)-translocating)),,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
B9J08_001211,B9J08_001211-t37_1,Candida auris strain B8441,"PEKT02000003:306,606..312,671(+)",hypothetical protein,229981,Not Assigned,,2004,245,0,,,,,,PTHR15502,,,,,,,CALCINEURIN-BINDING PROTEIN CABIN 1-RELATED,,,,,,,,,,,IPR033053,CALCINEURIN-BINDING PROTEIN CABIN 1-RELATED,GO:0000417;GO:0000417;GO:0000417;GO:0005634;GO:0005634;GO:0005634;GO:0005634,HIR complex;HIR complex;HIR complex;nucleus;nucleus;nucleus;nucleus,GO:0003677;GO:0003677;GO:0031491;GO:0031491;GO:0031491;GO:0003714;GO:0003714,DNA binding;DNA binding;nucleosome binding;nucleosome binding;nucleosome binding;transcription corepressor activity;transcription corepressor activity,GO:0006325;GO:0071930;GO:0071930;GO:0035066;GO:0035066;GO:0006368;GO:0006368,chromatin organization;obsolete negative regulation of transcription involved in G1/S transition of mitotic cell cycle;obsolete negative regulation of transcription involved in G1/S transition of mitotic cell cycle;obsolete positive regulation of histone acetylation;obsolete positive regulation of h,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_001215,B9J08_001215-t37_1,Candida auris strain B8441,"PEKT02000003:317,558..320,563(+)",hypothetical protein,113401,Not Assigned,,1001,234,0,,,G3DSA:1.20.5.170,,,PTHR15154,,,,-,,,HAMARTIN,,,,,,,,,,,"-, IPR007483",HAMARTIN,GO:0033596,TSC1-TSC2 complex,,,GO:0032007;GO:0051726,negative regulation of TOR signaling;regulation of cell cycle,,,,,,,,6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.),False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
B9J08_001221,B9J08_001221-t37_1,Candida auris strain B8441,"PEKT02000003:329,181..330,634(-)",hypothetical protein,53083,Not Assigned,,466,511,0,,,,,,PTHR43102,,,,,,,SLR1143 PROTEIN,,,,,,,,,SSF55781,GAF domain-like,-,SLR1143 PROTEIN,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
B9J08_001235,B9J08_001235-t37_1,Candida auris strain B8441,"PEKT02000003:361,412..362,731(-)",hypothetical protein,49252,Not Assigned,,439,23,0,,,,,,PTHR37283,,,,,,,PH DOMAIN-CONTAINING PROTEIN YHR131C,,,,,,,,,,,-,PH DOMAIN-CONTAINING PROTEIN YHR131C,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
B9J08_001247,B9J08_001247-t37_1,Candida auris strain B8441,"PEKT02000003:385,410..387,161(+)",hypothetical protein,65475,Not Assigned,,583,1373,0,,,G3DSA:2.130.10.10,,,PTHR12442,,,,-,,,DYNEIN INTERMEDIATE CHAIN,,,,,,,SM00320,WD40_4,SSF50978,WD40 repeat-like,"IPR001680, IPR015943, IPR036322, IPR050687",WD40 repeat-like,GO:0005868,cytoplasmic dynein complex,GO:0045504;GO:0045503;GO:0005515,dynein heavy chain binding;dynein light chain binding;protein binding,GO:0007018;GO:0010970,microtubule-based movement;transport along microtubule,,,,,,,,2.3.1.48 (histone acetyltransferase),False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False
B9J08_001269,B9J08_001269-t37_1,Candida auris strain B8441,"PEKT02000003:425,492..426,187(-)",hypothetical protein,26311,Not Assigned,,231,506,0,,,,,,PTHR23250,,,,,,,DYSFERLIN-RELATED,,,,,,,,,,,IPR051513,DYSFERLIN-RELATED,GO:0005829;GO:0005829;GO:0005628;GO:0005628,cytosol;cytosol;prospore membrane;prospore membrane,,,GO:0030437;GO:0030437;GO:0032120;GO:0032120;GO:0030476;GO:0030476,ascospore formation;ascospore formation;ascospore-type prospore membrane formation;ascospore-type prospore membrane formation;ascospore wall assembly;ascospore wall assembly,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
B9J08_001289,B9J08_001289-t37_1,Candida auris strain B8441,"PEKT02000003:474,211..475,782(-)",hypothetical protein,59336,Not Assigned,,523,308,1,,,G3DSA:3.30.160.60,,,,,,,Classic Zinc Finger,,,,,,,,PS50157,Zinc finger C2H2 type domain profile.,,,,,"-, IPR013087",Zinc finger C2H2 type domain profile.,,,GO:0008270;GO:0008270,zinc ion binding;zinc ion binding,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
B9J08_001335,B9J08_001335-t37_1,Candida auris strain B8441,"PEKT02000003:588,622..589,776(-)",hypothetical protein,44150,Not Assigned,,384,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0005743;GO:0005743,mitochondrial inner membrane;mitochondrial inner membrane,GO:0097177;GO:0097177,mitochondrial ribosome binding;mitochondrial ribosome binding,GO:0032979;GO:0032979,protein insertion into mitochondrial inner membrane from matrix;protein insertion into mitochondrial inner membrane from matrix,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
B9J08_001350,B9J08_001350-t37_1,Candida auris strain B8441,"PEKT02000003:617,289..621,071(+)",hypothetical protein,143045,Not Assigned,,1260,324,0,,,,,,,,,,,,,,,,,,PS50082,Trp-Asp (WD) repeats profile.,,,SSF50978,WD40 repeat-like,"IPR001680, IPR036322",WD40 repeat-like,,,GO:0005515,protein binding,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False
B9J08_001356,B9J08_001356-t37_1,Candida auris strain B8441,"PEKT02000003:630,450..632,072(+)",hypothetical protein,59719,Not Assigned,,540,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0005933;GO:0005933;GO:0005935;GO:0005935;GO:0005934;GO:0005934;GO:0000131;GO:0000131;GO:0043332;GO:0043332;GO:0000133;GO:0000133,cellular bud;cellular bud;cellular bud neck;cellular bud neck;cellular bud tip;cellular bud tip;incipient cellular bud site;incipient cellular bud site;mating projection tip;mating projection tip;polarisome;polarisome,,,GO:0007121;GO:0007121;GO:0007118;GO:0007118;GO:0030010;GO:0030010;GO:0030447;GO:0030447;GO:0007124;GO:0007124;GO:0031384;GO:0031384;GO:0032880;GO:0032880;GO:0031385;GO:0031385,bipolar cellular bud site selection;bipolar cellular bud site selection;budding cell apical bud growth;budding cell apical bud growth;establishment of cell polarity;establishment of cell polarity;filamentous growth;filamentous growth;pseudohyphal growth;pseudohyphal growth;regulation of initiation o,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
B9J08_001369,B9J08_001369-t37_1,Candida auris strain B8441,"PEKT02000003:662,107..664,632(+)",hypothetical protein,94888,Not Assigned,,841,186,0,,,G3DSA:3.50.50.60,,,PTHR38663,,,,-,,,-,,,,,,,,,SSF51905,FAD/NAD(P)-binding domain,"-, IPR036188",FAD/NAD(P)-binding domain,,,GO:0004497,monooxygenase activity,,,,,,,,,,1.14.13.196 (L-ornithine N(5)-monooxygenase [NAD(P)H]),False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False
B9J08_001375,B9J08_001375-t37_1,Candida auris strain B8441,"PEKT02000003:687,195..688,217(+)",hypothetical protein,37891,Not Assigned,,340,633,0,,,G3DSA:3.40.50.150,,,PTHR14614,,,,Vaccinia Virus protein VP39,,,HEPATOCELLULAR CARCINOMA-ASSOCIATED ANTIGEN,,,,,,,,,,,"IPR019410, IPR029063",Vaccinia Virus protein VP39,GO:0005634,nucleus,GO:0018064;GO:0018064;GO:0018064,protein-L-histidine N-tele-methyltransferase activity;protein-L-histidine N-tele-methyltransferase activity;protein-L-histidine N-tele-methyltransferase activity,GO:0042038;GO:0042038;GO:0042038;GO:0045903;GO:0045903;GO:0000027;GO:0000027,"peptidyl-histidine methylation, to form tele-methylhistidine;peptidyl-histidine methylation, to form tele-methylhistidine;peptidyl-histidine methylation, to form tele-methylhistidine;positive regulation of translational fidelity;positive regulation of translational fidelity;ribosomal large subunit a",,,,,,,2.1.1.85 (protein-histidine N-methyltransferase),,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_001379,B9J08_001379-t37_1,Candida auris strain B8441,"PEKT02000003:696,275..697,183(+)",hypothetical protein,34495,Not Assigned,,302,397,0,,,G3DSA:3.10.129.10,,,PTHR28152,,,,Hotdog Thioesterase,,,"HYDROXYACYL-THIOESTER DEHYDRATASE TYPE 2, MITOCHONDRIAL",,,,,,,,,SSF54637,Thioesterase/thiol ester dehydrase-isomerase,"-, IPR029069, IPR052741",Thioesterase/thiol ester dehydrase-isomerase,GO:0005739;GO:0005739;GO:0005739,mitochondrion;mitochondrion;mitochondrion,GO:0019171;GO:0019171;GO:0019171;GO:0016491;GO:0016491,(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity;(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity;(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity;oxidoreductase activity;oxidoreductase activity,GO:0008152;GO:0008152,metabolic process;metabolic process,,,,,,,,4.2.1.153 (3-methylfumaryl-CoA hydratase),False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_001390,B9J08_001390-t37_1,Candida auris strain B8441,"PEKT02000003:716,614..717,915(+)",hypothetical protein,48785,Not Assigned,,433,531,0,,,,,,PTHR34391,,,,,,,UPF0658 GOLGI APPARATUS MEMBRANE PROTEIN C1952.10C-RELATED,,,,,,,,,,,IPR040410,UPF0658 GOLGI APPARATUS MEMBRANE PROTEIN C1952.10C-RELATED,GO:0005794,Golgi apparatus,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False
B9J08_001391,B9J08_001391-t37_1,Candida auris strain B8441,"PEKT02000003:718,441..721,437(+)",hypothetical protein,111172,Not Assigned,,998,8,0,,,G3DSA:2.120.10.80,,,,,,,-,,,,,,,,,,,,SSF117281,Kelch motif,IPR015915,Kelch motif,GO:0005886;GO:0005886,plasma membrane;plasma membrane,GO:0004862;GO:0004862;GO:0032794;GO:0032794;GO:0005515,cAMP-dependent protein kinase inhibitor activity;cAMP-dependent protein kinase inhibitor activity;GTPase activating protein binding;GTPase activating protein binding;protein binding,GO:0010255;GO:0010255;GO:0001403;GO:0001403;GO:0042326;GO:0042326;GO:0046580;GO:0046580;GO:0046579;GO:0046579;GO:0000209;GO:0000209;GO:0007124;GO:0007124;GO:0006511;GO:0006511,glucose mediated signaling pathway;glucose mediated signaling pathway;invasive growth in response to glucose limitation;invasive growth in response to glucose limitation;negative regulation of phosphorylation;negative regulation of phosphorylation;negative regulation of Ras protein signal transducti,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_001412,B9J08_001412-t37_1,Candida auris strain B8441,"PEKT02000003:752,864..754,666(+)",hypothetical protein,69468,Not Assigned,,600,18,0,,,G3DSA:2.60.120.260,,,,,,,-,,,,,,,,,,,,,,-,-,GO:0005825;GO:0005825;GO:0005635;GO:0005635;GO:0034399;GO:0034399;GO:0005816;GO:0005816,half bridge of spindle pole body;half bridge of spindle pole body;nuclear envelope;nuclear envelope;nuclear periphery;nuclear periphery;spindle pole body;spindle pole body,,,GO:0034087;GO:0034087;GO:0007129;GO:0007129;GO:0000741;GO:0000741;GO:0045141;GO:0045141;GO:0007064;GO:0007064;GO:0000743;GO:0000743;GO:0030474;GO:0030474;GO:0034398;GO:0034398,establishment of mitotic sister chromatid cohesion;establishment of mitotic sister chromatid cohesion;homologous chromosome pairing at meiosis;homologous chromosome pairing at meiosis;karyogamy;karyogamy;meiotic telomere clustering;meiotic telomere clustering;mitotic sister chromatid cohesion;mitoti,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False
