Protein,Output_Type,Description,Word_Count,Exact_Duplicate_Count,Review_Reasons,Review_Flag,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top1_Generic,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,Ortholog count,Protein Length
B9J08_005420,function,OBSOLETE is a protein that binds to phosphatidylinositol 3-phosphate and has hemagglutinating activity towards rabbit erythrocytes.,16,1,obsolete_placeholder,True,Secreted protein,0.102339459881309,False,cellular_component,0.9491,11,1,8,165
B9J08_001659,function,OBSOLETE is a protein that localizes to centrosomes in early embryogenesis. It may be involved in the process of postembryonic development of seeds and pollen.,25,1,obsolete_placeholder; metazoan_or_clinical_context,True,A-agglutinin anchorage subunit,0.0037264065337922,False,organelle,0.7308,13,8,17,157
B9J08_000052,function,OBSOLETE is a member of the mitochondrial and plastidial OBSOLETE protein complexes.,12,1,obsolete_placeholder; photosynthesis_or_chloroplast,True,Hypothetical protein,0.1909717070597697,True,cellular_component,0.9534,11,8,22,196
B9J08_001479,function,May play a role as a scaffolding protein in plastids.,10,1,photosynthesis_or_chloroplast,True,Hypothetical protein,0.0654846814021787,True,cellular_component,0.7661,14,6,11,459
B9J08_004645,function,"Required for efficient group II intron splicing. Binds specific group II introns in chloroplasts and facilitates their splicing. Acts on subgroup IIB introns. The substrates of the subgroup IIB also require the CRM domain proteins CAF1 or CAF2, with a simultaneous binding of CFM3A and CAF1 or CAF2. Required for cell division.",52,1,photosynthesis_or_chloroplast,True,Protein Red,0.1041228170868978,False,cellular_component,0.9132,14,2,24,577
B9J08_001226,pathway,Carbohydrate biosynthesis; dTMP biosynthesis via salvage pathway; dTMP from thymine: step 1/2.,12,1,extreme_length_outlier,True,CPSF73-100_C domain-containing protein,0.1410006116429359,False,biological_process,0.8137,12,12,24,253
B9J08_001480,pathway,Carbohydrate degradation; 2-deoxy-D-ribose 1-phosphate biosynthesis; deoxy-D-ribose 1-phosphate from D-ribulose 5-phosphate : step 1/1.,13,1,extreme_length_outlier,True,DUF3715 domain-containing protein,0.1435783246128317,False,biological_process,0.9004,11,11,3,669
B9J08_003843,pathway,Terpene metabolism; lanosterol biosynthesis; lanosterol from farnesyl diphosphate: step 1/3.,10,1,extreme_length_outlier,True,Mab-21 domain-containing protein,0.2349592561938322,False,cellular_component,0.814,12,11,23,423
B9J08_005159,pathway,Cofactor biosynthesis; nicotinate biosynthesis; nicotinate from nicotinamide: step 1/1.,9,1,extreme_length_outlier,True,Nuclear transcription factor Y subunit,0.0496619836821979,False,biological_process,0.9688,13,13,5,294
B9J08_000005,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,GPI anchored protein,0.1325214030536454,False,cellular_component,0.9255,12,3,8,202
B9J08_000022,pathway,Amine and polyamine biosynthesis; OBSOLETE biosynthesis.,6,2,obsolete_placeholder,True,Virion core protein,0.0742025562650697,False,catalytic activity,0.7081,13,3,24,253
B9J08_000043,pathway,Carbohydrate acid metabolism; OBSOLETE biosynthesis.,5,3,obsolete_placeholder,True,ANK_REP_REGION domain-containing protein,0.0482880470369484,False,molecular_function,0.8341,10,7,306,845
B9J08_000052,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.1909717070597697,True,cellular_component,0.9534,11,8,22,196
B9J08_000116,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Cell wall protein,0.0691119361140267,False,cellular_component,0.9255,10,6,8,284
B9J08_000117,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,GPI-anchored protein,0.0458290502135111,False,cellular_component,0.924,10,3,147,258
B9J08_000124,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Hypothetical_protein,0.0703316654939231,True,biological_process,0.7127,11,5,22,659
B9J08_000259,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,HIG1 domain-containing protein,0.820527259083487,False,intracellular part,0.9054,13,13,347,188
B9J08_000292,pathway,Cell wall biogenesis; OBSOLETE biosynthesis.,5,2,obsolete_placeholder,True,Similar to,0.0655918882407611,True,cell part,0.603,8,0,21,213
B9J08_000308,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,GIT domain-containing protein,0.0586848082720767,False,cellular_component,0.925,13,2,7,406
B9J08_000380,pathway,Amine and polyamine biosynthesis; OBSOLETE biosynthesis.,6,2,obsolete_placeholder,True,RNB domain-containing protein,0.365734211402129,False,biological_process,0.8994,10,10,22,1019
B9J08_000438,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Cell wall protein,0.1409224397935855,False,cellular_component,0.9367,14,11,147,279
B9J08_000481,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,0.261474502577451,False,cellular_component,0.9856,11,11,25,237
B9J08_000521,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,T-SNARE coiled-coil homology domain-containing protein,0.0889212926673131,False,cellular_component,0.8902,11,1,13,336
B9J08_000595,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,UBX domain-containing protein,0.2407435183524203,False,biological_process,0.9616,13,13,17,302
B9J08_000597,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Transmembrane protein,0.1309740781936298,False,cellular_component,0.9791,9,8,7,473
B9J08_000608,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,DUF2012 domain-containing protein,0.8305055004871009,False,cellular_component,0.9564,13,8,22,244
B9J08_000626,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical_protein,0.217483766039684,True,cellular_component,0.9485,15,15,28,459
B9J08_000653,pathway,Carbohydrate metabolism; OBSOLETE degradation.,4,4,obsolete_placeholder,True,Occludin_ELL domain-containing protein,0.2479743607823247,False,biological_process,0.9491,15,15,22,578
B9J08_000664,pathway,Glucan metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,COPI associated protein,0.0564062406896225,False,cellular_component,0.9901,10,4,12,391
B9J08_000672,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,PP1-binding domain-containing protein,0.0315117634030431,False,biological_process,0.616,15,2,7,327
B9J08_000724,pathway,Pyrimidine metabolism; OBSOLETE biosynthesis.,4,1,obsolete_placeholder,True,Secreted protein,0.0434214189718833,False,cellular_component,0.7399,12,2,22,147
B9J08_000783,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,RING-type domain-containing protein,0.0626269819299089,False,biological_process,0.9321,15,11,5,574
B9J08_000834,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical_protein,0.0956244027734983,True,cellular_component,0.8446,11,2,23,421
B9J08_000846,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical protein,0.0389748778016567,True,cell part,0.9104,14,11,18,93
B9J08_000890,pathway,Lipid metabolism; OBSOLETE biosynthesis.,4,3,obsolete_placeholder,True,Infection structure specific protein,0.1329563013526846,False,cellular_component,0.9797,13,9,8,207
B9J08_000919,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,GPI-anchored protein,0.1586656735350159,False,cellular_component,0.9633,9,6,19,234
B9J08_000986,pathway,Carbohydrate acid metabolism; OBSOLETE biosynthesis.,5,3,obsolete_placeholder,True,DUF2040 domain-containing protein,0.4834745643942427,False,cell part,0.7436,9,4,12,164
B9J08_001028,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,AHD domain-containing protein,0.0276084809484171,False,cellular_component,0.7481,11,4,378,395
B9J08_001100,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Dynactin subunit 2,0.0343472287602943,False,cellular_component,0.9342,10,7,23,198
B9J08_001195,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,UDENN domain-containing protein,0.0650096922730213,False,biological_process,0.8419,14,14,21,1158
B9J08_001208,pathway,Carbohydrate metabolism; OBSOLETE degradation.,4,4,obsolete_placeholder,True,Mitochondrial group I intron splicing factor ccm1,0.025933925009316,False,cellular_component,0.9035,11,7,27,701
B9J08_001290,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,C2H2-type domain-containing protein,0.0980922689312581,False,biological_process,0.996,14,14,12,671
B9J08_001313,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Epidermal patterning factor-like protein,0.1195692135543365,False,organelle,0.553,13,0,6,125
B9J08_001317,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Str. FM013,0.0369295847542553,False,biological_process,0.6542,12,3,9,119
B9J08_001321,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Hypothetical protein,0.0632839528602778,True,cellular_component,0.8839,12,3,9,639
B9J08_001426,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.0539892617846443,False,cellular_component,0.8905,14,7,20,229
B9J08_001456,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Mitochondrial translation factor ATP22,0.1170239757938515,False,intracellular part,0.9691,10,10,24,795
B9J08_001472,pathway,Protein modification; protein OBSOLETE biosynthesis,5,1,obsolete_placeholder,True,FlxA-like protein,0.0438192957259229,False,biological_process,0.8573,16,16,18,99
B9J08_001486,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,RWD domain-containing protein,0.384642320065257,False,cellular_component,0.8903,13,6,471,427
B9J08_001490,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Synaptonemal complex protein 2,0.0728316730420065,False,biological_process,0.913,11,11,9,580
B9J08_001520,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,GPI anchored protein,0.0766131417004581,False,cellular_component,0.9857,14,14,5,293
B9J08_001551,pathway,Glycolipid biosynthesis; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Fit3p,0.0551109165876611,False,cellular_component,0.9805,14,10,43,149
B9J08_001683,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Mitochondrial ribosomal small subunit component,0.0568697067825125,False,biological_process,0.9263,14,14,21,336
B9J08_001714,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,(pine wood nematode) hypothetical protein,0.0531272769387199,False,biological_process,0.7923,12,4,6,116
B9J08_001751,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical_protein,0.0309298528698098,True,binding,0.7334,12,12,20,119
B9J08_001830,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Secreted protein,0.0713662983478079,False,cellular_component,0.9519,11,11,21,574
B9J08_001942,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical_protein,0.0731588394861456,True,biological_process,0.9839,14,14,20,413
B9J08_001949,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Str. FM013,0.0925568338109402,False,cellular_component,0.6641,11,0,4,133
B9J08_001980,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Remorin_N domain-containing protein,0.0384876664710015,False,cell part,0.7752,13,6,19,147
B9J08_002031,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Secreted protein,0.0963831950234432,False,cellular_component,0.7309,15,3,14,239
B9J08_002055,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Transmembrane protein,0.0568836740559475,False,biological_process,0.9255,10,7,8,185
B9J08_002082,pathway,Cell wall biogenesis; OBSOLETE biosynthesis.,5,2,obsolete_placeholder,True,Protein kinase domain-containing protein,0.0306896816639549,False,cellular_component,0.9068,13,9,25,446
B9J08_002084,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,"WGS project CCBQ000000000 data, contig 00015",0.0331861004711547,False,cellular_component,0.9086,14,14,24,212
B9J08_002118,pathway,Amino-acid metabolism; OBSOLETE biosynthesis.,4,1,obsolete_placeholder,True,Hypothetical protein,0.0200815846540866,True,cell part,0.7885,10,3,6,126
B9J08_002119,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Spatacsin_C domain-containing protein,0.1002685777294412,False,cell part,0.8857,10,2,8,668
B9J08_002141,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.2148739647284509,True,integral component of membrane,0.9814,11,7,19,306
B9J08_002228,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Transmembrane protein,0.1299995779178775,False,cellular_component,0.9586,9,3,6,127
B9J08_002234,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Myristoylated alanine-rich C-kinase substrate-like,0.0244377655201893,False,cellular_component,0.8683,13,9,8,248
B9J08_002247,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Secreted protein,0.3568076396568076,False,cellular_component,0.6248,12,0,5,230
B9J08_002255,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Secreted protein,0.1068228704191747,False,cellular_component,0.8338,10,0,5,134
B9J08_002286,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,HUN domain-containing protein,0.1180544505191236,False,cellular_component,0.8232,15,7,22,366
B9J08_002295,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Fibroin heavy chain-like,0.0875893567202754,False,cellular_component,0.9907,12,8,25,291
B9J08_002296,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Hypothetical_protein,0.0478844476997291,True,cellular_component,0.9887,12,7,25,196
B9J08_002319,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Reverse transcriptase domain-containing protein,0.1455004550238964,False,cellular_component,0.8414,8,4,19,489
B9J08_002397,pathway,Carbohydrate acid metabolism; OBSOLETE biosynthesis.,5,3,obsolete_placeholder,True,Claspin,0.0670928659179762,False,cellular_component,0.8713,10,1,20,617
B9J08_002507,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Hydrophobic surface binding protein A-domain-containing protein,0.1569620709547347,False,cellular_component,0.757,12,1,5,120
B9J08_002511,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.1528428130950064,True,cellular_component,0.9647,14,14,24,147
B9J08_002525,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,DUF632 domain-containing protein,0.0355293760751572,False,cellular_component,0.8752,11,5,22,221
B9J08_002540,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Opaque-phase-specific protein OP4,0.2406469373551815,False,cellular_component,0.9635,9,3,46,386
B9J08_002574,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Secreted protein,0.0395429483032024,False,cellular_component,0.8737,10,2,14,237
B9J08_002579,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Biopolymer transporter ExbD,0.0450990705007418,False,intrinsic component of membrane,0.94,12,12,7,157
B9J08_002626,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical protein,0.0726745731322807,True,cellular_component,0.6475,11,0,21,161
B9J08_002656,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Ion_trans domain-containing protein,0.0854880261608971,False,biological_process,0.9276,10,9,21,297
B9J08_002729,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.0342968459682734,False,cellular_component,0.8319,12,5,21,170
B9J08_002730,pathway,Amino-sugar metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,YNL208W,0.0778615285368161,False,cellular_component,0.7786,11,0,9,276
B9J08_002731,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Structure-specific endonuclease subunit SLX4,0.0219349449629652,False,biological_process,0.9602,14,14,23,350
B9J08_002735,pathway,Glycolipid biosynthesis; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Cutinase,0.3971433737472045,False,cellular_component,0.9922,13,13,7,797
B9J08_002753,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.119667490841459,False,cellular_component,0.9894,15,15,47,91
B9J08_002754,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Ubiquitin-like domain-containing protein,0.6444757260886017,False,cellular_component,0.9333,9,2,47,697
B9J08_002757,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,T-SNARE coiled-coil homology domain-containing protein,0.0388859124631995,False,cellular_component,0.7468,12,2,7,97
B9J08_002843,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.0773629899714137,True,cellular_component,0.976,11,11,22,416
B9J08_002884,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Str. FM013,0.0777996805183512,False,biological_process,0.7509,10,5,9,295
B9J08_002925,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Protein kinase domain-containing protein,0.0505357374800417,False,cellular_component,0.8702,13,4,63,482
B9J08_002933,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,"37S ribosomal protein S24, mitochondrial",0.0432134096418361,False,cell part,0.9087,11,11,20,538
B9J08_002938,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Transmembrane protein,0.2482362602918501,False,cellular_component,0.8841,11,3,36,402
B9J08_003109,pathway,Protein modification; protein OBSOLETE biosynthesis.,5,4,obsolete_placeholder,True,RGS domain-containing protein,0.0464731386643601,False,cellular_component,0.9135,11,3,14,453
B9J08_003129,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Midasin,0.2158206988538046,False,cellular_component,0.8308,11,2,7,394
B9J08_003137,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Cation transport regulator ChaB,0.2375778517234241,False,cellular_component,0.8808,9,5,19,122
B9J08_003223,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Opaque-phase-specific protein OP4,0.8016801121896597,False,cellular_component,0.9461,11,3,46,340
B9J08_003260,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,"Transmembrane protein,",0.1741433193920421,False,cytoplasmic part,0.9139,10,7,17,93
B9J08_003286,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Ell-associated factor Eaf,0.0417426811078428,False,cellular_component,0.9282,12,5,21,204
B9J08_003318,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.0512097608843956,True,biological_process,0.8694,13,7,19,418
B9J08_003333,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Secreted phosphoprotein 1,0.0460545140199246,False,cellular_component,0.9479,12,3,8,336
B9J08_003334,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Secreted phosphoprotein 1,0.0713010244493627,False,cellular_component,0.8929,11,2,8,262
B9J08_003350,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Mediator complex subunit 9,0.0619064762845147,False,cellular_component,0.8156,13,8,23,125
B9J08_003375,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,F-box domain-containing protein,0.5044340431243298,False,intracellular part,0.6771,14,10,8,397
B9J08_003434,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Mto2_bdg domain-containing protein,0.2047546950224154,False,cellular_component,0.9642,10,8,129,720
B9J08_003511,pathway,Carbohydrate metabolism; OBSOLETE degradation.,4,4,obsolete_placeholder,True,Protein C10,0.2138567250064131,False,cellular_component,0.7685,10,5,70,143
B9J08_003539,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,J domain-containing protein,0.1219353831442336,False,cellular_component,0.924,9,3,22,297
B9J08_003551,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Flo11 domain-containing protein,0.1187788719330954,False,cellular_component,0.9975,8,5,68,775
B9J08_003601,pathway,Lipid metabolism; OBSOLETE biosynthesis.,4,3,obsolete_placeholder,True,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,0.0787196487871872,False,cellular_component,0.8429,12,4,8,165
B9J08_003636,pathway,Protein modification; protein OBSOLETE biosynthesis.,5,4,obsolete_placeholder,True,Mediator of RNA polymerase II transcription subunit 9,0.0326773234678103,False,biological_process,0.7385,12,3,22,147
B9J08_003644,pathway,Amine and polyamine metabolism; OBSOLETE biosynthesis.,6,2,obsolete_placeholder,True,DDE_Tnp_1_7 domain-containing protein,0.064496201481813,False,cellular_component,0.7595,11,5,8,146
B9J08_003672,pathway,Lipid metabolism; OBSOLETE biosynthesis.,4,3,obsolete_placeholder,True,ABC transporter ATP-binding protein,0.1128414260391615,False,membrane part,0.9514,10,2,4,119
B9J08_003723,pathway,Amine and polyamine metabolism; OBSOLETE biosynthesis.,6,2,obsolete_placeholder,True,Cyclin,0.052892755964349,False,biological_process,0.9335,14,12,22,359
B9J08_003794,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.0289717434431869,True,cellular_component,0.9345,10,7,21,639
B9J08_004002,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,2OG-FeII_Oxy_2 domain-containing protein,0.1419125054667971,False,biological_process,0.9279,9,8,24,554
B9J08_004056,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,"39S ribosomal protein L50, mitochondrial",0.0595587842880362,False,hydrolase activity,0.7485,13,13,18,392
B9J08_004084,pathway,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Secreted protein,0.0586056415705024,False,cellular_component,0.9948,10,7,6,229
B9J08_004087,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Uds1 domain-containing protein,0.1146556182336761,False,biological_process,0.9458,15,15,16,403
B9J08_004093,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,DUF3945 domain-containing protein,0.0264813513577582,False,biological_process,0.7287,13,8,28,237
B9J08_004107,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Hypothetical protein,0.0502631994002683,True,cellular_component,0.764,9,0,2,171
B9J08_004159,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Band_3_cyto domain-containing protein,0.0486559040277506,False,biological_process,0.7595,9,1,19,215
B9J08_004174,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,THAP-type domain-containing protein,0.054952538100487,False,biological_process,0.7763,11,8,10,245
B9J08_004179,pathway,Carbohydrate metabolism; OBSOLETE degradation.,4,4,obsolete_placeholder,True,Gypsy-type retrotransposon protein,0.0239750631549155,False,cellular_component,0.7452,13,5,20,217
B9J08_004186,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Pentatricopeptide repeat-containing protein,0.1554247288659271,False,cellular_component,0.9679,10,10,23,597
B9J08_004187,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Coupling of ubiquitin conjugation to ER degradation protein 1,0.1146479370666678,False,integral component of membrane,0.8931,9,2,23,152
B9J08_004257,pathway,Amino-sugar metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,SHR-BD domain-containing protein,0.0506683621097692,False,cellular_component,0.8571,12,2,8,284
B9J08_004270,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,UBC core domain-containing protein,0.1805093479288949,False,biological_process,0.956,11,11,5,970
B9J08_004275,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Transmembrane protein,0.0768002125974801,False,cellular_component,0.9459,11,11,36,390
B9J08_004282,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Nucleic acid binding protein,0.0642938188397268,False,biological_process,0.9088,12,4,5,263
B9J08_004358,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical_protein,0.1900852295056885,True,biological_process,0.8183,13,6,20,530
B9J08_004387,pathway,Amine and polyamine metabolism; OBSOLETE biosynthesis,6,1,obsolete_placeholder,True,SH2 domain-containing protein,0.03133244463155,False,biological_process,0.8952,16,16,7,534
B9J08_004390,pathway,Cofactor metabolism; OBSOLETE biosynthesis.,4,1,obsolete_placeholder,True,TRNA:m(4)X modification enzyme TRM13,0.0978391276121986,False,biological_process,0.6317,12,4,8,201
B9J08_004418,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,(thale cress) hypothetical protein,0.0609601042246846,False,cellular_component,0.9314,12,7,5,150
B9J08_004422,pathway,Protein modification; protein OBSOLETE biosynthesis.,5,4,obsolete_placeholder,True,TPR_REGION domain-containing protein,0.628297275517086,False,cellular_component,0.873,12,5,10,447
B9J08_004442,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Seipin,0.8481737654276187,False,cellular_component,0.9712,13,13,23,282
B9J08_004453,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,JmjC domain-containing protein,0.176061732048121,False,biological_process,0.9316,12,12,8,476
B9J08_004455,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Histone acetyltransferase,0.0698600669194775,False,cellular_component,0.8912,13,10,8,615
B9J08_004465,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Fibroin heavy chain,0.0744942911482251,False,cellular_component,0.9501,8,3,28,547
