Protein	GO_IDs
B9J08_001214	GO:0005575;GO:0044464;GO:0044424;GO:0032991;GO:0051179;GO:0008104;GO:0071702;GO:0033036;GO:0008150;GO:0045184;GO:0006810;GO:0140535;GO:0044444;GO:0051234;GO:0071705;GO:0042886;GO:0015833;GO:0015031;GO:0044446
B9J08_001219	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0008150;GO:0051704;GO:0003674;GO:0044464;GO:0044419;GO:0005886;GO:0016020;GO:0009987;GO:0065007;GO:0003824;GO:0044403;GO:0006915
B9J08_001223	GO:0071704;GO:1901576;GO:0009987;GO:0043170;GO:0044237;GO:0009059;GO:0044249;GO:0008150;GO:0006807;GO:0009058;GO:0044424;GO:0008152;GO:0044238;GO:0044260;GO:0044464;GO:0005575;GO:0034645;GO:0044271
B9J08_001226	GO:0008150;GO:0005575;GO:0051704;GO:0044464;GO:0090407;GO:0009987;GO:0003824;GO:0009117;GO:0019637;GO:0003674;GO:0006753;GO:1901293;GO:0019438;GO:0044424;GO:0006796;GO:1901566;GO:0044249;GO:0009165
B9J08_001234	GO:0005575;GO:0003674;GO:0016787;GO:0044423;GO:0003824;GO:0016798;GO:0005488;GO:0044422;GO:0044464;GO:0019028;GO:0008150;GO:0033643;GO:0019033;GO:0061785;GO:0016810;GO:0070001;GO:0018995;GO:0004190;GO:0044446;GO:0097159
B9J08_001268	GO:0008150;GO:0098772;GO:0003674;GO:0005575;GO:0044464;GO:0030234;GO:0008047;GO:0140677;GO:0044424;GO:0044444;GO:0006810;GO:0044422;GO:0051336;GO:0051345;GO:0071705;GO:0097159;GO:0071702;GO:0051179;GO:0051234;GO:1901363
B9J08_001287	GO:0009987;GO:0044260;GO:0006725;GO:0044237;GO:0043170;GO:0071704;GO:0006139;GO:1901360;GO:0044238;GO:0008152;GO:0006807;GO:0034641;GO:0046483;GO:0008150;GO:0090304;GO:0003674;GO:0003824;GO:0006259;GO:0016787
B9J08_001290	GO:0008150;GO:0005575;GO:0009987;GO:0044464;GO:0044424;GO:0008152;GO:0044237;GO:0034641;GO:0043170;GO:0006807;GO:0006139;GO:0065007;GO:0071704;GO:0006725;GO:0046483;GO:0050789;GO:0044238;GO:1901360;GO:0090304
B9J08_001308	GO:0005575;GO:0044424;GO:0044464;GO:0008150;GO:0009987;GO:0044237;GO:0005737;GO:0008152;GO:0022402;GO:0043226;GO:0043229;GO:1903047;GO:0007059;GO:0005634;GO:0043231;GO:0043227;GO:0044260;GO:0007049;GO:0051301
B9J08_001313	GO:0043226;GO:0008150;GO:0043227;GO:0005575;GO:0044464;GO:0043229;GO:0043231;GO:0044424;GO:0009536;GO:0009507;GO:0003674;GO:0015036;GO:0015035;GO:0051540;GO:0051536;GO:0051537;GO:0050896;GO:0009628;GO:0051539;GO:0044444
B9J08_001314	GO:0005575;GO:0044464;GO:0044422;GO:0044446;GO:0008104;GO:0033036;GO:0034613;GO:0044430;GO:0051641;GO:0008150;GO:0070727;GO:0051179;GO:0016020;GO:0044424;GO:0000775;GO:0099513;GO:0099086;GO:0033365
B9J08_001317	GO:0008150;GO:0008152;GO:0071704;GO:0044238;GO:0043170;GO:0005575;GO:0044440;GO:0009987;GO:0051604;GO:0006807;GO:0044464;GO:0031224;GO:0003674;GO:0044424;GO:0016021;GO:0019538;GO:0009399
B9J08_001321	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044422;GO:0044446;GO:0003674;GO:0005737;GO:0140535;GO:0017016;GO:0043226;GO:0016020;GO:0031267;GO:0043229;GO:0043231;GO:0032991;GO:0043227;GO:0005886
B9J08_001339	GO:0005575;GO:0003674;GO:0005198;GO:0008150;GO:0008144;GO:0005576;GO:0050896;GO:0042221;GO:0097159;GO:0036094;GO:0005215;GO:0005199;GO:0005549;GO:1901363;GO:0044464;GO:0035273;GO:0035274;GO:0140489;GO:0032501
B9J08_001341	GO:0043167;GO:0005488;GO:0043169;GO:0046872;GO:0003674;GO:0008150;GO:0005575;GO:0044464;GO:0046914;GO:0044424;GO:0008270;GO:0022607;GO:0016043;GO:0005737;GO:0071840;GO:0048518;GO:0005507;GO:0065007;GO:0009987;GO:0050896
B9J08_001342	GO:0008150;GO:0050789;GO:0065007;GO:0019222;GO:0050794;GO:0060255;GO:0003674;GO:0080090;GO:0051171;GO:0010468;GO:0005488;GO:0031323;GO:0019219;GO:0051173;GO:0009893;GO:0048518;GO:0010604;GO:0032268;GO:0010605
B9J08_001361	GO:0008150;GO:0009987;GO:0005575;GO:0050789;GO:0065007;GO:0044464;GO:0050794;GO:0044087;GO:0044424;GO:0051128;GO:0071840;GO:0016043;GO:0006996;GO:0022402;GO:0033043;GO:0043226;GO:0044237;GO:0071704;GO:0043229
B9J08_001370	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044446;GO:0044422;GO:0140535;GO:0032991;GO:0009987;GO:0044428;GO:0044454;GO:0043226;GO:0044427;GO:1903293;GO:0008287;GO:0044429;GO:0043229;GO:0043231
B9J08_001426	GO:0005575;GO:0044464;GO:0030312;GO:0005618;GO:0022610;GO:0007155;GO:0016020;GO:0005576;GO:0009277;GO:0019867;GO:0098740;GO:0009279;GO:0044462;GO:0042995;GO:0008150;GO:0051704;GO:0009986
B9J08_001437	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0003824;GO:0006807;GO:0003674;GO:0008152;GO:0071704;GO:0036094;GO:0044237;GO:0043167;GO:0043168;GO:0042597;GO:0043170;GO:0005488;GO:0048870;GO:0016829
B9J08_001440	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0065007;GO:0050789;GO:0009987;GO:0050794;GO:0051246;GO:0019901;GO:0005737;GO:0031399;GO:0019222;GO:0051171;GO:0032268;GO:0006795;GO:0060255;GO:0008152;GO:0019900;GO:0019220
B9J08_001441	GO:0008150;GO:0009987;GO:0005515;GO:0065007;GO:0005488;GO:0003674;GO:0006996;GO:0005575;GO:0050789;GO:0005085;GO:0065008;GO:0071840;GO:0016043;GO:0008152;GO:0009072;GO:0050794;GO:0006725;GO:0051020;GO:0044237
B9J08_001456	GO:0044424;GO:0044464;GO:0005575;GO:0044444;GO:0008150;GO:0005488;GO:0003723;GO:0003676;GO:1901363;GO:0097159;GO:0008152;GO:0003674;GO:0043229;GO:0009987;GO:0043226;GO:0044425;GO:0044429;GO:0005739;GO:0044237;GO:0043227
B9J08_001459	GO:0008150;GO:0006725;GO:1901360;GO:0046483;GO:0009987;GO:0090304;GO:0005575;GO:0071704;GO:0006139;GO:0006807;GO:0044237;GO:0008152;GO:0043170;GO:0044424;GO:0034641;GO:0044238;GO:0044464;GO:0043231;GO:0006399
B9J08_001466	GO:0008150;GO:0009987;GO:0005575;GO:0071840;GO:0016043;GO:0070726;GO:0044464;GO:0044424;GO:0022414;GO:0042244;GO:0005737;GO:0032502;GO:0007049;GO:0007548;GO:0022607;GO:1902590
B9J08_001468	GO:0044464;GO:0044424;GO:0005575;GO:0044422;GO:0044446;GO:0043229;GO:0043226;GO:0043227;GO:0043231;GO:0140535;GO:0008150;GO:0005634;GO:0032991;GO:0006807;GO:0003674;GO:0044428;GO:0046483;GO:0034641
B9J08_001470	GO:0044464;GO:0005575;GO:0044446;GO:0044422;GO:0044424;GO:0044430;GO:0009987;GO:0050789;GO:0008150;GO:0099512;GO:0099081;GO:0099080;GO:0050794;GO:0099513;GO:0065007;GO:0044444;GO:0005874;GO:0007165;GO:0005815
B9J08_001472	GO:0008150;GO:0060255;GO:0050789;GO:0010468;GO:0065007;GO:0010556;GO:0050794;GO:0019222;GO:0031326;GO:0044424;GO:0009889;GO:0019219;GO:0051252;GO:2000112;GO:0005575;GO:2001141;GO:0031323;GO:0044464;GO:0080090;GO:1903506
B9J08_001479	GO:0005575;GO:0030054;GO:0005911;GO:0044464;GO:0044424;GO:0009506;GO:0044425;GO:0044422;GO:0044444;GO:0044446;GO:0044435;GO:0031224;GO:0044434;GO:0009532;GO:0009570;GO:0070161;GO:0016021;GO:0005912;GO:0003674
B9J08_001480	GO:0008150;GO:0009987;GO:0065007;GO:0044237;GO:0050789;GO:0008152;GO:0006796;GO:0050794;GO:0006793;GO:0071704;GO:0003674;GO:0019637;GO:0090407;GO:0044464;GO:0003824;GO:0005575;GO:0044238;GO:0007165
B9J08_001481	GO:0044425;GO:0008150;GO:0016021;GO:0031224;GO:0005575;GO:0065007;GO:0050789;GO:0044448;GO:0044464;GO:0050794;GO:0048518;GO:0044424;GO:0005935;GO:0044422;GO:0044444;GO:0009987;GO:0030010;GO:0044446
B9J08_001482	GO:0005575;GO:0044464;GO:0044425;GO:0016020;GO:0031224;GO:0008150;GO:0005886;GO:0016021;GO:0031343;GO:0009405;GO:0048583;GO:0031341;GO:0031225;GO:0009548;GO:1990007
B9J08_001485	GO:0008150;GO:0016787;GO:0003824;GO:0009987;GO:0005575;GO:0016810;GO:0003674;GO:0051082;GO:0044281;GO:0006457;GO:0030029;GO:0072521;GO:0030036;GO:0005488;GO:0055086;GO:0046446;GO:0006725;GO:0016799;GO:0005515
B9J08_001486	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0009987;GO:0044427;GO:0043226;GO:0070603;GO:0140535;GO:0043229;GO:1904949;GO:0000226;GO:0097346;GO:0071840;GO:0016043;GO:0007017;GO:0043228;GO:0044238
B9J08_001490	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0044424;GO:0003674;GO:0005488;GO:0065007;GO:0065008;GO:0043231;GO:0043227;GO:0005515;GO:0043226;GO:0050801;GO:0043229;GO:0008152;GO:0019725;GO:0030003;GO:0006873;GO:0048878
B9J08_001491	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0008150;GO:0003674;GO:0009987;GO:0044459;GO:0032991;GO:0018995;GO:0044464;GO:0033643;GO:0005215
B9J08_001500	GO:0044425;GO:0008150;GO:0016021;GO:0031224;GO:0005575;GO:0044238;GO:0008152;GO:0071704;GO:0009987;GO:0006629;GO:0044255;GO:0006665;GO:0044424;GO:0044422;GO:0044237;GO:0006643;GO:0044446;GO:1901564;GO:0006807
B9J08_001517	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0044444;GO:0043226;GO:0043229;GO:0009987;GO:0043231;GO:0043227;GO:0071840;GO:0070925;GO:0016043;GO:0033036;GO:0051179;GO:0006996;GO:0008104;GO:0050896;GO:0005634
B9J08_001520	GO:0005575;GO:0044464;GO:0008150;GO:0044425;GO:0005618;GO:0030312;GO:0009987;GO:0031224;GO:0009277;GO:0065008;GO:0031225;GO:0071554;GO:0071840;GO:0071555;GO:0042592;GO:0050801;GO:0065007;GO:0016043;GO:0045229;GO:0055072
B9J08_001522	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0009987;GO:0005737;GO:0003674;GO:0043229;GO:0043226;GO:0043170;GO:0044237;GO:1901360;GO:0006725;GO:0046483;GO:0006139;GO:0097159;GO:0005488;GO:0043232
B9J08_001548	GO:0005575;GO:0016021;GO:0031224;GO:0044464;GO:0044425;GO:0044424;GO:0044444;GO:0044422;GO:0044446;GO:0031090;GO:0044431;GO:0008150;GO:0000139;GO:0016020;GO:0098588;GO:0030659
B9J08_001549	GO:0005575;GO:0044464;GO:0044425;GO:0031224;GO:0008150;GO:0016020;GO:0016021;GO:0009987;GO:0071554;GO:0019867;GO:0005618;GO:0030312;GO:0005576;GO:0005886;GO:0044462;GO:0031225;GO:0051179
B9J08_001551	GO:0005575;GO:0044464;GO:0005618;GO:0030312;GO:0009277;GO:0031224;GO:0031225;GO:0008150;GO:0030445;GO:0044425;GO:0005576;GO:0005199;GO:0022610;GO:0030446;GO:0009986;GO:0040007;GO:0030447;GO:0071554
B9J08_001556	GO:0005575;GO:0044464;GO:0044424;GO:0044446;GO:0044422;GO:0032991;GO:0008150;GO:0044428;GO:0003674;GO:0140535;GO:0030532;GO:1990904;GO:0065003;GO:0043933;GO:0005682;GO:0009987;GO:0044444;GO:0005681;GO:0016043;GO:0022607
B9J08_001617	GO:0005575;GO:0044424;GO:0044464;GO:0008150;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0005634;GO:0044422;GO:0044446;GO:0032774;GO:0141187;GO:0044428;GO:0009987;GO:1901360;GO:0046483;GO:0008152
B9J08_001638	GO:0008150;GO:0009987;GO:0005488;GO:0003674;GO:1901363;GO:0097159;GO:0003677;GO:0003676;GO:0044237;GO:0030435;GO:0043934;GO:0030154;GO:0048869;GO:0003824;GO:0008152;GO:0006725;GO:0071704;GO:0140097;GO:0046483
B9J08_001639	GO:0008150;GO:0005575;GO:0009987;GO:0044464;GO:0016043;GO:0071840;GO:0022607;GO:0044424;GO:0003674;GO:0065007;GO:0005488;GO:0065008;GO:0043226;GO:0043227;GO:0097159;GO:0043229;GO:0043231;GO:0044422;GO:0044446;GO:0005634
B9J08_001659	GO:0043226;GO:0008150;GO:0043231;GO:0043229;GO:0043227;GO:0044464;GO:0005575;GO:0044424;GO:0022414;GO:0005634;GO:0003006;GO:0065007;GO:0050789;GO:0032502;GO:0099402;GO:0019222;GO:0050794;GO:0007049;GO:0009889
B9J08_001663	GO:0008150;GO:0004864;GO:0019212;GO:0007623;GO:0005575;GO:0005737;GO:0004857;GO:0004865;GO:0051179;GO:0006928;GO:0044464;GO:0019888;GO:0044424;GO:0098772;GO:0048511;GO:0003674;GO:0003341;GO:0022402;GO:0042995
B9J08_001666	GO:0008150;GO:0044464;GO:0005575;GO:0044424;GO:0043226;GO:0044430;GO:0044422;GO:0042995;GO:0044446;GO:0120025;GO:0009987;GO:0044444;GO:0005929;GO:0007017;GO:0043229;GO:0016043;GO:0044450;GO:0120036;GO:0030030
B9J08_001680	GO:0005575;GO:0008150;GO:0009987;GO:0016021;GO:0031224;GO:0003674;GO:0005576;GO:0044425;GO:0015706;GO:0006810;GO:0048046;GO:0051234;GO:0044464;GO:0065007;GO:0051716;GO:0051179;GO:0005488
B9J08_001683	GO:0008150;GO:0005575;GO:0044237;GO:0008152;GO:0044464;GO:0044424;GO:0009987;GO:0006807;GO:0071704;GO:0044444;GO:0044238;GO:0043170;GO:1901360;GO:0034641;GO:0006725;GO:0006139;GO:0046483;GO:0044429;GO:0090304
B9J08_001700	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0044424;GO:0065007;GO:0051179;GO:0050794;GO:0050789;GO:0033036;GO:0008104;GO:0051641;GO:0034613;GO:0016043;GO:0044444;GO:0070727;GO:0071840;GO:0044422;GO:0005488;GO:0044446
B9J08_001714	GO:0008150;GO:0005575;GO:0044464;GO:0051704;GO:0044424;GO:0009987;GO:0016032;GO:0044403;GO:0005737;GO:0044444;GO:0022414;GO:0050789;GO:0065007;GO:0044419;GO:0050794;GO:0044068;GO:0044764;GO:0046999
B9J08_001719	GO:0008150;GO:0009987;GO:0046483;GO:0016874;GO:0044237;GO:1901360;GO:0008152;GO:0006139;GO:0044260;GO:0071704;GO:0006259;GO:0044238;GO:0050789;GO:0006725;GO:0006807;GO:0044848;GO:0050794;GO:0065007
B9J08_001725	GO:0005575;GO:0044424;GO:0044464;GO:0003674;GO:0008150;GO:0065007;GO:0048518;GO:0010604;GO:0050789;GO:0010468;GO:0010628;GO:0060255;GO:0009893;GO:0010557;GO:0019222;GO:0031325;GO:2000112;GO:0009891;GO:0045893;GO:0048522
B9J08_001731	GO:0008150;GO:0044464;GO:0005575;GO:0044424;GO:0044444;GO:0009966;GO:0051179;GO:0006810;GO:0044422;GO:0044446;GO:0023051;GO:0033036;GO:0051234;GO:0071702;GO:0015031;GO:0010646;GO:0097478;GO:0031090;GO:0071705;GO:1902531
B9J08_001746	GO:0005575;GO:0008150;GO:0044424;GO:0044464;GO:0050794;GO:0050789;GO:0065007;GO:0005737;GO:0048519;GO:0043226;GO:0048523;GO:0009987;GO:0043227;GO:0043231;GO:0043229;GO:0005634;GO:0051726;GO:0022402;GO:0004857;GO:0009719
B9J08_001750	GO:0008150;GO:0010033;GO:0042221;GO:0050896;GO:0003674;GO:0009725;GO:1901700;GO:0009719;GO:0001101;GO:0051179;GO:0006810;GO:0051234;GO:0030246;GO:0033993;GO:0005488;GO:1901698;GO:0097305;GO:0065007
B9J08_001751	GO:0005488;GO:0008150;GO:0044464;GO:0005575;GO:0043229;GO:0043227;GO:0043231;GO:0043226;GO:0005634;GO:1901363;GO:0097159;GO:0003674;GO:0008289;GO:0065007;GO:0050896;GO:0044424;GO:0065008;GO:0006950;GO:0043168;GO:0097367
B9J08_001755	GO:0005575;GO:0008150;GO:0044425;GO:0016787;GO:0003824;GO:0009987;GO:0031224;GO:0016021;GO:0018995;GO:0003674;GO:0033643;GO:0044419;GO:0061785;GO:0016825;GO:0017171;GO:0033644;GO:0070011;GO:0008233;GO:0005576
B9J08_001760	GO:0008150;GO:0044464;GO:0044424;GO:1901360;GO:0005575;GO:0006139;GO:0006725;GO:0050794;GO:0006807;GO:0008152;GO:0050789;GO:0034641;GO:0031323;GO:0046483;GO:0019219;GO:0065007;GO:0010556;GO:0044237;GO:0060255;GO:0080090
B9J08_001781	GO:0005575;GO:0044425;GO:0044464;GO:0031224;GO:0016021;GO:0043226;GO:0043229;GO:0044424;GO:0008150;GO:0043227;GO:0003674;GO:0043231;GO:0016020;GO:0044444;GO:0008081;GO:0042578
B9J08_001792	GO:0003674;GO:0005575;GO:0005576;GO:0140489;GO:0030054;GO:0044444;GO:0044464;GO:0140537;GO:0044424;GO:0090729;GO:0005829;GO:0003700;GO:0140110;GO:0005911;GO:0043226;GO:0048786
B9J08_001812	GO:0005575;GO:0044464;GO:0044424;GO:0005886;GO:0016020;GO:0005737;GO:0008150;GO:0065007;GO:0009987;GO:0050789;GO:0012501;GO:0005488;GO:0003674;GO:0006915;GO:0008219;GO:0050794;GO:0043226
B9J08_001830	GO:0005575;GO:0044464;GO:0044425;GO:0044424;GO:0031224;GO:0044444;GO:0044422;GO:0044446;GO:0008150;GO:0044432;GO:0016021;GO:0031225;GO:0016020;GO:0065007;GO:0050789;GO:0030312;GO:0005618;GO:0003674
B9J08_001831	GO:0005575;GO:0044464;GO:0040011;GO:0008150;GO:0048870;GO:0006928;GO:0051704;GO:0044425;GO:0001539;GO:0042330;GO:0097590;GO:0097588;GO:0030288;GO:0042995;GO:0044462;GO:0071973;GO:0006935;GO:0007155
B9J08_001862	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044424;GO:0044464;GO:0044446;GO:0003674;GO:0003824;GO:0044422;GO:0044444;GO:0016020;GO:0031090;GO:0016787;GO:0097478;GO:0008150;GO:0019867
B9J08_001866	GO:0008150;GO:0003674;GO:0003677;GO:0005488;GO:0097159;GO:1901363;GO:0003676;GO:0050794;GO:0065007;GO:0050789;GO:0140096;GO:0045934;GO:0061785;GO:0031324;GO:0009892;GO:0003824;GO:0019222;GO:0048523;GO:0010605;GO:0051053
B9J08_001867	GO:0008150;GO:0044464;GO:0009987;GO:0005575;GO:0071704;GO:0008152;GO:0044237;GO:0006807;GO:0032991;GO:0043170;GO:0034641;GO:0006396;GO:0006725;GO:0006399;GO:0071840;GO:1901360;GO:0016043;GO:0044238;GO:0044424
B9J08_001882	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0050789;GO:0065007;GO:0005737;GO:0050794;GO:0040008;GO:0005634;GO:0043226;GO:0043229;GO:0009987;GO:0001558;GO:0043227;GO:0003674;GO:0043231
B9J08_001894	GO:0008150;GO:0044424;GO:0005575;GO:0044464;GO:0009987;GO:0065007;GO:0043226;GO:0043227;GO:0043229;GO:0050789;GO:0005634;GO:0050794;GO:0040008;GO:0065009;GO:0005737;GO:0043231;GO:0044444;GO:0050790
B9J08_001918	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0005634;GO:0009987;GO:0043227;GO:0043231;GO:0043226;GO:0065007;GO:0043229;GO:0050789;GO:0050794;GO:0031224;GO:0016021;GO:0044425;GO:1901363;GO:0097159;GO:0003677;GO:0003676
B9J08_001932	GO:0005575;GO:0044464;GO:0043226;GO:0044424;GO:0043229;GO:0016020;GO:0044444;GO:0043232;GO:0043228;GO:0043227;GO:0043231;GO:0008150;GO:0005886;GO:0065008;GO:0044425;GO:0044422;GO:0003674;GO:0065007
B9J08_001942	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0044424;GO:0008152;GO:0006725;GO:0006807;GO:0044237;GO:0044238;GO:0071704;GO:0006139;GO:1901360;GO:0046483;GO:0003674;GO:0034641;GO:0016043;GO:0043170;GO:0071840
B9J08_001949	GO:0005575;GO:0044464;GO:0008150;GO:0030288;GO:0005576;GO:0042597;GO:0050896;GO:0006952;GO:0044422;GO:0009987;GO:0051704;GO:0046677;GO:0044764;GO:0006950;GO:0005615
B9J08_001954	GO:0008150;GO:0009987;GO:0043170;GO:0071704;GO:0044237;GO:0008152;GO:0050789;GO:0065007;GO:0044238;GO:0019219;GO:0006807;GO:0044260;GO:0051252;GO:0031507;GO:0009889;GO:0019222;GO:0031326;GO:0060255;GO:0050794
B9J08_001962	GO:0008150;GO:0060255;GO:0010468;GO:0019219;GO:0065007;GO:0044464;GO:0010556;GO:2000112;GO:0050896;GO:0044424;GO:0005575;GO:0051704;GO:0051252;GO:0019222;GO:0051171;GO:0050789;GO:0006357;GO:0043229;GO:0031326;GO:0043231
B9J08_001970	GO:0044464;GO:0005575;GO:0044424;GO:0043227;GO:0043231;GO:0008150;GO:0043226;GO:0043229;GO:0005634;GO:0031325;GO:0051254;GO:0010604;GO:0010628;GO:0010556;GO:0009889;GO:0031328;GO:0045935;GO:2001141;GO:2000112;GO:0045893
B9J08_001978	GO:0005575;GO:0016021;GO:0044425;GO:0031224;GO:0008150;GO:0050794;GO:0065007;GO:0009987;GO:0050789;GO:0033644;GO:0044464;GO:0018995;GO:0016020;GO:0033643;GO:0020002
B9J08_001980	GO:0044464;GO:0005575;GO:0044424;GO:0044428;GO:0008150;GO:0044446;GO:0009987;GO:0044422;GO:0071704;GO:0044238;GO:0008152;GO:0044451;GO:0043170;GO:0016043;GO:0071840;GO:0003674;GO:0044427;GO:0006807
B9J08_001988	GO:0008150;GO:0003824;GO:0008152;GO:0006807;GO:0051704;GO:0016032;GO:0016787;GO:0071704;GO:0003674;GO:0044403;GO:0043170;GO:0044238;GO:0044237;GO:0006139;GO:0009987;GO:0006725;GO:0044419;GO:0050896;GO:0046483
B9J08_002007	GO:0005575;GO:0044464;GO:0044444;GO:0044424;GO:0008150;GO:0010467;GO:0140053;GO:0044429;GO:0005739;GO:0043226;GO:0044446;GO:0044422;GO:0019222;GO:0043229;GO:0050789;GO:0008152;GO:0043227;GO:0044425;GO:0019866;GO:0005743
B9J08_002012	GO:0008150;GO:0050789;GO:0065007;GO:0005575;GO:0044424;GO:0044464;GO:0050794;GO:0005737;GO:0048519;GO:0031047;GO:0048523;GO:0019222;GO:0010605;GO:0009987;GO:0009892;GO:2000113;GO:0051053;GO:0010629;GO:0051052;GO:0060255
B9J08_002015	GO:0008150;GO:0005575;GO:0009987;GO:0044464;GO:0044424;GO:0071840;GO:0016043;GO:0006996;GO:0005737;GO:1902590;GO:0007010;GO:0044444;GO:0050789;GO:0050794;GO:0065007;GO:0007017;GO:0051301
B9J08_002021	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044464;GO:0044424;GO:0008150;GO:0044444;GO:0009987;GO:0003674;GO:0044446;GO:0044422;GO:0044432;GO:0008152;GO:0071704;GO:0044237;GO:0044238;GO:0031090;GO:0043226
B9J08_002028	GO:0031224;GO:0016021;GO:0005575;GO:0044425;GO:0016020;GO:0044464;GO:0016043;GO:0022607;GO:0071840;GO:0009987;GO:0065003;GO:0043933;GO:0008150;GO:0034622;GO:0097478;GO:0070072;GO:0070071
B9J08_002031	GO:0005575;GO:0008150;GO:0051704;GO:0044419;GO:0044423;GO:0018995;GO:0033643;GO:0050896;GO:0051805;GO:0019031;GO:0044403;GO:0016032;GO:0033646;GO:0044464;GO:0020012;GO:0043656;GO:0036338;GO:0002376
B9J08_002036	GO:0006810;GO:0051234;GO:0051179;GO:0071702;GO:0071705;GO:0005575;GO:0033036;GO:0008104;GO:0015031;GO:0045184;GO:0015833;GO:0042886;GO:0016021;GO:0008150;GO:0031224;GO:0044422;GO:0044446;GO:0044444;GO:0044424;GO:0044425
B9J08_002037	GO:0008150;GO:0044464;GO:0044424;GO:0009987;GO:0009110;GO:0005575;GO:0042364;GO:0005618;GO:0030312;GO:0006767;GO:0009236;GO:0006766;GO:0033013;GO:0044444;GO:0031160;GO:0009235;GO:0044283;GO:0006022;GO:0033014
B9J08_002049	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0044444;GO:0009987;GO:0005886;GO:0016020;GO:0032153;GO:0005829;GO:0044448;GO:0050789;GO:0030428;GO:0050794;GO:0009524;GO:0065007;GO:0044446
B9J08_002055	GO:0008150;GO:0005575;GO:0044464;GO:0009987;GO:0044424;GO:0016021;GO:0044444;GO:0032502;GO:0031224;GO:0009653;GO:0044425;GO:0005488;GO:0043226;GO:0043229;GO:0016043;GO:0043227;GO:0003674;GO:0071840;GO:0048869;GO:0022414
B9J08_002082	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0071852;GO:0003674;GO:0005737;GO:0009987;GO:0071554;GO:0031505;GO:0071555;GO:0065007;GO:0044446;GO:0044422;GO:0050789;GO:0009628;GO:0044428;GO:0045229;GO:0071840
B9J08_002084	GO:0005575;GO:0008150;GO:0044424;GO:0044464;GO:0009987;GO:0005488;GO:0097159;GO:1901363;GO:0003676;GO:1901360;GO:0008152;GO:0006139;GO:0006725;GO:0044237;GO:0044446;GO:0046483;GO:0003674;GO:0006807;GO:0003677;GO:0090304
B9J08_002086	GO:0043227;GO:0043229;GO:0043226;GO:0008150;GO:0044424;GO:0043231;GO:0005634;GO:0044464;GO:0005575;GO:0071704;GO:0043170;GO:0008152;GO:0006807;GO:1901564;GO:0044260;GO:0044238;GO:0003824;GO:0019538;GO:0003674
B9J08_002118	GO:0044464;GO:0005575;GO:0044424;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0008150;GO:0044444;GO:0009536;GO:0005739;GO:0009507;GO:0065007;GO:0005634;GO:0050789;GO:0005737;GO:0032501
B9J08_002119	GO:0044464;GO:0005575;GO:0044424;GO:0005737;GO:0008150;GO:0016020;GO:0003674;GO:0009987;GO:0003824;GO:0044444;GO:0044085;GO:0016740;GO:0005886;GO:0044237;GO:0008152;GO:0099568;GO:0019842
B9J08_002141	GO:0016021;GO:0031224;GO:0044425;GO:0005575;GO:0044424;GO:0031090;GO:0044422;GO:0044464;GO:0044446;GO:0016020;GO:0044444;GO:0008150;GO:0005789;GO:0097478;GO:1990007;GO:0044432
B9J08_002156	GO:0005575;GO:0008150;GO:0033036;GO:0071702;GO:0008104;GO:0006810;GO:0051234;GO:0015833;GO:0042886;GO:0015031;GO:0071705;GO:0045184;GO:0051179;GO:0051701;GO:0051649;GO:0006886;GO:0044424;GO:0051641;GO:0051704;GO:0046907
B9J08_002161	GO:0044424;GO:0005575;GO:0044446;GO:0044464;GO:0044422;GO:0003674;GO:0140537;GO:0003677;GO:0008150;GO:0044428;GO:0140110;GO:1901363;GO:0097159;GO:0003676;GO:0044260;GO:0043170;GO:0006807;GO:0044798;GO:0003700
B9J08_002163	GO:0005575;GO:0044444;GO:0044464;GO:0044424;GO:0044422;GO:0044446;GO:0044429;GO:0044425;GO:0098796;GO:0008150;GO:0098800;GO:0044455;GO:0098798;GO:0016021;GO:0031224;GO:0032991;GO:0031966;GO:0019866;GO:0003674;GO:0016681
