Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,PFam ID,CDD ID,Gene3D ID,Hamap ID,NCBIfam ID,PANTHER ID,PRINTS ID,SFLD ID,PirSF ID,Prositefamilies ID,Smart ID,Superfamily ID,InterPro ID,Computed GO Component IDs,Computed GO Function IDs,Computed GO Process IDs
B9J08_002734,B9J08_002734-t37_1,hypothetical protein,527,10,0,,,,,,,,,,,,,,,,
B9J08_002735,B9J08_002735-t37_1,hypothetical protein,797,7,0,,,,,,,,,,,,,,,,
B9J08_002753,B9J08_002753-t37_1,hypothetical protein,91,47,2,,,,,,,,,,,,,,,,
B9J08_002754,B9J08_002754-t37_1,hypothetical protein,697,47,2,,,,,,,,,,,,,,,,
B9J08_002757,B9J08_002757-t37_1,hypothetical protein,97,7,0,,,,,,,,,,,,,,,,
B9J08_002773,B9J08_002773-t37_1,hypothetical protein,338,6,0,,,,,,,,,,,,,,,,
B9J08_002811,B9J08_002811-t37_1,hypothetical protein,198,23,0,,,,,,,,,,,,,,,,
B9J08_002825,B9J08_002825-t37_1,hypothetical protein,68,26,1,,,,,,,,,,,,,,,,
B9J08_002843,B9J08_002843-t37_1,hypothetical protein,416,22,0,,,,,,,,,,,,,,,,
B9J08_002884,B9J08_002884-t37_1,hypothetical protein,295,9,0,,,,,,,,,,,,,,,,
B9J08_002899,B9J08_002899-t37_1,hypothetical protein,103,8,0,,,,,,,,,,,,,,,,
B9J08_002925,B9J08_002925-t37_1,hypothetical protein,482,63,0,,,,,,,,,,,,,,,,
B9J08_002933,B9J08_002933-t37_1,hypothetical protein,538,20,0,,,,,,,,,,,,,,,,
B9J08_002938,B9J08_002938-t37_1,hypothetical protein,402,36,1,,,,,,,,,,,,,,,,
B9J08_002958,B9J08_002958-t37_1,hypothetical protein,327,1,0,,,,,,,,,,,,,,,,
B9J08_002968,B9J08_002968-t37_1,hypothetical protein,228,9,0,,,,,,,,,,,,,,,,
B9J08_003003,B9J08_003003-t37_1,hypothetical protein,313,10,0,,,,,,,,,,,,,,,,
B9J08_003012,B9J08_003012-t37_1,hypothetical protein,233,22,0,,,,,,,,,,,,,,,,
B9J08_003025,B9J08_003025-t37_1,hypothetical protein,418,22,0,,,,,,,,,,,,,,,,
B9J08_003070,B9J08_003070-t37_1,hypothetical protein,336,21,0,,,,,,,,,,,,,,,,
B9J08_003109,B9J08_003109-t37_1,hypothetical protein,453,14,0,,,,,,,,,,,,,,,,
B9J08_003110,B9J08_003110-t37_1,hypothetical protein,72,1,0,,,,,,,,,,,,,,,,
B9J08_003112,B9J08_003112-t37_1,hypothetical protein,279,23,0,,,,,,,,,,,,,,,,
B9J08_003129,B9J08_003129-t37_1,hypothetical protein,394,7,0,,,,,,,,,,,,,,,,
B9J08_003137,B9J08_003137-t37_1,hypothetical protein,122,19,0,,,,,,,,,,,,,,,,
B9J08_003149,B9J08_003149-t37_1,hypothetical protein,289,21,0,,,,,,,,,,,,,,,,
B9J08_003181,B9J08_003181-t37_1,hypothetical protein,115,3,0,,,,,,,,,,,,,,,,
B9J08_003191,B9J08_003191-t37_1,hypothetical protein,373,9,0,,,,,,,,,,,,,,,,
B9J08_003204,B9J08_003204-t37_1,hypothetical protein,472,33,0,,,,,,,,,,,,,,,,
B9J08_003223,B9J08_003223-t37_1,hypothetical protein,340,46,1,,,,,,,,,,,,,,,,
B9J08_003260,B9J08_003260-t37_1,hypothetical protein,93,17,0,,,,,,,,,,,,,,,,
B9J08_003270,B9J08_003270-t37_1,hypothetical protein,293,8,0,,,,,,,,,,,,,,,,
B9J08_003286,B9J08_003286-t37_1,hypothetical protein,204,21,0,,,,,,,,,,,,,,,,
B9J08_003297,B9J08_003297-t37_1,hypothetical protein,371,31,0,,,,,,,,,,,,,,,,
B9J08_003317,B9J08_003317-t37_1,hypothetical protein,220,6,0,,,,,,,,,,,,,,,,
B9J08_003318,B9J08_003318-t37_1,hypothetical protein,418,19,0,,,,,,,,,,,,,,,,
B9J08_003325,B9J08_003325-t37_1,hypothetical protein,429,8,0,,,,,,,,,,,,,,,,
B9J08_003333,B9J08_003333-t37_1,hypothetical protein,336,8,0,,,,,,,,,,,,,,,,
B9J08_003334,B9J08_003334-t37_1,hypothetical protein,262,8,0,,,,,,,,,,,,,,,,
B9J08_003337,B9J08_003337-t37_1,hypothetical protein,109,16,1,,,,,,,,,,,,,,,,
B9J08_003350,B9J08_003350-t37_1,hypothetical protein,125,23,0,,,,,,,,,,,,,,,,
B9J08_003375,B9J08_003375-t37_1,hypothetical protein,397,8,0,,,,,,,,,,,,,,,,
B9J08_003399,B9J08_003399-t37_1,hypothetical protein,540,23,0,,,,,,,,,,,,,,,,
B9J08_003419,B9J08_003419-t37_1,hypothetical protein,222,22,0,,,,,,,,,,,,,,,,
B9J08_003422,B9J08_003422-t37_1,hypothetical protein,298,14,2,,,,,,,,,,,,,,,,
B9J08_003434,B9J08_003434-t37_1,hypothetical protein,720,129,0,,,,,,,,,,,,,,,,
B9J08_003468,B9J08_003468-t37_1,hypothetical protein,141,22,0,,,,,,,,,,,,,,,,
B9J08_003475,B9J08_003475-t37_1,hypothetical protein,145,9,0,,,,,,,,,,,,,,,,
B9J08_003481,B9J08_003481-t37_1,hypothetical protein,220,8,0,,,,,,,,,,,,,,,,
B9J08_003483,B9J08_003483-t37_1,hypothetical protein,306,22,0,,,,,,,,,,,,,,,,
B9J08_003487,B9J08_003487-t37_1,hypothetical protein,66,5,0,,,,,,,,,,,,,,,,
B9J08_003491,B9J08_003491-t37_1,hypothetical protein,284,8,0,,,,,,,,,,,,,,,,
B9J08_003499,B9J08_003499-t37_1,hypothetical protein,734,21,0,,,,,,,,,,,,,,,,
B9J08_003511,B9J08_003511-t37_1,hypothetical protein,143,70,0,,,,,,,,,,,,,,,,
B9J08_003528,B9J08_003528-t37_1,hypothetical protein,113,1,0,,,,,,,,,,,,,,,,
B9J08_003532,B9J08_003532-t37_1,hypothetical protein,330,11,0,,,,,,,,,,,,,,,,
B9J08_003534,B9J08_003534-t37_1,hypothetical protein,398,1,0,,,,,,,,,,,,,,,,
B9J08_003539,B9J08_003539-t37_1,hypothetical protein,297,22,0,,,,,,,,,,,,,,,,
B9J08_003551,B9J08_003551-t37_1,hypothetical protein,775,68,1,,,,,,,,,,,,,,,,
B9J08_003591,B9J08_003591-t37_1,hypothetical protein,376,7,0,,,,,,,,,,,,,,,,
B9J08_003601,B9J08_003601-t37_1,hypothetical protein,165,8,0,,,,,,,,,,,,,,,,
B9J08_003607,B9J08_003607-t37_1,hypothetical protein,347,5,0,,,,,,,,,,,,,,,,
B9J08_003635,B9J08_003635-t37_1,hypothetical protein,382,20,0,,,,,,,,,,,,,,,,
B9J08_003636,B9J08_003636-t37_1,hypothetical protein,147,22,0,,,,,,,,,,,,,,,,
B9J08_003644,B9J08_003644-t37_1,hypothetical protein,146,8,0,,,,,,,,,,,,,,,,
B9J08_003651,B9J08_003651-t37_1,hypothetical protein,250,26,0,,,,,,,,,,,,,,,,
B9J08_003672,B9J08_003672-t37_1,hypothetical protein,119,4,0,,,,,,,,,,,,,,,,
B9J08_003694,B9J08_003694-t37_1,hypothetical protein,604,22,0,,,,,,,,,,,,,,,,
B9J08_003698,B9J08_003698-t37_1,hypothetical protein,420,8,0,,,,,,,,,,,,,,,,
B9J08_003704,B9J08_003704-t37_1,hypothetical protein,316,5,0,,,,,,,,,,,,,,,,
B9J08_003723,B9J08_003723-t37_1,hypothetical protein,359,22,0,,,,,,,,,,,,,,,,
B9J08_003733,B9J08_003733-t37_1,hypothetical protein,418,20,0,,,,,,,,,,,,,,,,
B9J08_003744,B9J08_003744-t37_1,hypothetical protein,147,4,0,,,,,,,,,,,,,,,,
B9J08_003751,B9J08_003751-t37_1,hypothetical protein,222,8,0,,,,,,,,,,,,,,,,
B9J08_003777,B9J08_003777-t37_1,hypothetical protein,197,6,0,,,,,,,,,,,,,,,,
B9J08_003794,B9J08_003794-t37_1,hypothetical protein,639,21,0,,,,,,,,,,,,,,,,
B9J08_003812,B9J08_003812-t37_1,hypothetical protein,364,418,0,,,,,,,,,,,,,,,,
B9J08_003818,B9J08_003818-t37_1,hypothetical protein,281,33,1,,,,,,,,,,,,,,,,
B9J08_003843,B9J08_003843-t37_1,hypothetical protein,423,23,0,,,,,,,,,,,,,,,,
B9J08_003845,B9J08_003845-t37_1,hypothetical protein,1611,7,0,,,,,,,,,,,,,,,,
B9J08_003853,B9J08_003853-t37_1,hypothetical protein,575,25,0,,,,,,,,,,,,,,,,
B9J08_003857,B9J08_003857-t37_1,hypothetical protein,449,7,0,,,,,,,,,,,,,,,,
B9J08_003891,B9J08_003891-t37_1,hypothetical protein,124,6,0,,,,,,,,,,,,,,,,
B9J08_003904,B9J08_003904-t37_1,hypothetical protein,215,22,0,,,,,,,,,,,,,,,,
B9J08_003925,B9J08_003925-t37_1,hypothetical protein,822,0,0,,,,,,,,,,,,,,,,
B9J08_003929,B9J08_003929-t37_1,hypothetical protein,466,8,0,,,,,,,,,,,,,,,,
B9J08_003958,B9J08_003958-t37_1,hypothetical protein,110,22,0,,,,,,,,,,,,,,,,
B9J08_003968,B9J08_003968-t37_1,hypothetical protein,76,6,0,,,,,,,,,,,,,,,,
B9J08_003970,B9J08_003970-t37_1,hypothetical protein,488,254,0,,,,,,,,,,,,,,,,
B9J08_003974,B9J08_003974-t37_1,hypothetical protein,243,19,0,,,,,,,,,,,,,,,,
B9J08_003984,B9J08_003984-t37_1,hypothetical protein,235,22,0,,,,,,,,,,,,,,,,
B9J08_004002,B9J08_004002-t37_1,hypothetical protein,554,24,0,,,,,,,,,,,,,,,,
B9J08_004007,B9J08_004007-t37_1,hypothetical protein,202,8,0,,,,,,,,,,,,,,,,
B9J08_004020,B9J08_004020-t37_1,hypothetical protein,78,13,0,,,,,,,,,,,,,,,,
B9J08_004031,B9J08_004031-t37_1,hypothetical protein,1221,22,0,,,,,,,,,,,,,,,,
B9J08_004033,B9J08_004033-t37_1,hypothetical protein,310,5,0,,,,,,,,,,,,,,,,
B9J08_004034,B9J08_004034-t37_1,hypothetical protein,251,21,0,,,,,,,,,,,,,,,,
B9J08_004036,B9J08_004036-t37_1,hypothetical protein,421,8,0,,,,,,,,,,,,,,,,
B9J08_004037,B9J08_004037-t37_1,hypothetical protein,202,22,0,,,,,,,,,,,,,,,,
B9J08_004056,B9J08_004056-t37_1,hypothetical protein,392,18,0,,,,,,,,,,,,,,,,
B9J08_004084,B9J08_004084-t37_1,hypothetical protein,229,6,0,,,,,,,,,,,,,,,,
B9J08_004087,B9J08_004087-t37_1,hypothetical protein,403,16,0,,,,,,,,,,,,,,,,
B9J08_004093,B9J08_004093-t37_1,hypothetical protein,237,28,0,,,,,,,,,,,,,,,,
B9J08_004101,B9J08_004101-t37_1,hypothetical protein,286,1760,2,,,,,,,,,,,,,,,,
B9J08_004102,B9J08_004102-t37_1,hypothetical protein,123,18,4,,,,,,,,,,,,,,,,
B9J08_004103,B9J08_004103-t37_1,hypothetical protein,158,46,0,,,,,,,,,,,,,,,,
B9J08_004105,B9J08_004105-t37_1,hypothetical protein,203,4,0,,,,,,,,,,,,,,,,
B9J08_004106,B9J08_004106-t37_1,hypothetical protein,347,4,0,,,,,,,,,,,,,,,,
B9J08_004107,B9J08_004107-t37_1,hypothetical protein,171,2,0,,,,,,,,,,,,,,,,
B9J08_004148,B9J08_004148-t37_1,hypothetical protein,336,21,0,,,,,,,,,,,,,,,,
B9J08_004159,B9J08_004159-t37_1,hypothetical protein,215,19,0,,,,,,,,,,,,,,,,
B9J08_004174,B9J08_004174-t37_1,hypothetical protein,245,10,1,,,,,,,,,,,,,,,,
B9J08_004179,B9J08_004179-t37_1,hypothetical protein,217,20,0,,,,,,,,,,,,,,,,
B9J08_004180,B9J08_004180-t37_1,hypothetical protein,139,7,0,,,,,,,,,,,,,,,,
B9J08_004186,B9J08_004186-t37_1,hypothetical protein,597,23,0,,,,,,,,,,,,,,,,
B9J08_004187,B9J08_004187-t37_1,hypothetical protein,152,23,0,,,,,,,,,,,,,,,,
B9J08_004193,B9J08_004193-t37_1,hypothetical protein,555,5,0,,,,,,,,,,,,,,,,
B9J08_004194,B9J08_004194-t37_1,hypothetical protein,427,6,0,,,,,,,,,,,,,,,,
B9J08_004195,B9J08_004195-t37_1,hypothetical protein,303,5,0,,,,,,,,,,,,,,,,
B9J08_004211,B9J08_004211-t37_1,hypothetical protein,287,22,0,,,,,,,,,,,,,,,,
B9J08_004254,B9J08_004254-t37_1,hypothetical protein,1254,6,0,,,,,,,,,,,,,,,,
B9J08_004257,B9J08_004257-t37_1,hypothetical protein,284,8,0,,,,,,,,,,,,,,,,
B9J08_004260,B9J08_004260-t37_1,hypothetical protein,412,8,0,,,,,,,,,,,,,,,,
B9J08_004270,B9J08_004270-t37_1,hypothetical protein,970,5,0,,,,,,,,,,,,,,,,
B9J08_004272,B9J08_004272-t37_1,hypothetical protein,572,18,0,,,,,,,,,,,,,,,,
B9J08_004275,B9J08_004275-t37_1,hypothetical protein,390,36,1,,,,,,,,,,,,,,,,
B9J08_004276,B9J08_004276-t37_1,hypothetical protein,299,7,0,,,,,,,,,,,,,,,,
B9J08_004282,B9J08_004282-t37_1,hypothetical protein,263,5,0,,,,,,,,,,,,,,,,
B9J08_004283,B9J08_004283-t37_1,hypothetical protein,111,1,0,,,,,,,,,,,,,,,,
B9J08_004284,B9J08_004284-t37_1,hypothetical protein,433,10,1,,,,,,,,,,,,,,,,
B9J08_004287,B9J08_004287-t37_1,hypothetical protein,348,5,0,,,,,,,,,,,,,,,,
B9J08_004290,B9J08_004290-t37_1,hypothetical protein,294,3,0,,,,,,,,,,,,,,,,
B9J08_004291,B9J08_004291-t37_1,hypothetical protein,662,5,0,,,,,,,,,,,,,,,,
B9J08_004296,B9J08_004296-t37_1,hypothetical protein,78,11,0,,,,,,,,,,,,,,,,
B9J08_004305,B9J08_004305-t37_1,hypothetical protein,662,67,1,,,,,,,,,,,,,,,,
B9J08_004314,B9J08_004314-t37_1,hypothetical protein,274,18,0,,,,,,,,,,,,,,,,
B9J08_004348,B9J08_004348-t37_1,hypothetical protein,211,14,0,,,,,,,,,,,,,,,,
B9J08_004354,B9J08_004354-t37_1,hypothetical protein,236,4,0,,,,,,,,,,,,,,,,
B9J08_004358,B9J08_004358-t37_1,hypothetical protein,530,20,0,,,,,,,,,,,,,,,,
B9J08_004366,B9J08_004366-t37_1,hypothetical protein,113,7,0,,,,,,,,,,,,,,,,
B9J08_004376,B9J08_004376-t37_1,hypothetical protein,337,5,0,,,,,,,,,,,,,,,,
B9J08_004379,B9J08_004379-t37_1,hypothetical protein,241,21,0,,,,,,,,,,,,,,,,
B9J08_004387,B9J08_004387-t37_1,hypothetical protein,534,7,0,,,,,,,,,,,,,,,,
B9J08_004390,B9J08_004390-t37_1,hypothetical protein,201,8,0,,,,,,,,,,,,,,,,
B9J08_004395,B9J08_004395-t37_1,hypothetical protein,316,24,0,,,,,,,,,,,,,,,,
B9J08_004415,B9J08_004415-t37_1,hypothetical protein,167,23,0,,,,,,,,,,,,,,,,
B9J08_004416,B9J08_004416-t37_1,hypothetical protein,233,8,0,,,,,,,,,,,,,,,,
B9J08_004418,B9J08_004418-t37_1,hypothetical protein,150,5,0,,,,,,,,,,,,,,,,
B9J08_004422,B9J08_004422-t37_1,hypothetical protein,447,10,0,,,,,,,,,,,,,,,,
B9J08_004428,B9J08_004428-t37_1,hypothetical protein,391,5,0,,,,,,,,,,,,,,,,
B9J08_004442,B9J08_004442-t37_1,hypothetical protein,282,23,0,,,,,,,,,,,,,,,,
B9J08_004453,B9J08_004453-t37_1,hypothetical protein,476,8,0,,,,,,,,,,,,,,,,
B9J08_004455,B9J08_004455-t37_1,hypothetical protein,615,8,0,,,,,,,,,,,,,,,,
B9J08_004465,B9J08_004465-t37_1,hypothetical protein,547,28,0,,,,,,,,,,,,,,,,
B9J08_004471,B9J08_004471-t37_1,hypothetical protein,117,18,4,,,,,,,,,,,,,,,,
B9J08_004476,B9J08_004476-t37_1,hypothetical protein,284,147,4,,,,,,,,,,,,,,,,
B9J08_004481,B9J08_004481-t37_1,hypothetical protein,290,20,0,,,,,,,,,,,,,,,,
B9J08_004484,B9J08_004484-t37_1,hypothetical protein,225,27,0,,,,,,,,,,,,,,,,
B9J08_004528,B9J08_004528-t37_1,hypothetical protein,253,26,0,,,,,,,,,,,,,,,,
B9J08_004575,B9J08_004575-t37_1,hypothetical protein,321,12,0,,,,,,,,,,,,,,,,
B9J08_004577,B9J08_004577-t37_1,hypothetical protein,143,147,4,,,,,,,,,,,,,,,,
B9J08_004582,B9J08_004582-t37_1,hypothetical protein,606,4,0,,,,,,,,,,,,,,,,
B9J08_004597,B9J08_004597-t37_1,hypothetical protein,325,5,0,,,,,,,,,,,,,,,,
B9J08_004614,B9J08_004614-t37_1,hypothetical protein,326,5,0,,,,,,,,,,,,,,,,
B9J08_004615,B9J08_004615-t37_1,hypothetical protein,184,5,0,,,,,,,,,,,,,,,,
B9J08_004623,B9J08_004623-t37_1,hypothetical protein,377,9,0,,,,,,,,,,,,,,,,
B9J08_004632,B9J08_004632-t37_1,hypothetical protein,432,17,0,,,,,,,,,,,,,,,,
B9J08_004637,B9J08_004637-t37_1,hypothetical protein,474,5,0,,,,,,,,,,,,,,,,
B9J08_004645,B9J08_004645-t37_1,hypothetical protein,577,24,0,,,,,,,,,,,,,,,,
B9J08_004660,B9J08_004660-t37_1,hypothetical protein,322,22,0,,,,,,,,,,,,,,,,
B9J08_004667,B9J08_004667-t37_1,hypothetical protein,79,13,0,,,,,,,,,,,,,,,,
B9J08_004686,B9J08_004686-t37_1,hypothetical protein,733,26,1,,,,,,,,,,,,,,,,
B9J08_004688,B9J08_004688-t37_1,hypothetical protein,270,22,0,,,,,,,,,,,,,,,,
B9J08_004698,B9J08_004698-t37_1,hypothetical protein,270,6,0,,,,,,,,,,,,,,,,
B9J08_004703,B9J08_004703-t37_1,hypothetical protein,486,6,0,,,,,,,,,,,,,,,,
B9J08_004711,B9J08_004711-t37_1,hypothetical protein,163,7,0,,,,,,,,,,,,,,,,
B9J08_004727,B9J08_004727-t37_1,hypothetical protein,399,22,0,,,,,,,,,,,,,,,,
B9J08_004732,B9J08_004732-t37_1,hypothetical protein,211,16,0,,,,,,,,,,,,,,,,
B9J08_004755,B9J08_004755-t37_1,hypothetical protein,422,5,0,,,,,,,,,,,,,,,,
B9J08_004765,B9J08_004765-t37_1,hypothetical protein,433,10,1,,,,,,,,,,,,,,,,
B9J08_004777,B9J08_004777-t37_1,hypothetical protein,167,3,0,,,,,,,,,,,,,,,,
B9J08_004779,B9J08_004779-t37_1,hypothetical protein,660,5,0,,,,,,,,,,,,,,,,
B9J08_004780,B9J08_004780-t37_1,hypothetical protein,399,23,0,,,,,,,,,,,,,,,,
B9J08_004790,B9J08_004790-t37_1,hypothetical protein,396,8,0,,,,,,,,,,,,,,,,
B9J08_004799,B9J08_004799-t37_1,hypothetical protein,292,9,0,,,,,,,,,,,,,,,,
B9J08_004831,B9J08_004831-t37_1,hypothetical protein,323,28,0,,,,,,,,,,,,,,,,
B9J08_004842,B9J08_004842-t37_1,hypothetical protein,123,8,0,,,,,,,,,,,,,,,,
B9J08_004863,B9J08_004863-t37_1,hypothetical protein,94,3,0,,,,,,,,,,,,,,,,
B9J08_004871,B9J08_004871-t37_1,hypothetical protein,413,23,0,,,,,,,,,,,,,,,,
B9J08_004894,B9J08_004894-t37_1,hypothetical protein,123,18,4,,,,,,,,,,,,,,,,
B9J08_004897,B9J08_004897-t37_1,hypothetical protein,117,18,4,,,,,,,,,,,,,,,,
B9J08_004903,B9J08_004903-t37_1,hypothetical protein,264,33,1,,,,,,,,,,,,,,,,
B9J08_004904,B9J08_004904-t37_1,hypothetical protein,592,21,0,,,,,,,,,,,,,,,,
B9J08_004911,B9J08_004911-t37_1,hypothetical protein,378,21,0,,,,,,,,,,,,,,,,
B9J08_004922,B9J08_004922-t37_1,hypothetical protein,155,23,0,,,,,,,,,,,,,,,,
B9J08_004940,B9J08_004940-t37_1,hypothetical protein,329,19,0,,,,,,,,,,,,,,,,
B9J08_004942,B9J08_004942-t37_1,hypothetical protein,326,19,0,,,,,,,,,,,,,,,,
B9J08_004945,B9J08_004945-t37_1,hypothetical protein,195,8,0,,,,,,,,,,,,,,,,
B9J08_004951,B9J08_004951-t37_1,hypothetical protein,233,7,0,,,,,,,,,,,,,,,,
B9J08_004963,B9J08_004963-t37_1,hypothetical protein,124,3,0,,,,,,,,,,,,,,,,
B9J08_004984,B9J08_004984-t37_1,hypothetical protein,105,14,0,,,,,,,,,,,,,,,,
B9J08_005006,B9J08_005006-t37_1,hypothetical protein,281,8,0,,,,,,,,,,,,,,,,
B9J08_005014,B9J08_005014-t37_1,hypothetical protein,438,22,0,,,,,,,,,,,,,,,,
B9J08_005017,B9J08_005017-t37_1,hypothetical protein,178,6,0,,,,,,,,,,,,,,,,
B9J08_005041,B9J08_005041-t37_1,hypothetical protein,125,5,0,,,,,,,,,,,,,,,,
B9J08_005063,B9J08_005063-t37_1,hypothetical protein,120,8,0,,,,,,,,,,,,,,,,
B9J08_005066,B9J08_005066-t37_1,hypothetical protein,1288,307,1,,,,,,,,,,,,,,,,
B9J08_005072,B9J08_005072-t37_1,hypothetical protein,93,19,0,,,,,,,,,,,,,,,,
B9J08_005080,B9J08_005080-t37_1,hypothetical protein,167,11,0,,,,,,,,,,,,,,,,
B9J08_005090,B9J08_005090-t37_1,hypothetical protein,236,22,0,,,,,,,,,,,,,,,,
B9J08_005118,B9J08_005118-t37_1,hypothetical protein,247,8,0,,,,,,,,,,,,,,,,
B9J08_005147,B9J08_005147-t37_1,hypothetical protein,147,15,0,,,,,,,,,,,,,,,,
B9J08_005156,B9J08_005156-t37_1,hypothetical protein,294,23,0,,,,,,,,,,,,,,,,
B9J08_005159,B9J08_005159-t37_1,hypothetical protein,294,5,0,,,,,,,,,,,,,,,,
B9J08_005164,B9J08_005164-t37_1,hypothetical protein,151,20,0,,,,,,,,,,,,,,,,
B9J08_005173,B9J08_005173-t37_1,hypothetical protein,730,5,0,,,,,,,,,,,,,,,,
B9J08_005182,B9J08_005182-t37_1,hypothetical protein,512,16,0,,,,,,,,,,,,,,,,
B9J08_005189,B9J08_005189-t37_1,hypothetical protein,146,8,0,,,,,,,,,,,,,,,,
B9J08_005193,B9J08_005193-t37_1,hypothetical protein,220,24,0,,,,,,,,,,,,,,,,
B9J08_005194,B9J08_005194-t37_1,hypothetical protein,221,5,0,,,,,,,,,,,,,,,,
B9J08_005200,B9J08_005200-t37_1,hypothetical protein,67,10,0,,,,,,,,,,,,,,,,
B9J08_005215,B9J08_005215-t37_1,hypothetical protein,433,21,0,,,,,,,,,,,,,,,,
B9J08_005243,B9J08_005243-t37_1,hypothetical protein,219,9,0,,,,,,,,,,,,,,,,
B9J08_005257,B9J08_005257-t37_1,hypothetical protein,498,8,0,,,,,,,,,,,,,,,,
B9J08_005266,B9J08_005266-t37_1,hypothetical protein,975,224,0,,,,,,,,,,,,,,,,
B9J08_005277,B9J08_005277-t37_1,hypothetical protein,241,20,0,,,,,,,,,,,,,,,,
B9J08_005292,B9J08_005292-t37_1,hypothetical protein,460,7,0,,,,,,,,,,,,,,,,
B9J08_005293,B9J08_005293-t37_1,hypothetical protein,168,8,0,,,,,,,,,,,,,,,,
B9J08_005296,B9J08_005296-t37_1,hypothetical protein,183,23,0,,,,,,,,,,,,,,,,
B9J08_005311,B9J08_005311-t37_1,hypothetical protein,729,9,0,,,,,,,,,,,,,,,,
B9J08_005315,B9J08_005315-t37_1,hypothetical protein,435,25,0,,,,,,,,,,,,,,,,
B9J08_005321,B9J08_005321-t37_1,hypothetical protein,105,9,0,,,,,,,,,,,,,,,,
B9J08_005326,B9J08_005326-t37_1,hypothetical protein,242,21,0,,,,,,,,,,,,,,,,
B9J08_005333,B9J08_005333-t37_1,hypothetical protein,99,19,0,,,,,,,,,,,,,,,,
B9J08_005389,B9J08_005389-t37_1,hypothetical protein,704,22,0,,,,,,,,,,,,,,,,
B9J08_005394,B9J08_005394-t37_1,hypothetical protein,618,15,0,,,,,,,,,,,,,,,,
B9J08_005420,B9J08_005420-t37_1,hypothetical protein,165,8,0,,,,,,,,,,,,,,,,
B9J08_005439,B9J08_005439-t37_1,hypothetical protein,317,27,0,,,,,,,,,,,,,,,,
B9J08_005470,B9J08_005470-t37_1,hypothetical protein,434,23,0,,,,,,,,,,,,,,,,
B9J08_005479,B9J08_005479-t37_1,hypothetical protein,348,8,0,,,,,,,,,,,,,,,,
B9J08_005502,B9J08_005502-t37_1,hypothetical protein,509,183,0,,,,,,,,,,,,,,,,
B9J08_005519,B9J08_005519-t37_1,hypothetical protein,270,2,0,,,,,,,,,,,,,,,,
B9J08_005534,B9J08_005534-t37_1,hypothetical protein,462,20,0,,,,,,,,,,,,,,,,
B9J08_005538,B9J08_005538-t37_1,hypothetical protein,312,5,0,,,,,,,,,,,,,,,,
B9J08_005543,B9J08_005543-t37_1,hypothetical protein,416,26,1,,,,,,,,,,,,,,,,
B9J08_005546,B9J08_005546-t37_1,hypothetical protein,332,5,0,,,,,,,,,,,,,,,,
B9J08_005547,B9J08_005547-t37_1,hypothetical protein,312,5,0,,,,,,,,,,,,,,,,
B9J08_005551,B9J08_005551-t37_1,hypothetical protein,407,5,0,,,,,,,,,,,,,,,,
B9J08_005557,B9J08_005557-t37_1,hypothetical protein,184,43,5,,,,,,,,,,,,,,,,
B9J08_005558,B9J08_005558-t37_1,hypothetical protein,177,43,5,,,,,,,,,,,,,,,,
B9J08_005559,B9J08_005559-t37_1,hypothetical protein,166,43,5,,,,,,,,,,,,,,,,
B9J08_005560,B9J08_005560-t37_1,hypothetical protein,176,43,5,,,,,,,,,,,,,,,,
B9J08_005561,B9J08_005561-t37_1,hypothetical protein,173,43,5,,,,,,,,,,,,,,,,
B9J08_005573,B9J08_005573-t37_1,hypothetical protein,165,8,0,,,,,,,,,,,,,,,,
B9J08_005574,B9J08_005574-t37_1,hypothetical protein,537,6,0,,,,,,,,,,,,,,,,
B9J08_005575,B9J08_005575-t37_1,hypothetical protein,614,15,2,,,,,,,,,,,,,,,,
B9J08_005576,B9J08_005576-t37_1,hypothetical protein,541,8,0,,,,,,,,,,,,,,,,
B9J08_005583,B9J08_005583-t37_1,hypothetical protein,751,43,1,,,,,,,,,,,,,,,,
