Gene ID,Threshold,GO ID,ProtNote Probability,ProtNote Rank,Description
B9J08_003086,0.5,GO:0005634,0.5576,10,nucleus
B9J08_003088,0.5,GO:0016491,0.9287,1,oxidoreductase activity
B9J08_003088,0.5,GO:0016620,0.7536,12,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
B9J08_003088,0.5,GO:0004029,0.6348,19,aldehyde dehydrogenase (NAD) activity
B9J08_003090,0.5,GO:0005634,0.5761,19,nucleus
B9J08_003092,0.5,GO:0016757,0.9551,16,"transferase activity, transferring glycosyl groups"
B9J08_003093,0.5,GO:0016020,0.6847,19,membrane
B9J08_003093,0.5,GO:0015031,0.6794,20,protein transport
B9J08_003094,0.5,GO:0005524,0.9982,8,ATP binding
B9J08_003094,0.5,GO:0016818,0.9975,13,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
B9J08_003095,0.5,GO:0003676,0.9625,8,nucleic acid binding
B9J08_003098,0.5,GO:0008168,0.8733,18,methyltransferase activity
B9J08_003104,0.5,GO:0005525,0.986,12,GTP binding
B9J08_003105,0.5,GO:0006520,0.9907,14,cellular amino acid metabolic process
B9J08_003106,0.5,GO:0005509,0.5944,15,calcium ion binding
B9J08_003114,0.5,GO:0005524,0.9964,10,ATP binding
B9J08_003115,0.5,GO:0007049,0.5189,7,cell cycle
B9J08_003115,0.5,GO:0016538,0.5154,8,cyclin-dependent protein serine/threonine kinase regulator activity
B9J08_003116,0.5,GO:0005634,0.71,16,nucleus
B9J08_003117,0.5,GO:0006397,0.6909,20,mRNA processing
B9J08_003119,0.5,GO:0016020,0.688,13,membrane
B9J08_003120,0.5,GO:0005975,0.9943,5,carbohydrate metabolic process
B9J08_003120,0.5,GO:0003824,0.9749,6,catalytic activity
B9J08_003120,0.5,GO:0005576,0.8233,20,extracellular region
B9J08_003123,0.5,GO:0006486,0.9203,10,protein glycosylation
B9J08_003123,0.5,GO:0000032,0.8841,19,cell wall mannoprotein biosynthetic process
B9J08_003125,0.5,GO:0016765,0.9234,19,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
B9J08_003127,0.5,GO:0003735,0.9611,7,structural constituent of ribosome
B9J08_003130,0.5,GO:0005525,0.9884,11,GTP binding
B9J08_003131,0.5,GO:0005634,0.6852,13,nucleus
B9J08_003132,0.5,GO:0005524,0.9882,15,ATP binding
B9J08_003134,0.5,GO:0022857,0.8711,9,transmembrane transporter activity
B9J08_003135,0.5,GO:0003723,0.6546,5,RNA binding
B9J08_003139,0.5,GO:0005737,0.501,10,cytoplasm
B9J08_003141,0.5,GO:0008168,0.9226,5,methyltransferase activity
B9J08_003141,0.5,GO:0016279,0.5773,9,protein-lysine N-methyltransferase activity
B9J08_003142,0.5,GO:0046907,0.87,15,intracellular transport
B9J08_003147,0.5,GO:0016192,0.6936,11,vesicle-mediated transport
B9J08_003147,0.5,GO:0015031,0.6657,18,protein transport
B9J08_003154,0.5,GO:0003676,0.5926,13,nucleic acid binding
B9J08_003155,0.5,GO:0005634,0.845,9,nucleus
B9J08_003156,0.5,GO:0005524,0.9515,9,ATP binding
B9J08_003158,0.5,GO:0051301,0.6329,12,cell division
B9J08_003158,0.5,GO:0005874,0.6098,14,microtubule
B9J08_003167,0.5,GO:0016491,0.8662,4,oxidoreductase activity
B9J08_003171,0.5,GO:0016787,0.7861,11,hydrolase activity
B9J08_003172,0.5,GO:0000166,0.9881,10,nucleotide binding
B9J08_003172,0.5,GO:0005524,0.9877,11,ATP binding
B9J08_003173,0.5,GO:0016020,0.8486,7,membrane
B9J08_003176,0.5,GO:0005737,0.8153,4,cytoplasm
B9J08_003176,0.5,GO:0051082,0.5155,13,unfolded protein binding
B9J08_003177,0.5,GO:0017183,0.9991,2,peptidyl-diphthamide biosynthetic process from peptidyl-histidine
B9J08_003178,0.5,GO:0015031,0.8474,14,protein transport
B9J08_003180,0.5,GO:0006099,0.9391,16,tricarboxylic acid cycle
B9J08_003180,0.5,GO:0006102,0.9337,19,isocitrate metabolic process
B9J08_003194,0.5,GO:0016020,0.5327,16,membrane
B9J08_003195,0.5,GO:0005737,0.6367,6,cytoplasm
B9J08_003196,0.5,GO:0005524,0.9435,8,ATP binding
B9J08_003201,0.5,GO:0003676,0.8686,7,nucleic acid binding
B9J08_003202,0.5,GO:0022857,0.906,7,transmembrane transporter activity
B9J08_003202,0.5,GO:0005886,0.743,9,plasma membrane
B9J08_003202,0.5,GO:0016020,0.7061,10,membrane
B9J08_003207,0.5,GO:0005515,0.5734,18,protein binding
B9J08_003210,0.5,GO:0003723,0.8011,15,RNA binding
B9J08_003213,0.5,GO:0006865,0.9197,16,amino acid transport
B9J08_003215,0.5,GO:0016491,0.969,14,oxidoreductase activity
B9J08_003215,0.5,GO:0004128,0.904,20,"cytochrome-b5 reductase activity, acting on NAD(P)H"
B9J08_003216,0.5,GO:0005634,0.6077,9,nucleus
B9J08_003218,0.5,GO:0005737,0.5901,14,cytoplasm
B9J08_003219,0.5,GO:0030170,0.9209,6,pyridoxal phosphate binding
B9J08_003219,0.5,GO:0008483,0.8955,16,transaminase activity
B9J08_003220,0.5,GO:0005525,0.8721,19,GTP binding
B9J08_003226,0.5,GO:0016020,0.7467,3,membrane
B9J08_003227,0.5,GO:0008270,0.9517,12,zinc ion binding
B9J08_003228,0.5,GO:0008152,0.9315,7,metabolic process
B9J08_003229,0.5,GO:0005634,0.877,10,nucleus
B9J08_003232,0.5,GO:0006751,0.8982,13,glutathione catabolic process
B9J08_003234,0.5,GO:0005737,0.5354,13,cytoplasm
B9J08_003238,0.5,GO:0005525,0.9888,14,GTP binding
B9J08_003240,0.5,GO:0004609,0.9918,7,phosphatidylserine decarboxylase activity
B9J08_003241,0.5,GO:0000920,0.6845,16,septum digestion after cytokinesis
B9J08_003241,0.5,GO:0005935,0.6564,19,cellular bud neck
B9J08_003243,0.5,GO:0000815,0.9434,20,ESCRT III complex
B9J08_003244,0.5,GO:0031201,0.9832,3,SNARE complex
B9J08_003244,0.5,GO:0005484,0.9797,6,SNAP receptor activity
B9J08_003245,0.5,GO:0005525,0.9975,13,GTP binding
B9J08_003250,0.5,GO:0030295,0.9766,13,protein kinase activator activity
B9J08_003251,0.5,GO:0004553,0.993,9,"hydrolase activity, hydrolyzing O-glycosyl compounds"
B9J08_003251,0.5,GO:0005576,0.956,15,extracellular region
B9J08_003261,0.5,GO:0045041,0.8274,5,protein import into mitochondrial intermembrane space
B9J08_003261,0.5,GO:0016491,0.7689,12,oxidoreductase activity
B9J08_003262,0.5,GO:0005525,0.9893,10,GTP binding
B9J08_003263,0.5,GO:0005484,0.992,1,SNAP receptor activity
B9J08_003263,0.5,GO:0031201,0.9713,9,SNARE complex
B9J08_003263,0.5,GO:0006906,0.9627,12,vesicle fusion
B9J08_003264,0.5,GO:0005737,0.6181,14,cytoplasm
B9J08_003266,0.5,GO:0008152,0.7071,4,metabolic process
B9J08_003266,0.5,GO:0016491,0.6073,8,oxidoreductase activity
B9J08_003267,0.5,GO:0008270,0.9769,7,zinc ion binding
B9J08_003267,0.5,GO:0016491,0.9281,12,oxidoreductase activity
B9J08_003268,0.5,GO:0016491,0.8511,3,oxidoreductase activity
B9J08_003268,0.5,GO:0008152,0.6037,10,metabolic process
B9J08_003269,0.5,GO:0003677,0.9209,9,DNA binding
B9J08_003269,0.5,GO:0008270,0.8245,16,zinc ion binding
B9J08_003272,0.5,GO:0046872,0.9823,6,metal ion binding
B9J08_003274,0.5,GO:0003735,0.85,16,structural constituent of ribosome
B9J08_003275,0.5,GO:0006915,0.9362,8,apoptotic process
B9J08_003276,0.5,GO:0004645,0.8854,1,phosphorylase activity
B9J08_003276,0.5,GO:0102250,0.8653,2,linear malto-oligosaccharide phosphorylase activity
B9J08_003276,0.5,GO:0102499,0.8241,4,SHG alpha-glucan phosphorylase activity
B9J08_003276,0.5,GO:0008184,0.8212,5,glycogen phosphorylase activity
B9J08_003276,0.5,GO:0005975,0.7686,11,carbohydrate metabolic process
B9J08_003280,0.5,GO:0005634,0.936,12,nucleus
B9J08_003280,0.5,GO:0003700,0.9239,13,DNA-binding transcription factor activity
B9J08_003282,0.5,GO:0003676,0.8632,10,nucleic acid binding
B9J08_003285,0.5,GO:0000062,0.8758,13,fatty-acyl-CoA binding
B9J08_003289,0.5,GO:0052689,0.6439,11,carboxylic ester hydrolase activity
B9J08_003290,0.5,GO:0005524,0.992,9,ATP binding
B9J08_003290,0.5,GO:0000166,0.9908,11,nucleotide binding
B9J08_003292,0.5,GO:0016491,0.8295,3,oxidoreductase activity
B9J08_003293,0.5,GO:0008033,0.9951,10,tRNA processing
B9J08_003293,0.5,GO:0016779,0.9894,17,nucleotidyltransferase activity
B9J08_003294,0.5,GO:0016282,0.8735,4,eukaryotic 43S preinitiation complex
B9J08_003294,0.5,GO:0033290,0.8686,5,eukaryotic 48S preinitiation complex
B9J08_003294,0.5,GO:0001732,0.7621,9,formation of cytoplasmic translation initiation complex
B9J08_003294,0.5,GO:0005852,0.758,11,eukaryotic translation initiation factor 3 complex
B9J08_003294,0.5,GO:0003743,0.6793,15,translation initiation factor activity
B9J08_003296,0.5,GO:0006499,0.9611,13,N-terminal protein myristoylation
B9J08_003296,0.5,GO:0004379,0.9572,14,glycylpeptide N-tetradecanoyltransferase activity
B9J08_003298,0.5,GO:0006364,0.6134,19,rRNA processing
B9J08_003299,0.5,GO:0005509,0.9782,13,calcium ion binding
B9J08_003299,0.5,GO:0005515,0.9778,14,protein binding
B9J08_003300,0.5,GO:0016020,0.9061,9,membrane
B9J08_003301,0.5,GO:0005634,0.8609,20,nucleus
B9J08_003306,0.5,GO:0006096,0.9985,5,glycolytic process
B9J08_003313,0.5,GO:0006412,0.9564,20,translation
B9J08_003314,0.5,GO:0005576,0.7011,4,extracellular region
B9J08_003315,0.5,GO:0005829,0.5939,5,cytosol
B9J08_003319,0.5,GO:0046872,0.999,8,metal ion binding
B9J08_003320,0.5,GO:0005634,0.5705,9,nucleus
B9J08_003322,0.5,GO:0046872,0.982,1,metal ion binding
B9J08_003323,0.5,GO:0000166,0.9852,5,nucleotide binding
B9J08_003323,0.5,GO:0005524,0.9839,8,ATP binding
B9J08_003326,0.5,GO:0005524,0.9762,16,ATP binding
B9J08_003327,0.5,GO:0005525,0.991,9,GTP binding
B9J08_003329,0.5,GO:0016491,0.9837,15,oxidoreductase activity
B9J08_003330,0.5,GO:0000166,0.9948,15,nucleotide binding
B9J08_003330,0.5,GO:0005524,0.9933,19,ATP binding
B9J08_003331,0.5,GO:0003735,0.9307,20,structural constituent of ribosome
B9J08_003338,0.5,GO:0006260,0.9411,18,DNA replication
B9J08_003341,0.5,GO:0046873,0.965,12,metal ion transmembrane transporter activity
B9J08_003341,0.5,GO:0030001,0.9584,18,metal ion transport
B9J08_003344,0.5,GO:0071986,0.561,14,Ragulator complex
B9J08_003344,0.5,GO:0032008,0.5552,16,positive regulation of TOR signaling
B9J08_003349,0.5,GO:0004834,0.8543,3,tryptophan synthase activity
B9J08_003352,0.5,GO:0022857,0.5204,12,transmembrane transporter activity
B9J08_003354,0.5,GO:0006623,0.9918,2,protein targeting to vacuole
B9J08_003354,0.5,GO:0015031,0.9858,3,protein transport
B9J08_003354,0.5,GO:0045053,0.9857,4,protein retention in Golgi apparatus
B9J08_003355,0.5,GO:0005524,0.9792,16,ATP binding
B9J08_003356,0.5,GO:0005524,0.9841,16,ATP binding
B9J08_003359,0.5,GO:0005525,0.9807,9,GTP binding
B9J08_003361,0.5,GO:0005525,0.9794,19,GTP binding
B9J08_003364,0.5,GO:0005524,0.9935,10,ATP binding
B9J08_003365,0.5,GO:0006085,0.9948,17,acetyl-CoA biosynthetic process
B9J08_003365,0.5,GO:0016208,0.9945,19,AMP binding
B9J08_003368,0.5,GO:0003677,0.9376,6,DNA binding
B9J08_003368,0.5,GO:0046982,0.8778,12,protein heterodimerization activity
B9J08_003368,0.5,GO:0005634,0.8064,20,nucleus
B9J08_003369,0.5,GO:0046982,0.9389,6,protein heterodimerization activity
B9J08_003369,0.5,GO:0006334,0.9137,11,nucleosome assembly
B9J08_003369,0.5,GO:0003677,0.9066,13,DNA binding
B9J08_003371,0.5,GO:0006096,0.9891,5,glycolytic process
B9J08_003371,0.5,GO:0003824,0.9491,19,catalytic activity
B9J08_003372,0.5,GO:0005634,0.8552,5,nucleus
B9J08_003374,0.5,GO:0019752,0.9855,10,carboxylic acid metabolic process
B9J08_003374,0.5,GO:0003824,0.9833,11,catalytic activity
B9J08_003374,0.5,GO:0006097,0.9666,13,glyoxylate cycle
B9J08_003376,0.5,GO:0005524,0.9782,12,ATP binding
B9J08_003382,0.5,GO:0003676,0.9321,16,nucleic acid binding
B9J08_003383,0.5,GO:0016787,0.9922,1,hydrolase activity
B9J08_003385,0.5,GO:0005739,0.7721,19,mitochondrion
B9J08_003387,0.5,GO:0005515,0.9682,8,protein binding
B9J08_003387,0.5,GO:0008017,0.9643,9,microtubule binding
B9J08_003387,0.5,GO:0005874,0.9524,14,microtubule
B9J08_003387,0.5,GO:0051301,0.9269,17,cell division
B9J08_003392,0.5,GO:0005886,0.8127,6,plasma membrane
B9J08_003392,0.5,GO:0016020,0.6592,9,membrane
B9J08_003397,0.5,GO:0003824,0.7309,3,catalytic activity
B9J08_003397,0.5,GO:0004553,0.5687,8,"hydrolase activity, hydrolyzing O-glycosyl compounds"
B9J08_003400,0.5,GO:0005763,0.5958,18,mitochondrial small ribosomal subunit
B9J08_003400,0.5,GO:0003735,0.5589,19,structural constituent of ribosome
B9J08_003401,0.5,GO:0005216,0.9797,6,ion channel activity
B9J08_003402,0.5,GO:0005737,0.5272,10,cytoplasm
B9J08_003403,0.5,GO:0005515,0.5545,14,protein binding
B9J08_003405,0.5,GO:0008168,0.9382,13,methyltransferase activity
B9J08_003407,0.5,GO:0008270,0.9014,20,zinc ion binding
B9J08_003412,0.5,GO:0003677,0.6205,19,DNA binding
B9J08_003414,0.5,GO:0005524,0.9894,8,ATP binding
B9J08_003416,0.5,GO:0048038,0.8854,13,quinone binding
B9J08_003416,0.5,GO:0051287,0.8129,18,NAD binding
B9J08_003416,0.5,GO:0016651,0.7544,20,"oxidoreductase activity, acting on NAD(P)H"
B9J08_003418,0.5,GO:0005739,0.6439,13,mitochondrion
B9J08_003424,0.5,GO:0005524,0.9984,9,ATP binding
B9J08_003425,0.5,GO:0003677,0.9053,3,DNA binding
B9J08_003425,0.5,GO:0046983,0.8843,6,protein dimerization activity
B9J08_003425,0.5,GO:0003899,0.8341,11,DNA-directed 5'-3' RNA polymerase activity
B9J08_003428,0.5,GO:0003677,0.9548,8,DNA binding
B9J08_003430,0.5,GO:0005525,0.9964,18,GTP binding
B9J08_003432,0.5,GO:0016282,0.9993,1,eukaryotic 43S preinitiation complex
B9J08_003432,0.5,GO:0001732,0.9989,3,formation of cytoplasmic translation initiation complex
B9J08_003432,0.5,GO:0033290,0.9982,5,eukaryotic 48S preinitiation complex
B9J08_003432,0.5,GO:0003743,0.9947,14,translation initiation factor activity
B9J08_003432,0.5,GO:0005852,0.9929,18,eukaryotic translation initiation factor 3 complex
B9J08_003435,0.5,GO:0004298,0.9592,5,threonine-type endopeptidase activity
B9J08_003435,0.5,GO:0008233,0.9246,13,peptidase activity
B9J08_003435,0.5,GO:0004175,0.8918,17,endopeptidase activity
B9J08_003436,0.5,GO:0019706,0.9924,2,protein-cysteine S-palmitoyltransferase activity
B9J08_003436,0.5,GO:0016409,0.9609,9,palmitoyltransferase activity
B9J08_003437,0.5,GO:0045454,0.9792,1,cell redox homeostasis
B9J08_003437,0.5,GO:0004601,0.924,13,peroxidase activity
B9J08_003437,0.5,GO:0016209,0.905,15,antioxidant activity
B9J08_003437,0.5,GO:0051920,0.8459,18,peroxiredoxin activity
B9J08_003437,0.5,GO:0016491,0.8427,19,oxidoreductase activity
B9J08_003441,0.5,GO:0005524,0.9598,16,ATP binding
B9J08_003442,0.5,GO:0004601,0.8123,8,peroxidase activity
B9J08_003442,0.5,GO:0004602,0.7273,10,glutathione peroxidase activity
B9J08_003442,0.5,GO:0006979,0.6615,12,response to oxidative stress
B9J08_003442,0.5,GO:0034599,0.6268,14,cellular response to oxidative stress
B9J08_003442,0.5,GO:0008379,0.5314,19,thioredoxin peroxidase activity
B9J08_003444,0.5,GO:0004725,0.8622,14,protein tyrosine phosphatase activity
B9J08_003444,0.5,GO:0016791,0.843,17,phosphatase activity
B9J08_003446,0.5,GO:0005525,0.993,7,GTP binding
B9J08_003447,0.5,GO:0005634,0.726,8,nucleus
B9J08_003447,0.5,GO:0046872,0.691,10,metal ion binding
B9J08_003449,0.5,GO:0009331,0.998,2,glycerol-3-phosphate dehydrogenase complex
B9J08_003449,0.5,GO:0046168,0.9968,3,glycerol-3-phosphate catabolic process
B9J08_003449,0.5,GO:0006072,0.9888,6,glycerol-3-phosphate metabolic process
B9J08_003451,0.5,GO:0043547,0.6356,13,positive regulation of GTPase activity
B9J08_003451,0.5,GO:0005737,0.6139,16,cytoplasm
B9J08_003452,0.5,GO:0008483,0.9747,4,transaminase activity
B9J08_003452,0.5,GO:0009448,0.9231,15,gamma-aminobutyric acid metabolic process
B9J08_003453,0.5,GO:0005524,0.9891,8,ATP binding
B9J08_003454,0.5,GO:0003677,0.649,16,DNA binding
B9J08_003455,0.5,GO:0016491,0.5431,14,oxidoreductase activity
B9J08_003458,0.5,GO:0046872,0.9969,3,metal ion binding
B9J08_003461,0.5,GO:0016491,0.7427,7,oxidoreductase activity
B9J08_003462,0.5,GO:0005778,0.8258,15,peroxisomal membrane
B9J08_003462,0.5,GO:1990429,0.7747,19,peroxisomal importomer complex
B9J08_003465,0.5,GO:0022857,0.8253,8,transmembrane transporter activity
B9J08_003465,0.5,GO:0005886,0.6252,16,plasma membrane
B9J08_003466,0.5,GO:0003824,0.9881,1,catalytic activity
B9J08_003466,0.5,GO:0016491,0.9746,3,oxidoreductase activity
B9J08_003466,0.5,GO:0006099,0.9323,8,tricarboxylic acid cycle
B9J08_003466,0.5,GO:0006108,0.9112,9,malate metabolic process
B9J08_003466,0.5,GO:0016615,0.9026,10,malate dehydrogenase activity
B9J08_003466,0.5,GO:0019752,0.8748,11,carboxylic acid metabolic process
B9J08_003466,0.5,GO:0030060,0.853,14,L-malate dehydrogenase activity
B9J08_003466,0.5,GO:0005975,0.6688,20,carbohydrate metabolic process
B9J08_003473,0.5,GO:0016020,0.8059,12,membrane
B9J08_003477,0.5,GO:0005515,0.5071,6,protein binding
B9J08_003479,0.5,GO:0008270,0.847,16,zinc ion binding
B9J08_003479,0.5,GO:0005634,0.83,18,nucleus
B9J08_003480,0.5,GO:0008152,0.5043,7,metabolic process
B9J08_003482,0.5,GO:0019706,0.9909,3,protein-cysteine S-palmitoyltransferase activity
B9J08_003482,0.5,GO:0016409,0.9495,8,palmitoyltransferase activity
B9J08_003482,0.5,GO:0018230,0.9382,11,peptidyl-L-cysteine S-palmitoylation
B9J08_003486,0.5,GO:0004620,0.9664,13,phospholipase activity
B9J08_003489,0.5,GO:0003824,0.7644,2,catalytic activity
B9J08_003490,0.5,GO:0006465,0.9797,19,signal peptide processing
B9J08_003490,0.5,GO:0008233,0.9752,20,peptidase activity
B9J08_003496,0.5,GO:0015031,0.8811,11,protein transport
B9J08_003496,0.5,GO:0006914,0.8627,15,autophagy
B9J08_003498,0.5,GO:0003676,0.862,20,nucleic acid binding
B9J08_003503,0.5,GO:0003676,0.938,4,nucleic acid binding
B9J08_003503,0.5,GO:0003723,0.7844,11,RNA binding
B9J08_003504,0.5,GO:0043169,0.9687,10,cation binding
B9J08_003504,0.5,GO:0046872,0.9535,14,metal ion binding
B9J08_003509,0.5,GO:0046872,0.8582,17,metal ion binding
B9J08_003512,0.5,GO:0005524,0.9904,11,ATP binding
B9J08_003517,0.5,GO:0030170,0.9982,10,pyridoxal phosphate binding
B9J08_003524,0.5,GO:0016491,0.8358,5,oxidoreductase activity
B9J08_003524,0.5,GO:0008152,0.7085,11,metabolic process
B9J08_003530,0.5,GO:0006412,0.594,16,translation
B9J08_003530,0.5,GO:0003735,0.5875,18,structural constituent of ribosome
B9J08_003531,0.5,GO:0030170,0.9995,10,pyridoxal phosphate binding
B9J08_003535,0.5,GO:0005524,0.9899,14,ATP binding
B9J08_003536,0.5,GO:0015031,0.5465,10,protein transport
B9J08_003540,0.5,GO:0022857,0.912,6,transmembrane transporter activity
B9J08_003540,0.5,GO:0016020,0.896,8,membrane
B9J08_003542,0.5,GO:0008152,0.7379,6,metabolic process
B9J08_003542,0.5,GO:0016491,0.5493,8,oxidoreductase activity
B9J08_003544,0.5,GO:0005743,0.8428,19,mitochondrial inner membrane
B9J08_003545,0.5,GO:0000993,0.6853,18,RNA polymerase II complex binding
B9J08_003546,0.5,GO:0005634,0.9708,8,nucleus
B9J08_003553,0.5,GO:0003824,0.8731,11,catalytic activity
B9J08_003557,0.5,GO:0005737,0.7137,10,cytoplasm
B9J08_003560,0.5,GO:0006412,0.977,14,translation
B9J08_003562,0.5,GO:0003676,0.8779,20,nucleic acid binding
B9J08_003563,0.5,GO:0016491,0.9695,6,oxidoreductase activity
B9J08_003563,0.5,GO:0008270,0.8379,14,zinc ion binding
B9J08_003569,0.5,GO:0016407,0.8898,6,acetyltransferase activity
B9J08_003569,0.5,GO:0008374,0.7899,13,O-acyltransferase activity
B9J08_003573,0.5,GO:0005975,0.5167,15,carbohydrate metabolic process
B9J08_003578,0.5,GO:0006511,0.9437,19,ubiquitin-dependent protein catabolic process
B9J08_003581,0.5,GO:0016787,0.8289,5,hydrolase activity
B9J08_003583,0.5,GO:0043087,0.899,16,regulation of GTPase activity
B9J08_003585,0.5,GO:0008270,0.8349,18,zinc ion binding
B9J08_003585,0.5,GO:0005634,0.8233,20,nucleus
B9J08_003588,0.5,GO:0046872,0.8875,10,metal ion binding
B9J08_003590,0.5,GO:0003676,0.9657,5,nucleic acid binding
B9J08_003592,0.5,GO:0003676,0.711,7,nucleic acid binding
B9J08_003592,0.5,GO:0003723,0.6704,11,RNA binding
B9J08_003593,0.5,GO:0046872,0.8513,6,metal ion binding
B9J08_003593,0.5,GO:0008233,0.7235,11,peptidase activity
B9J08_003593,0.5,GO:0008237,0.5135,15,metallopeptidase activity
B9J08_003594,0.5,GO:0101005,0.9349,19,ubiquitinyl hydrolase activity
B9J08_003595,0.5,GO:0046872,0.6033,9,metal ion binding
B9J08_003596,0.5,GO:0006412,0.8927,20,translation
B9J08_003598,0.5,GO:0016192,0.6124,20,vesicle-mediated transport
B9J08_003599,0.5,GO:0005525,0.9928,10,GTP binding
B9J08_003603,0.5,GO:0016491,0.5843,13,oxidoreductase activity
B9J08_003604,0.5,GO:0005524,0.994,13,ATP binding
B9J08_003609,0.5,GO:0006546,0.9915,3,glycine catabolic process
B9J08_003609,0.5,GO:0006544,0.987,10,glycine metabolic process
B9J08_003610,0.5,GO:0003746,0.9936,15,translation elongation factor activity
B9J08_003610,0.5,GO:0005525,0.9922,20,GTP binding
B9J08_003612,0.5,GO:0006629,0.6969,19,lipid metabolic process
B9J08_003613,0.5,GO:0008104,0.5227,18,protein localization
B9J08_003614,0.5,GO:0008270,0.9811,3,zinc ion binding
B9J08_003614,0.5,GO:0016491,0.9429,11,oxidoreductase activity
B9J08_003614,0.5,GO:0005737,0.835,13,cytoplasm
B9J08_003615,0.5,GO:0046872,0.6593,8,metal ion binding
B9J08_003618,0.5,GO:0004725,0.8784,7,protein tyrosine phosphatase activity
B9J08_003618,0.5,GO:0004726,0.5547,14,non-membrane spanning protein tyrosine phosphatase activity
B9J08_003621,0.5,GO:0009395,0.909,20,phospholipid catabolic process
B9J08_003632,0.5,GO:0030955,0.9987,1,potassium ion binding
B9J08_003632,0.5,GO:0005524,0.9777,16,ATP binding
B9J08_003639,0.5,GO:0005737,0.5236,10,cytoplasm
B9J08_003640,0.5,GO:0005515,0.8182,3,protein binding
B9J08_003641,0.5,GO:0050660,0.8622,7,flavin adenine dinucleotide binding
B9J08_003643,0.5,GO:0055085,0.671,11,transmembrane transport
B9J08_003646,0.5,GO:0006520,0.9593,18,cellular amino acid metabolic process
B9J08_003647,0.5,GO:0008757,0.611,8,S-adenosylmethionine-dependent methyltransferase activity
B9J08_003650,0.5,GO:0006457,0.9887,2,protein folding
B9J08_003650,0.5,GO:0003755,0.9859,4,peptidyl-prolyl cis-trans isomerase activity
B9J08_003650,0.5,GO:0016018,0.9728,7,cyclosporin A binding
B9J08_003657,0.5,GO:0055085,0.8565,17,transmembrane transport
B9J08_003657,0.5,GO:0030001,0.856,18,metal ion transport
B9J08_003659,0.5,GO:0016020,0.5385,17,membrane
B9J08_003660,0.5,GO:0003676,0.942,5,nucleic acid binding
B9J08_003660,0.5,GO:0003723,0.9101,9,RNA binding
B9J08_003660,0.5,GO:0005737,0.7144,12,cytoplasm
B9J08_003662,0.5,GO:0046872,0.8303,5,metal ion binding
B9J08_003662,0.5,GO:0005737,0.6342,16,cytoplasm
B9J08_003662,0.5,GO:0006508,0.5611,20,proteolysis
B9J08_003663,0.5,GO:0000166,0.9807,8,nucleotide binding
B9J08_003663,0.5,GO:0005524,0.9782,10,ATP binding
B9J08_003664,0.5,GO:0005634,0.8113,9,nucleus
B9J08_003665,0.5,GO:0016301,0.9741,15,kinase activity
B9J08_003667,0.5,GO:0005525,0.9922,13,GTP binding
B9J08_003673,0.5,GO:0016020,0.6258,8,membrane
B9J08_003673,0.5,GO:0006487,0.5198,19,protein N-linked glycosylation
B9J08_003677,0.5,GO:0006412,0.9735,20,translation
B9J08_003678,0.5,GO:0016020,0.7694,12,membrane
B9J08_003680,0.5,GO:0016787,0.8193,2,hydrolase activity
B9J08_003680,0.5,GO:0016788,0.6913,11,"hydrolase activity, acting on ester bonds"
B9J08_003681,0.5,GO:0004128,0.9743,8,"cytochrome-b5 reductase activity, acting on NAD(P)H"
B9J08_003681,0.5,GO:0005741,0.9607,12,mitochondrial outer membrane
B9J08_003682,0.5,GO:0005524,0.9251,9,ATP binding
B9J08_003684,0.5,GO:0009331,0.9979,7,glycerol-3-phosphate dehydrogenase complex
B9J08_003684,0.5,GO:0006072,0.9976,8,glycerol-3-phosphate metabolic process
B9J08_003684,0.5,GO:0046168,0.9969,9,glycerol-3-phosphate catabolic process
B9J08_003687,0.5,GO:0005730,0.6703,12,nucleolus
B9J08_003688,0.5,GO:0005524,0.9914,15,ATP binding
B9J08_003689,0.5,GO:0046872,0.9821,4,metal ion binding
B9J08_003690,0.5,GO:0016020,0.9101,18,membrane
B9J08_003699,0.5,GO:0005743,0.8593,14,mitochondrial inner membrane
B9J08_003703,0.5,GO:0016020,0.6581,7,membrane
B9J08_003703,0.5,GO:0005886,0.5385,12,plasma membrane
B9J08_003707,0.5,GO:0006508,0.7388,18,proteolysis
B9J08_003707,0.5,GO:0004222,0.5636,20,metalloendopeptidase activity
B9J08_003708,0.5,GO:0000166,0.9876,19,nucleotide binding
B9J08_003709,0.5,GO:0004499,0.7743,10,"N,N-dimethylaniline monooxygenase activity"
B9J08_003709,0.5,GO:0050660,0.6836,17,flavin adenine dinucleotide binding
B9J08_003711,0.5,GO:0003677,0.8904,10,DNA binding
B9J08_003712,0.5,GO:0005634,0.827,10,nucleus
B9J08_003712,0.5,GO:0003700,0.7701,17,DNA-binding transcription factor activity
B9J08_003713,0.5,GO:0046872,0.9327,19,metal ion binding
B9J08_003719,0.5,GO:0005743,0.8715,16,mitochondrial inner membrane
B9J08_003720,0.5,GO:0005524,0.9626,8,ATP binding
B9J08_003722,0.5,GO:0003824,0.9507,4,catalytic activity
B9J08_003722,0.5,GO:0046912,0.9137,8,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
B9J08_003724,0.5,GO:0005524,0.9412,10,ATP binding
